strain_raw,strain_cleaned,library,row,col,value,strain_mean,strain_std,z_score,reason
clminus,clminus,Lopac,A,4,1191.243,2142.1757,1182.5528,-0.8,Extreme reading
clminus,clminus,Lopac,A,3,1091.454,2142.1757,1182.5528,-0.89,Extreme reading
clminus,clminus,Lopac,A,2,704.077,2142.1757,1182.5528,-1.22,Extreme reading
clminus,clminus,Lopac,A,1,855.665,2142.1757,1182.5528,-1.09,Extreme reading
clminus,clminus,Lopac,H,12,3215.418,2142.1757,1182.5528,0.91,Extreme reading
clminus,clminus,Lopac,H,11,3154.271,2142.1757,1182.5528,0.86,Extreme reading
clminus,clminus,Lopac,H,10,3376.366,2142.1757,1182.5528,1.04,Extreme reading
clminus,clminus,Lopac,H,9,3404.072,2142.1757,1182.5528,1.07,Extreme reading
clminus,clminus,Lopac,H,8,3378.948,2142.1757,1182.5528,1.05,Extreme reading
clminus,clminus,Lopac,H,6,2777.51,2142.1757,1182.5528,0.54,Extreme reading
clminus,clminus,Lopac,H,7,2651.742,2142.1757,1182.5528,0.43,Extreme reading
clminus,clminus,Lopac,H,5,1597.747,2142.1757,1182.5528,-0.46,Extreme reading
clminus,clminus,Lopac,H,4,3103.216,2142.1757,1182.5528,0.81,Extreme reading
clminus,clminus,Lopac,H,3,3392.996,2142.1757,1182.5528,1.06,Extreme reading
clminus,clminus,Lopac,H,2,3129.283,2142.1757,1182.5528,0.83,Extreme reading
clminus,clminus,Lopac,H,1,2768.119,2142.1757,1182.5528,0.53,Extreme reading
clminus,clminus,Lopac,G,12,3308.478,2142.1757,1182.5528,0.99,Extreme reading
clminus,clminus,Lopac,G,11,3413.397,2142.1757,1182.5528,1.07,Extreme reading
clminus,clminus,Lopac,G,10,3324.106,2142.1757,1182.5528,1.0,Extreme reading
clminus,clminus,Lopac,G,9,3379.264,2142.1757,1182.5528,1.05,Extreme reading
clminus,clminus,Lopac,G,8,3531.692,2142.1757,1182.5528,1.18,Extreme reading
clminus,clminus,Lopac,G,7,2745.593,2142.1757,1182.5528,0.51,Extreme reading
clminus,clminus,Lopac,G,6,3422.606,2142.1757,1182.5528,1.08,Extreme reading
clminus,clminus,Lopac,G,5,3463.755,2142.1757,1182.5528,1.12,Extreme reading
clminus,clminus,Lopac,G,4,3432.277,2142.1757,1182.5528,1.09,Extreme reading
clminus,clminus,Lopac,G,3,1674.785,2142.1757,1182.5528,-0.4,Extreme reading
clminus,clminus,Lopac,G,2,2700.502,2142.1757,1182.5528,0.47,Extreme reading
clminus,clminus,Lopac,G,1,2751.269,2142.1757,1182.5528,0.52,Extreme reading
clminus,clminus,Lopac,F,12,3404.06,2142.1757,1182.5528,1.07,Extreme reading
clminus,clminus,Lopac,F,11,3310.176,2142.1757,1182.5528,0.99,Extreme reading
clminus,clminus,Lopac,F,10,3563.115,2142.1757,1182.5528,1.2,Extreme reading
clminus,clminus,Lopac,F,9,3661.176,2142.1757,1182.5528,1.28,Extreme reading
clminus,clminus,Lopac,F,8,3700.772,2142.1757,1182.5528,1.32,Extreme reading
clminus,clminus,Lopac,F,7,3551.48,2142.1757,1182.5528,1.19,Extreme reading
clminus,clminus,Lopac,F,6,3455.581,2142.1757,1182.5528,1.11,Extreme reading
clminus,clminus,Lopac,F,5,3377.784,2142.1757,1182.5528,1.04,Extreme reading
clminus,clminus,Lopac,F,4,3419.356,2142.1757,1182.5528,1.08,Extreme reading
clminus,clminus,Lopac,F,3,3406.917,2142.1757,1182.5528,1.07,Extreme reading
clminus,clminus,Lopac,F,2,3176.762,2142.1757,1182.5528,0.87,Extreme reading
clminus,clminus,Lopac,F,1,2586.927,2142.1757,1182.5528,0.38,Extreme reading
clminus,clminus,Lopac,E,12,3634.316,2142.1757,1182.5528,1.26,Extreme reading
clminus,clminus,Lopac,E,11,3312.341,2142.1757,1182.5528,0.99,Extreme reading
clminus,clminus,Lopac,E,10,3411.044,2142.1757,1182.5528,1.07,Extreme reading
clminus,clminus,Lopac,E,8,3531.223,2142.1757,1182.5528,1.17,Extreme reading
clminus,clminus,Lopac,E,9,3558.021,2142.1757,1182.5528,1.2,Extreme reading
clminus,clminus,Lopac,E,7,3374.164,2142.1757,1182.5528,1.04,Extreme reading
clminus,clminus,Lopac,E,6,3379.978,2142.1757,1182.5528,1.05,Extreme reading
clminus,clminus,Lopac,E,5,3516.946,2142.1757,1182.5528,1.16,Extreme reading
clminus,clminus,Lopac,E,4,3282.13,2142.1757,1182.5528,0.96,Extreme reading
clminus,clminus,Lopac,E,3,2817.109,2142.1757,1182.5528,0.57,Extreme reading
clminus,clminus,Lopac,E,2,2677.81,2142.1757,1182.5528,0.45,Extreme reading
clminus,clminus,Lopac,E,1,2746.069,2142.1757,1182.5528,0.51,Extreme reading
clminus,clminus,Lopac,D,12,3560.785,2142.1757,1182.5528,1.2,Extreme reading
clminus,clminus,Lopac,D,11,3490.643,2142.1757,1182.5528,1.14,Extreme reading
clminus,clminus,Lopac,D,10,3327.47,2142.1757,1182.5528,1.0,Extreme reading
clminus,clminus,Lopac,D,8,3433.207,2142.1757,1182.5528,1.09,Extreme reading
clminus,clminus,Lopac,D,9,3749.705,2142.1757,1182.5528,1.36,Extreme reading
clminus,clminus,Lopac,D,7,3404.768,2142.1757,1182.5528,1.07,Extreme reading
clminus,clminus,Lopac,D,6,3555.029,2142.1757,1182.5528,1.19,Extreme reading
clminus,clminus,Lopac,D,5,3401.691,2142.1757,1182.5528,1.07,Extreme reading
clminus,clminus,Lopac,D,4,3311.929,2142.1757,1182.5528,0.99,Extreme reading
clminus,clminus,Lopac,D,3,3181.525,2142.1757,1182.5528,0.88,Extreme reading
clminus,clminus,Lopac,D,2,2773.19,2142.1757,1182.5528,0.53,Extreme reading
clminus,clminus,Lopac,D,1,2692.285,2142.1757,1182.5528,0.47,Extreme reading
clminus,clminus,Lopac,C,12,3302.676,2142.1757,1182.5528,0.98,Extreme reading
clminus,clminus,Lopac,C,11,3377.772,2142.1757,1182.5528,1.04,Extreme reading
clminus,clminus,Lopac,C,10,3447.148,2142.1757,1182.5528,1.1,Extreme reading
clminus,clminus,Lopac,C,9,3341.213,2142.1757,1182.5528,1.01,Extreme reading
clminus,clminus,Lopac,C,8,3501.095,2142.1757,1182.5528,1.15,Extreme reading
clminus,clminus,Lopac,C,7,3371.902,2142.1757,1182.5528,1.04,Extreme reading
clminus,clminus,Lopac,C,6,2780.871,2142.1757,1182.5528,0.54,Extreme reading
clminus,clminus,Lopac,C,5,3362.882,2142.1757,1182.5528,1.03,Extreme reading
clminus,clminus,Lopac,C,4,2805.522,2142.1757,1182.5528,0.56,Extreme reading
clminus,clminus,Lopac,C,3,3143.011,2142.1757,1182.5528,0.85,Extreme reading
clminus,clminus,Lopac,C,2,3078.46,2142.1757,1182.5528,0.79,Extreme reading
clminus,clminus,Lopac,C,1,2641.67,2142.1757,1182.5528,0.42,Extreme reading
clminus,clminus,Lopac,B,12,3279.832,2142.1757,1182.5528,0.96,Extreme reading
clminus,clminus,Lopac,B,11,3331.49,2142.1757,1182.5528,1.01,Extreme reading
clminus,clminus,Lopac,B,10,3698.973,2142.1757,1182.5528,1.32,Extreme reading
clminus,clminus,Lopac,B,9,3355.966,2142.1757,1182.5528,1.03,Extreme reading
clminus,clminus,Lopac,B,8,3253.098,2142.1757,1182.5528,0.94,Extreme reading
clminus,clminus,Lopac,B,7,3515.474,2142.1757,1182.5528,1.16,Extreme reading
clminus,clminus,Lopac,B,6,3239.234,2142.1757,1182.5528,0.93,Extreme reading
clminus,clminus,Lopac,B,5,3273.617,2142.1757,1182.5528,0.96,Extreme reading
clminus,clminus,Lopac,B,4,3153.357,2142.1757,1182.5528,0.86,Extreme reading
clminus,clminus,Lopac,B,3,2720.979,2142.1757,1182.5528,0.49,Extreme reading
clminus,clminus,Lopac,B,2,2622.162,2142.1757,1182.5528,0.41,Extreme reading
clminus,clminus,Lopac,B,1,2480.596,2142.1757,1182.5528,0.29,Extreme reading
clminus,clminus,Lopac,A,12,3344.782,2142.1757,1182.5528,1.02,Extreme reading
clminus,clminus,Lopac,A,11,3378.868,2142.1757,1182.5528,1.05,Extreme reading
clminus,clminus,Lopac,A,10,3329.481,2142.1757,1182.5528,1.0,Extreme reading
clminus,clminus,Lopac,A,9,2771.169,2142.1757,1182.5528,0.53,Extreme reading
clminus,clminus,Lopac,A,8,2786.322,2142.1757,1182.5528,0.54,Extreme reading
clminus,clminus,Lopac,A,7,3184.112,2142.1757,1182.5528,0.88,Extreme reading
clminus,clminus,Lopac,A,6,3089.575,2142.1757,1182.5528,0.8,Extreme reading
clminus,clminus,Lopac,A,5,2691.773,2142.1757,1182.5528,0.46,Extreme reading
clminus,clminus,Lopac,A,4,2746.734,2142.1757,1182.5528,0.51,Extreme reading
clminus,clminus,Lopac,A,3,2797.053,2142.1757,1182.5528,0.55,Extreme reading
clminus,clminus,Lopac,A,2,2599.177,2142.1757,1182.5528,0.39,Extreme reading
clminus,clminus,Lopac,A,1,2458.307,2142.1757,1182.5528,0.27,Extreme reading
clminus,clminus,Lopac,H,12,2145.271,2142.1757,1182.5528,0.0,Extreme reading
clminus,clminus,Lopac,H,11,2262.457,2142.1757,1182.5528,0.1,Extreme reading
clminus,clminus,Lopac,H,10,1895.756,2142.1757,1182.5528,-0.21,Extreme reading
clminus,clminus,Lopac,H,9,2476.589,2142.1757,1182.5528,0.28,Extreme reading
clminus,clminus,Lopac,H,8,2486.784,2142.1757,1182.5528,0.29,Extreme reading
clminus,clminus,Lopac,H,7,2426.542,2142.1757,1182.5528,0.24,Extreme reading
clminus,clminus,Lopac,H,6,2378.078,2142.1757,1182.5528,0.2,Extreme reading
clminus,clminus,Lopac,H,5,2651.866,2142.1757,1182.5528,0.43,Extreme reading
clminus,clminus,Lopac,H,4,2455.729,2142.1757,1182.5528,0.27,Extreme reading
clminus,clminus,Lopac,H,3,2256.913,2142.1757,1182.5528,0.1,Extreme reading
clminus,clminus,Lopac,H,2,2113.853,2142.1757,1182.5528,-0.02,Extreme reading
clminus,clminus,Lopac,H,1,2041.913,2142.1757,1182.5528,-0.08,Extreme reading
clminus,clminus,Lopac,G,12,2238.616,2142.1757,1182.5528,0.08,Extreme reading
clminus,clminus,Lopac,G,11,2329.604,2142.1757,1182.5528,0.16,Extreme reading
clminus,clminus,Lopac,G,10,2388.325,2142.1757,1182.5528,0.21,Extreme reading
clminus,clminus,Lopac,G,9,2358.491,2142.1757,1182.5528,0.18,Extreme reading
clminus,clminus,Lopac,G,8,2323.348,2142.1757,1182.5528,0.15,Extreme reading
clminus,clminus,Lopac,G,7,2557.574,2142.1757,1182.5528,0.35,Extreme reading
clminus,clminus,Lopac,G,6,2482.697,2142.1757,1182.5528,0.29,Extreme reading
clminus,clminus,Lopac,G,5,2040.032,2142.1757,1182.5528,-0.09,Extreme reading
clminus,clminus,Lopac,G,4,2117.726,2142.1757,1182.5528,-0.02,Extreme reading
clminus,clminus,Lopac,G,3,2253.621,2142.1757,1182.5528,0.09,Extreme reading
clminus,clminus,Lopac,G,2,2321.762,2142.1757,1182.5528,0.15,Extreme reading
clminus,clminus,Lopac,G,1,2260.156,2142.1757,1182.5528,0.1,Extreme reading
clminus,clminus,Lopac,F,12,2428.333,2142.1757,1182.5528,0.24,Extreme reading
clminus,clminus,Lopac,F,11,570.519,2142.1757,1182.5528,-1.33,Extreme reading
clminus,clminus,Lopac,F,10,2404.3,2142.1757,1182.5528,0.22,Extreme reading
clminus,clminus,Lopac,F,9,2353.823,2142.1757,1182.5528,0.18,Extreme reading
clminus,clminus,Lopac,F,8,2168.323,2142.1757,1182.5528,0.02,Extreme reading
clminus,clminus,Lopac,F,7,2471.922,2142.1757,1182.5528,0.28,Extreme reading
clminus,clminus,Lopac,F,6,2233.324,2142.1757,1182.5528,0.08,Extreme reading
clminus,clminus,Lopac,F,5,2474.445,2142.1757,1182.5528,0.28,Extreme reading
clminus,clminus,Lopac,F,4,2327.542,2142.1757,1182.5528,0.16,Extreme reading
clminus,clminus,Lopac,F,3,2371.334,2142.1757,1182.5528,0.19,Extreme reading
clminus,clminus,Lopac,F,2,2274.874,2142.1757,1182.5528,0.11,Extreme reading
clminus,clminus,Lopac,E,12,2118.267,2142.1757,1182.5528,-0.02,Extreme reading
clminus,clminus,Lopac,F,1,2120.435,2142.1757,1182.5528,-0.02,Extreme reading
clminus,clminus,Lopac,E,11,601.174,2142.1757,1182.5528,-1.3,Extreme reading
clminus,clminus,Lopac,E,10,2509.21,2142.1757,1182.5528,0.31,Extreme reading
clminus,clminus,Lopac,E,9,2683.077,2142.1757,1182.5528,0.46,Extreme reading
clminus,clminus,Lopac,E,8,2325.681,2142.1757,1182.5528,0.16,Extreme reading
clminus,clminus,Lopac,E,7,2484.238,2142.1757,1182.5528,0.29,Extreme reading
clminus,clminus,Lopac,E,6,2256.655,2142.1757,1182.5528,0.1,Extreme reading
clminus,clminus,Lopac,E,5,2329.49,2142.1757,1182.5528,0.16,Extreme reading
clminus,clminus,Lopac,E,4,2595.629,2142.1757,1182.5528,0.38,Extreme reading
clminus,clminus,Lopac,E,3,2433.716,2142.1757,1182.5528,0.25,Extreme reading
clminus,clminus,Lopac,E,2,2146.11,2142.1757,1182.5528,0.0,Extreme reading
clminus,clminus,Lopac,E,1,2351.722,2142.1757,1182.5528,0.18,Extreme reading
clminus,clminus,Lopac,D,12,2386.083,2142.1757,1182.5528,0.21,Extreme reading
clminus,clminus,Lopac,D,9,2387.852,2142.1757,1182.5528,0.21,Extreme reading
clminus,clminus,Lopac,D,10,2363.056,2142.1757,1182.5528,0.19,Extreme reading
clminus,clminus,Lopac,D,11,2485.68,2142.1757,1182.5528,0.29,Extreme reading
clminus,clminus,Lopac,H,12,1050.018,2142.1757,1182.5528,-0.92,Extreme reading
clminus,clminus,Lopac,H,11,1191.141,2142.1757,1182.5528,-0.8,Extreme reading
clminus,clminus,Lopac,H,10,1246.749,2142.1757,1182.5528,-0.76,Extreme reading
clminus,clminus,Lopac,H,9,1157.628,2142.1757,1182.5528,-0.83,Extreme reading
clminus,clminus,Lopac,H,8,1072.292,2142.1757,1182.5528,-0.9,Extreme reading
clminus,clminus,Lopac,H,7,1141.771,2142.1757,1182.5528,-0.85,Extreme reading
clminus,clminus,Lopac,H,6,1208.656,2142.1757,1182.5528,-0.79,Extreme reading
clminus,clminus,Lopac,H,5,1148.668,2142.1757,1182.5528,-0.84,Extreme reading
clminus,clminus,Lopac,H,4,1038.822,2142.1757,1182.5528,-0.93,Extreme reading
clminus,clminus,Lopac,H,3,1066.58,2142.1757,1182.5528,-0.91,Extreme reading
clminus,clminus,Lopac,H,2,1125.899,2142.1757,1182.5528,-0.86,Extreme reading
clminus,clminus,Lopac,D,8,2534.572,2142.1757,1182.5528,0.33,Extreme reading
clminus,clminus,Lopac,D,7,2551.293,2142.1757,1182.5528,0.35,Extreme reading
clminus,clminus,Lopac,D,6,2048.179,2142.1757,1182.5528,-0.08,Extreme reading
clminus,clminus,Lopac,D,5,2398.334,2142.1757,1182.5528,0.22,Extreme reading
clminus,clminus,Lopac,D,4,2301.761,2142.1757,1182.5528,0.13,Extreme reading
clminus,clminus,Lopac,D,3,2443.141,2142.1757,1182.5528,0.25,Extreme reading
clminus,clminus,Lopac,D,2,2147.903,2142.1757,1182.5528,0.0,Extreme reading
clminus,clminus,Lopac,D,1,2254.522,2142.1757,1182.5528,0.1,Extreme reading
clminus,clminus,Lopac,C,12,2285.073,2142.1757,1182.5528,0.12,Extreme reading
clminus,clminus,Lopac,C,11,2447.163,2142.1757,1182.5528,0.26,Extreme reading
clminus,clminus,Lopac,C,10,2430.403,2142.1757,1182.5528,0.24,Extreme reading
clminus,clminus,Lopac,C,9,2295.021,2142.1757,1182.5528,0.13,Extreme reading
clminus,clminus,Lopac,C,8,2330.367,2142.1757,1182.5528,0.16,Extreme reading
clminus,clminus,Lopac,C,7,2243.158,2142.1757,1182.5528,0.09,Extreme reading
clminus,clminus,Lopac,C,6,1787.638,2142.1757,1182.5528,-0.3,Extreme reading
clminus,clminus,Lopac,C,5,2293.203,2142.1757,1182.5528,0.13,Extreme reading
clminus,clminus,Lopac,C,4,2282.325,2142.1757,1182.5528,0.12,Extreme reading
clminus,clminus,Lopac,C,3,2462.667,2142.1757,1182.5528,0.27,Extreme reading
clminus,clminus,Lopac,C,2,2333.696,2142.1757,1182.5528,0.16,Extreme reading
clminus,clminus,Lopac,C,1,1868.685,2142.1757,1182.5528,-0.23,Extreme reading
clminus,clminus,Lopac,B,12,2423.979,2142.1757,1182.5528,0.24,Extreme reading
clminus,clminus,Lopac,B,11,1887.805,2142.1757,1182.5528,-0.22,Extreme reading
clminus,clminus,Lopac,B,10,2630.041,2142.1757,1182.5528,0.41,Extreme reading
clminus,clminus,Lopac,B,9,2646.778,2142.1757,1182.5528,0.43,Extreme reading
clminus,clminus,Lopac,B,8,2283.88,2142.1757,1182.5528,0.12,Extreme reading
clminus,clminus,Lopac,B,7,2426.41,2142.1757,1182.5528,0.24,Extreme reading
clminus,clminus,Lopac,B,6,2466.033,2142.1757,1182.5528,0.27,Extreme reading
clminus,clminus,Lopac,B,5,2524.438,2142.1757,1182.5528,0.32,Extreme reading
clminus,clminus,Lopac,B,4,2030.326,2142.1757,1182.5528,-0.09,Extreme reading
clminus,clminus,Lopac,B,3,2459.038,2142.1757,1182.5528,0.27,Extreme reading
clminus,clminus,Lopac,B,2,2169.036,2142.1757,1182.5528,0.02,Extreme reading
clminus,clminus,Lopac,B,1,2051.735,2142.1757,1182.5528,-0.08,Extreme reading
clminus,clminus,Lopac,A,12,2311.465,2142.1757,1182.5528,0.14,Extreme reading
clminus,clminus,Lopac,A,11,2440.649,2142.1757,1182.5528,0.25,Extreme reading
clminus,clminus,Lopac,A,10,2410.102,2142.1757,1182.5528,0.23,Extreme reading
clminus,clminus,Lopac,A,9,2242.235,2142.1757,1182.5528,0.08,Extreme reading
clminus,clminus,Lopac,A,6,2366.349,2142.1757,1182.5528,0.19,Extreme reading
clminus,clminus,Lopac,A,7,2002.56,2142.1757,1182.5528,-0.12,Extreme reading
clminus,clminus,Lopac,A,8,2302.751,2142.1757,1182.5528,0.14,Extreme reading
clminus,clminus,Lopac,H,1,934.417,2142.1757,1182.5528,-1.02,Extreme reading
clminus,clminus,Lopac,G,12,1159.573,2142.1757,1182.5528,-0.83,Extreme reading
clminus,clminus,Lopac,G,11,1179.903,2142.1757,1182.5528,-0.81,Extreme reading
clminus,clminus,Lopac,G,10,1164.941,2142.1757,1182.5528,-0.83,Extreme reading
clminus,clminus,Lopac,G,9,1139.649,2142.1757,1182.5528,-0.85,Extreme reading
clminus,clminus,Lopac,G,8,1161.623,2142.1757,1182.5528,-0.83,Extreme reading
clminus,clminus,Lopac,G,7,1163.774,2142.1757,1182.5528,-0.83,Extreme reading
clminus,clminus,Lopac,G,6,1099.104,2142.1757,1182.5528,-0.88,Extreme reading
clminus,clminus,Lopac,G,5,1180.693,2142.1757,1182.5528,-0.81,Extreme reading
clminus,clminus,Lopac,G,4,1187.809,2142.1757,1182.5528,-0.81,Extreme reading
clminus,clminus,Lopac,G,3,1172.501,2142.1757,1182.5528,-0.82,Extreme reading
clminus,clminus,Lopac,G,2,1085.021,2142.1757,1182.5528,-0.89,Extreme reading
clminus,clminus,Lopac,G,1,1016.52,2142.1757,1182.5528,-0.95,Extreme reading
clminus,clminus,Lopac,F,12,1165.095,2142.1757,1182.5528,-0.83,Extreme reading
clminus,clminus,Lopac,F,11,1219.931,2142.1757,1182.5528,-0.78,Extreme reading
clminus,clminus,Lopac,F,10,1086.174,2142.1757,1182.5528,-0.89,Extreme reading
clminus,clminus,Lopac,F,9,1269.393,2142.1757,1182.5528,-0.74,Extreme reading
clminus,clminus,Lopac,F,8,1179.084,2142.1757,1182.5528,-0.81,Extreme reading
clminus,clminus,Lopac,F,7,1164.126,2142.1757,1182.5528,-0.83,Extreme reading
clminus,clminus,Lopac,F,6,1265.492,2142.1757,1182.5528,-0.74,Extreme reading
clminus,clminus,Lopac,F,5,1070.954,2142.1757,1182.5528,-0.91,Extreme reading
clminus,clminus,Lopac,F,4,1071.834,2142.1757,1182.5528,-0.91,Extreme reading
clminus,clminus,Lopac,F,3,1034.811,2142.1757,1182.5528,-0.94,Extreme reading
clminus,clminus,Lopac,F,2,1128.929,2142.1757,1182.5528,-0.86,Extreme reading
clminus,clminus,Lopac,F,1,1104.557,2142.1757,1182.5528,-0.88,Extreme reading
clminus,clminus,Lopac,E,12,1153.051,2142.1757,1182.5528,-0.84,Extreme reading
clminus,clminus,Lopac,E,11,1285.576,2142.1757,1182.5528,-0.72,Extreme reading
clminus,clminus,Lopac,E,10,1178.462,2142.1757,1182.5528,-0.81,Extreme reading
clminus,clminus,Lopac,E,9,1139.292,2142.1757,1182.5528,-0.85,Extreme reading
clminus,clminus,Lopac,E,8,1219.654,2142.1757,1182.5528,-0.78,Extreme reading
clminus,clminus,Lopac,E,7,1200.113,2142.1757,1182.5528,-0.8,Extreme reading
clminus,clminus,Lopac,E,6,1160.832,2142.1757,1182.5528,-0.83,Extreme reading
clminus,clminus,Lopac,E,5,989.457,2142.1757,1182.5528,-0.97,Extreme reading
clminus,clminus,Lopac,E,4,1019.752,2142.1757,1182.5528,-0.95,Extreme reading
clminus,clminus,Lopac,E,3,1062.154,2142.1757,1182.5528,-0.91,Extreme reading
clminus,clminus,Lopac,E,2,1137.117,2142.1757,1182.5528,-0.85,Extreme reading
clminus,clminus,Lopac,E,1,929.892,2142.1757,1182.5528,-1.03,Extreme reading
clminus,clminus,Lopac,D,12,1185.549,2142.1757,1182.5528,-0.81,Extreme reading
clminus,clminus,Lopac,D,11,1254.228,2142.1757,1182.5528,-0.75,Extreme reading
clminus,clminus,Lopac,D,10,1296.438,2142.1757,1182.5528,-0.72,Extreme reading
clminus,clminus,Lopac,D,9,1170.759,2142.1757,1182.5528,-0.82,Extreme reading
clminus,clminus,Lopac,D,8,1261.836,2142.1757,1182.5528,-0.74,Extreme reading
clminus,clminus,Lopac,D,7,1134.478,2142.1757,1182.5528,-0.85,Extreme reading
clminus,clminus,Lopac,D,6,1124.743,2142.1757,1182.5528,-0.86,Extreme reading
clminus,clminus,Lopac,D,5,1193.519,2142.1757,1182.5528,-0.8,Extreme reading
clminus,clminus,Lopac,D,4,1146.029,2142.1757,1182.5528,-0.84,Extreme reading
clminus,clminus,Lopac,D,3,1117.537,2142.1757,1182.5528,-0.87,Extreme reading
clminus,clminus,Lopac,D,2,1108.978,2142.1757,1182.5528,-0.87,Extreme reading
clminus,clminus,Lopac,D,1,978.671,2142.1757,1182.5528,-0.98,Extreme reading
clminus,clminus,Lopac,C,12,1335.47,2142.1757,1182.5528,-0.68,Extreme reading
clminus,clminus,Lopac,C,11,1172.338,2142.1757,1182.5528,-0.82,Extreme reading
clminus,clminus,Lopac,C,10,1265.533,2142.1757,1182.5528,-0.74,Extreme reading
clminus,clminus,Lopac,C,9,1105.321,2142.1757,1182.5528,-0.88,Extreme reading
clminus,clminus,Lopac,C,8,1250.121,2142.1757,1182.5528,-0.75,Extreme reading
clminus,clminus,Lopac,C,7,1151.103,2142.1757,1182.5528,-0.84,Extreme reading
clminus,clminus,Lopac,C,6,1059.564,2142.1757,1182.5528,-0.92,Extreme reading
clminus,clminus,Lopac,C,5,1051.945,2142.1757,1182.5528,-0.92,Extreme reading
clminus,clminus,Lopac,C,4,1128.594,2142.1757,1182.5528,-0.86,Extreme reading
clminus,clminus,Lopac,C,3,1103.538,2142.1757,1182.5528,-0.88,Extreme reading
clminus,clminus,Lopac,C,2,1060.655,2142.1757,1182.5528,-0.91,Extreme reading
clminus,clminus,Lopac,C,1,1013.891,2142.1757,1182.5528,-0.95,Extreme reading
clminus,clminus,Lopac,B,12,1219.065,2142.1757,1182.5528,-0.78,Extreme reading
clminus,clminus,Lopac,B,11,1198.692,2142.1757,1182.5528,-0.8,Extreme reading
clminus,clminus,Lopac,B,10,1227.327,2142.1757,1182.5528,-0.77,Extreme reading
clminus,clminus,Lopac,B,9,1086.286,2142.1757,1182.5528,-0.89,Extreme reading
clminus,clminus,Lopac,B,8,1049.041,2142.1757,1182.5528,-0.92,Extreme reading
clminus,clminus,Lopac,B,7,1198.34,2142.1757,1182.5528,-0.8,Extreme reading
clminus,clminus,Lopac,B,6,1028.004,2142.1757,1182.5528,-0.94,Extreme reading
clminus,clminus,Lopac,B,5,994.796,2142.1757,1182.5528,-0.97,Extreme reading
clminus,clminus,Lopac,B,4,1004.532,2142.1757,1182.5528,-0.96,Extreme reading
clminus,clminus,Lopac,B,3,1055.355,2142.1757,1182.5528,-0.92,Extreme reading
clminus,clminus,Lopac,B,2,1076.546,2142.1757,1182.5528,-0.9,Extreme reading
clminus,clminus,Lopac,B,1,1036.437,2142.1757,1182.5528,-0.94,Extreme reading
clminus,clminus,Lopac,A,12,1155.949,2142.1757,1182.5528,-0.83,Extreme reading
clminus,clminus,Lopac,A,11,1224.887,2142.1757,1182.5528,-0.78,Extreme reading
clminus,clminus,Lopac,A,10,1242.849,2142.1757,1182.5528,-0.76,Extreme reading
clminus,clminus,Lopac,A,9,1126.664,2142.1757,1182.5528,-0.86,Extreme reading
clminus,clminus,Lopac,A,8,1126.915,2142.1757,1182.5528,-0.86,Extreme reading
clminus,clminus,Lopac,A,7,1138.801,2142.1757,1182.5528,-0.85,Extreme reading
clminus,clminus,Lopac,A,6,1154.419,2142.1757,1182.5528,-0.84,Extreme reading
clminus,clminus,Lopac,A,5,1231.877,2142.1757,1182.5528,-0.77,Extreme reading
clminus,clminus,Lopac,A,4,1248.783,2142.1757,1182.5528,-0.76,Extreme reading
clminus,clminus,Lopac,A,3,1181.47,2142.1757,1182.5528,-0.81,Extreme reading
clminus,clminus,Lopac,A,2,1114.187,2142.1757,1182.5528,-0.87,Extreme reading
clminus,clminus,Lopac,A,1,1033.38,2142.1757,1182.5528,-0.94,Extreme reading
clminus,clminus,Lopac,H,12,2128.145,2142.1757,1182.5528,-0.01,Extreme reading
clminus,clminus,Lopac,H,11,2145.659,2142.1757,1182.5528,0.0,Extreme reading
clminus,clminus,Lopac,H,10,2038.004,2142.1757,1182.5528,-0.09,Extreme reading
clminus,clminus,Lopac,H,9,2322.081,2142.1757,1182.5528,0.15,Extreme reading
clminus,clminus,Lopac,H,8,2453.602,2142.1757,1182.5528,0.26,Extreme reading
clminus,clminus,Lopac,H,7,2085.943,2142.1757,1182.5528,-0.05,Extreme reading
clminus,clminus,Lopac,H,6,2072.627,2142.1757,1182.5528,-0.06,Extreme reading
clminus,clminus,Lopac,H,5,2409.101,2142.1757,1182.5528,0.23,Extreme reading
clminus,clminus,Lopac,H,4,355.723,2142.1757,1182.5528,-1.51,Extreme reading
clminus,clminus,Lopac,H,3,1911.513,2142.1757,1182.5528,-0.2,Extreme reading
clminus,clminus,Lopac,H,2,2005.429,2142.1757,1182.5528,-0.12,Extreme reading
clminus,clminus,Lopac,H,1,1715.824,2142.1757,1182.5528,-0.36,Extreme reading
clminus,clminus,Lopac,G,12,2578.321,2142.1757,1182.5528,0.37,Extreme reading
clminus,clminus,Lopac,G,11,2309.896,2142.1757,1182.5528,0.14,Extreme reading
clminus,clminus,Lopac,G,10,2948.576,2142.1757,1182.5528,0.68,Extreme reading
clminus,clminus,Lopac,G,9,2554.596,2142.1757,1182.5528,0.35,Extreme reading
clminus,clminus,Lopac,G,8,2455.49,2142.1757,1182.5528,0.26,Extreme reading
clminus,clminus,Lopac,G,7,2071.488,2142.1757,1182.5528,-0.06,Extreme reading
clminus,clminus,Lopac,G,6,2038.847,2142.1757,1182.5528,-0.09,Extreme reading
clminus,clminus,Lopac,G,5,2122.099,2142.1757,1182.5528,-0.02,Extreme reading
