strain_raw,strain_cleaned,library,row,col,value,strain_mean,strain_std,z_score,reason
As231,As,Lopac,A,1,1944.151,2717.341,756.2731,-1.02,Extreme reading
As231,As,Lopac,A,2,1957.923,2717.341,756.2731,-1.0,Extreme reading
As231,As,Lopac,A,3,2164.476,2717.341,756.2731,-0.73,Extreme reading
As231,As,Lopac,A,4,2138.282,2717.341,756.2731,-0.77,Extreme reading
As231,As,Lopac,A,5,2182.659,2717.341,756.2731,-0.71,Extreme reading
As231,As,Lopac,A,6,2148.473,2717.341,756.2731,-0.75,Extreme reading
As231,As,Lopac,A,7,2268.826,2717.341,756.2731,-0.59,Extreme reading
As231,As,Lopac,A,8,2279.507,2717.341,756.2731,-0.58,Extreme reading
As231,As,Lopac,A,9,2001.925,2717.341,756.2731,-0.95,Extreme reading
As231,As,Lopac,A,10,2164.343,2717.341,756.2731,-0.73,Extreme reading
As231,As,Lopac,A,11,2367.841,2717.341,756.2731,-0.46,Extreme reading
As231,As,Lopac,A,12,2452.011,2717.341,756.2731,-0.35,Extreme reading
As231,As,Lopac,B,1,2236.893,2717.341,756.2731,-0.64,Extreme reading
As231,As,Lopac,B,2,2262.662,2717.341,756.2731,-0.6,Extreme reading
As231,As,Lopac,B,3,2277.309,2717.341,756.2731,-0.58,Extreme reading
As231,As,Lopac,B,4,2286.728,2717.341,756.2731,-0.57,Extreme reading
As231,As,Lopac,B,5,2353.607,2717.341,756.2731,-0.48,Extreme reading
As231,As,Lopac,B,6,2274.998,2717.341,756.2731,-0.58,Extreme reading
As231,As,Lopac,B,7,1877.015,2717.341,756.2731,-1.11,Extreme reading
As231,As,Lopac,B,8,2399.05,2717.341,756.2731,-0.42,Extreme reading
As231,As,Lopac,B,9,2424.523,2717.341,756.2731,-0.39,Extreme reading
As231,As,Lopac,B,10,2294.554,2717.341,756.2731,-0.56,Extreme reading
As231,As,Lopac,B,11,2202.697,2717.341,756.2731,-0.68,Extreme reading
As231,As,Lopac,B,12,2380.884,2717.341,756.2731,-0.44,Extreme reading
As231,As,Lopac,C,1,2130.182,2717.341,756.2731,-0.78,Extreme reading
As231,As,Lopac,C,2,2180.929,2717.341,756.2731,-0.71,Extreme reading
As231,As,Lopac,C,3,2199.14,2717.341,756.2731,-0.69,Extreme reading
As231,As,Lopac,C,4,2202.533,2717.341,756.2731,-0.68,Extreme reading
As231,As,Lopac,C,5,2316.691,2717.341,756.2731,-0.53,Extreme reading
As231,As,Lopac,C,6,2417.682,2717.341,756.2731,-0.4,Extreme reading
As231,As,Lopac,C,7,2422.644,2717.341,756.2731,-0.39,Extreme reading
As231,As,Lopac,C,8,2449.124,2717.341,756.2731,-0.35,Extreme reading
As231,As,Lopac,C,9,2431.74,2717.341,756.2731,-0.38,Extreme reading
As231,As,Lopac,C,10,2194.232,2717.341,756.2731,-0.69,Extreme reading
As231,As,Lopac,C,11,2428.66,2717.341,756.2731,-0.38,Extreme reading
As231,As,Lopac,C,12,2360.102,2717.341,756.2731,-0.47,Extreme reading
As231,As,Lopac,D,1,2088.563,2717.341,756.2731,-0.83,Extreme reading
As231,As,Lopac,D,2,2248.38,2717.341,756.2731,-0.62,Extreme reading
As231,As,Lopac,D,3,2093.236,2717.341,756.2731,-0.83,Extreme reading
As231,As,Lopac,D,4,2272.792,2717.341,756.2731,-0.59,Extreme reading
As231,As,Lopac,D,5,2324.594,2717.341,756.2731,-0.52,Extreme reading
As231,As,Lopac,D,6,2512.198,2717.341,756.2731,-0.27,Extreme reading
As231,As,Lopac,D,7,2602.535,2717.341,756.2731,-0.15,Extreme reading
As231,As,Lopac,D,8,2409.867,2717.341,756.2731,-0.41,Extreme reading
As231,As,Lopac,D,9,2473.414,2717.341,756.2731,-0.32,Extreme reading
As231,As,Lopac,D,10,2449.239,2717.341,756.2731,-0.35,Extreme reading
As231,As,Lopac,D,11,2530.288,2717.341,756.2731,-0.25,Extreme reading
As231,As,Lopac,D,12,2330.342,2717.341,756.2731,-0.51,Extreme reading
As231,As,Lopac,E,1,2221.02,2717.341,756.2731,-0.66,Extreme reading
As231,As,Lopac,E,2,2155.393,2717.341,756.2731,-0.74,Extreme reading
As231,As,Lopac,E,3,2251.713,2717.341,756.2731,-0.62,Extreme reading
As231,As,Lopac,E,4,2456.832,2717.341,756.2731,-0.34,Extreme reading
As231,As,Lopac,E,5,2495.166,2717.341,756.2731,-0.29,Extreme reading
As231,As,Lopac,E,6,2506.248,2717.341,756.2731,-0.28,Extreme reading
As231,As,Lopac,E,7,2542.757,2717.341,756.2731,-0.23,Extreme reading
As231,As,Lopac,E,8,2513.354,2717.341,756.2731,-0.27,Extreme reading
As231,As,Lopac,E,9,2364.429,2717.341,756.2731,-0.47,Extreme reading
As231,As,Lopac,E,10,2411.427,2717.341,756.2731,-0.4,Extreme reading
As231,As,Lopac,E,11,2235.967,2717.341,756.2731,-0.64,Extreme reading
As231,As,Lopac,E,12,2404.864,2717.341,756.2731,-0.41,Extreme reading
As231,As,Lopac,F,1,2174.111,2717.341,756.2731,-0.72,Extreme reading
As231,As,Lopac,F,2,842.0,2717.341,756.2731,-2.48,Extreme reading
As231,As,Lopac,F,3,2231.538,2717.341,756.2731,-0.64,Extreme reading
As231,As,Lopac,F,4,2394.054,2717.341,756.2731,-0.43,Extreme reading
As231,As,Lopac,F,5,1951.445,2717.341,756.2731,-1.01,Extreme reading
As231,As,Lopac,F,6,2391.1,2717.341,756.2731,-0.43,Extreme reading
As231,As,Lopac,F,7,2292.882,2717.341,756.2731,-0.56,Extreme reading
As231,As,Lopac,F,8,2267.521,2717.341,756.2731,-0.59,Extreme reading
As231,As,Lopac,F,9,2420.773,2717.341,756.2731,-0.39,Extreme reading
As231,As,Lopac,F,10,2340.672,2717.341,756.2731,-0.5,Extreme reading
As231,As,Lopac,F,11,2390.696,2717.341,756.2731,-0.43,Extreme reading
As231,As,Lopac,F,12,2466.666,2717.341,756.2731,-0.33,Extreme reading
As231,As,Lopac,G,1,2127.945,2717.341,756.2731,-0.78,Extreme reading
As231,As,Lopac,G,2,2227.014,2717.341,756.2731,-0.65,Extreme reading
As231,As,Lopac,G,3,2253.242,2717.341,756.2731,-0.61,Extreme reading
As231,As,Lopac,G,4,2206.708,2717.341,756.2731,-0.68,Extreme reading
As231,As,Lopac,G,5,2240.017,2717.341,756.2731,-0.63,Extreme reading
As231,As,Lopac,G,6,2373.752,2717.341,756.2731,-0.45,Extreme reading
As231,As,Lopac,G,7,2304.003,2717.341,756.2731,-0.55,Extreme reading
As231,As,Lopac,G,8,2245.308,2717.341,756.2731,-0.62,Extreme reading
As231,As,Lopac,G,9,1976.146,2717.341,756.2731,-0.98,Extreme reading
As231,As,Lopac,G,10,2425.202,2717.341,756.2731,-0.39,Extreme reading
As231,As,Lopac,G,11,1373.997,2717.341,756.2731,-1.78,Extreme reading
As231,As,Lopac,G,12,2346.974,2717.341,756.2731,-0.49,Extreme reading
As231,As,Lopac,H,1,2035.136,2717.341,756.2731,-0.9,Extreme reading
As231,As,Lopac,H,2,2093.036,2717.341,756.2731,-0.83,Extreme reading
As231,As,Lopac,H,3,2037.609,2717.341,756.2731,-0.9,Extreme reading
As231,As,Lopac,H,4,2268.744,2717.341,756.2731,-0.59,Extreme reading
As231,As,Lopac,H,5,2177.745,2717.341,756.2731,-0.71,Extreme reading
As231,As,Lopac,H,6,2116.089,2717.341,756.2731,-0.8,Extreme reading
As231,As,Lopac,H,7,1895.725,2717.341,756.2731,-1.09,Extreme reading
As231,As,Lopac,H,8,2186.572,2717.341,756.2731,-0.7,Extreme reading
As231,As,Lopac,H,9,1934.376,2717.341,756.2731,-1.04,Extreme reading
As231,As,Lopac,H,10,2470.582,2717.341,756.2731,-0.33,Extreme reading
As231,As,Lopac,H,11,2345.836,2717.341,756.2731,-0.49,Extreme reading
As231,As,Lopac,H,12,2243.109,2717.341,756.2731,-0.63,Extreme reading
As231,As,Lopac,A,1,1871.74,2717.341,756.2731,-1.12,Extreme reading
As231,As,Lopac,A,2,1925.387,2717.341,756.2731,-1.05,Extreme reading
As231,As,Lopac,A,3,2147.346,2717.341,756.2731,-0.75,Extreme reading
As231,As,Lopac,A,4,1992.732,2717.341,756.2731,-0.96,Extreme reading
As231,As,Lopac,A,5,1970.847,2717.341,756.2731,-0.99,Extreme reading
As231,As,Lopac,A,6,2147.799,2717.341,756.2731,-0.75,Extreme reading
As231,As,Lopac,A,7,2196.188,2717.341,756.2731,-0.69,Extreme reading
As231,As,Lopac,A,8,2140.561,2717.341,756.2731,-0.76,Extreme reading
As231,As,Lopac,A,9,2305.514,2717.341,756.2731,-0.54,Extreme reading
As231,As,Lopac,A,10,2019.625,2717.341,756.2731,-0.92,Extreme reading
As231,As,Lopac,A,11,2283.419,2717.341,756.2731,-0.57,Extreme reading
As231,As,Lopac,A,12,2172.52,2717.341,756.2731,-0.72,Extreme reading
As231,As,Lopac,B,1,2142.12,2717.341,756.2731,-0.76,Extreme reading
As231,As,Lopac,B,2,1763.888,2717.341,756.2731,-1.26,Extreme reading
As231,As,Lopac,B,3,2083.948,2717.341,756.2731,-0.84,Extreme reading
As231,As,Lopac,B,4,2076.396,2717.341,756.2731,-0.85,Extreme reading
As231,As,Lopac,B,5,2345.78,2717.341,756.2731,-0.49,Extreme reading
As231,As,Lopac,B,6,2225.41,2717.341,756.2731,-0.65,Extreme reading
As231,As,Lopac,B,7,2332.185,2717.341,756.2731,-0.51,Extreme reading
As231,As,Lopac,B,8,2312.042,2717.341,756.2731,-0.54,Extreme reading
As231,As,Lopac,B,9,2449.725,2717.341,756.2731,-0.35,Extreme reading
As231,As,Lopac,B,10,2183.69,2717.341,756.2731,-0.71,Extreme reading
As231,As,Lopac,B,11,2212.253,2717.341,756.2731,-0.67,Extreme reading
As231,As,Lopac,B,12,2184.685,2717.341,756.2731,-0.7,Extreme reading
As231,As,Lopac,C,1,2147.657,2717.341,756.2731,-0.75,Extreme reading
As231,As,Lopac,C,2,1632.803,2717.341,756.2731,-1.43,Extreme reading
As231,As,Lopac,C,3,2289.073,2717.341,756.2731,-0.57,Extreme reading
As231,As,Lopac,C,4,2275.875,2717.341,756.2731,-0.58,Extreme reading
As231,As,Lopac,C,5,2228.791,2717.341,756.2731,-0.65,Extreme reading
As231,As,Lopac,C,6,2297.251,2717.341,756.2731,-0.56,Extreme reading
As231,As,Lopac,C,7,2424.793,2717.341,756.2731,-0.39,Extreme reading
As231,As,Lopac,C,8,2602.393,2717.341,756.2731,-0.15,Extreme reading
As231,As,Lopac,C,9,2394.47,2717.341,756.2731,-0.43,Extreme reading
As231,As,Lopac,C,10,2274.61,2717.341,756.2731,-0.59,Extreme reading
As231,As,Lopac,C,11,2328.741,2717.341,756.2731,-0.51,Extreme reading
As231,As,Lopac,C,12,2131.032,2717.341,756.2731,-0.78,Extreme reading
As231,As,Lopac,D,1,2041.84,2717.341,756.2731,-0.89,Extreme reading
As231,As,Lopac,D,2,2184.345,2717.341,756.2731,-0.7,Extreme reading
As231,As,Lopac,D,3,2229.298,2717.341,756.2731,-0.65,Extreme reading
As231,As,Lopac,D,4,1926.331,2717.341,756.2731,-1.05,Extreme reading
As231,As,Lopac,D,5,2486.701,2717.341,756.2731,-0.3,Extreme reading
As231,As,Lopac,D,6,2252.98,2717.341,756.2731,-0.61,Extreme reading
As231,As,Lopac,D,7,2471.54,2717.341,756.2731,-0.33,Extreme reading
As231,As,Lopac,D,8,2443.222,2717.341,756.2731,-0.36,Extreme reading
As231,As,Lopac,D,9,2353.065,2717.341,756.2731,-0.48,Extreme reading
As231,As,Lopac,D,10,2047.291,2717.341,756.2731,-0.89,Extreme reading
As231,As,Lopac,D,11,2456.998,2717.341,756.2731,-0.34,Extreme reading
As231,As,Lopac,D,12,2296.366,2717.341,756.2731,-0.56,Extreme reading
As231,As,Lopac,E,1,2163.969,2717.341,756.2731,-0.73,Extreme reading
As231,As,Lopac,E,2,2187.641,2717.341,756.2731,-0.7,Extreme reading
As231,As,Lopac,E,3,2332.534,2717.341,756.2731,-0.51,Extreme reading
As231,As,Lopac,E,4,2529.922,2717.341,756.2731,-0.25,Extreme reading
As231,As,Lopac,E,5,2438.108,2717.341,756.2731,-0.37,Extreme reading
As231,As,Lopac,E,6,2055.689,2717.341,756.2731,-0.87,Extreme reading
As231,As,Lopac,E,7,2812.769,2717.341,756.2731,0.13,Extreme reading
As231,As,Lopac,E,8,1024.641,2717.341,756.2731,-2.24,Extreme reading
As231,As,Lopac,E,9,2504.564,2717.341,756.2731,-0.28,Extreme reading
As231,As,Lopac,E,10,2319.69,2717.341,756.2731,-0.53,Extreme reading
As231,As,Lopac,E,11,2469.837,2717.341,756.2731,-0.33,Extreme reading
As231,As,Lopac,E,12,2357.572,2717.341,756.2731,-0.48,Extreme reading
As231,As,Lopac,F,1,1994.485,2717.341,756.2731,-0.96,Extreme reading
As231,As,Lopac,F,2,2165.148,2717.341,756.2731,-0.73,Extreme reading
As231,As,Lopac,F,3,2121.686,2717.341,756.2731,-0.79,Extreme reading
As231,As,Lopac,F,4,2311.791,2717.341,756.2731,-0.54,Extreme reading
As231,As,Lopac,F,5,2311.867,2717.341,756.2731,-0.54,Extreme reading
As231,As,Lopac,F,6,2452.886,2717.341,756.2731,-0.35,Extreme reading
As231,As,Lopac,F,7,2425.885,2717.341,756.2731,-0.39,Extreme reading
As231,As,Lopac,F,8,2549.991,2717.341,756.2731,-0.22,Extreme reading
As231,As,Lopac,F,9,2377.191,2717.341,756.2731,-0.45,Extreme reading
As231,As,Lopac,F,10,2435.227,2717.341,756.2731,-0.37,Extreme reading
As231,As,Lopac,F,11,1944.412,2717.341,756.2731,-1.02,Extreme reading
As231,As,Lopac,F,12,2265.897,2717.341,756.2731,-0.6,Extreme reading
As231,As,Lopac,G,1,2036.89,2717.341,756.2731,-0.9,Extreme reading
As231,As,Lopac,G,2,1985.794,2717.341,756.2731,-0.97,Extreme reading
As231,As,Lopac,G,3,2020.506,2717.341,756.2731,-0.92,Extreme reading
As231,As,Lopac,G,4,2230.984,2717.341,756.2731,-0.64,Extreme reading
As231,As,Lopac,G,5,2302.073,2717.341,756.2731,-0.55,Extreme reading
As231,As,Lopac,G,6,2337.036,2717.341,756.2731,-0.5,Extreme reading
As231,As,Lopac,G,7,2349.499,2717.341,756.2731,-0.49,Extreme reading
As231,As,Lopac,G,8,2552.51,2717.341,756.2731,-0.22,Extreme reading
As231,As,Lopac,G,9,2299.353,2717.341,756.2731,-0.55,Extreme reading
As231,As,Lopac,G,10,2368.663,2717.341,756.2731,-0.46,Extreme reading
As231,As,Lopac,G,11,1702.965,2717.341,756.2731,-1.34,Extreme reading
As231,As,Lopac,G,12,2244.18,2717.341,756.2731,-0.63,Extreme reading
As231,As,Lopac,H,1,1931.33,2717.341,756.2731,-1.04,Extreme reading
As231,As,Lopac,H,2,1973.827,2717.341,756.2731,-0.98,Extreme reading
As231,As,Lopac,H,3,2079.874,2717.341,756.2731,-0.84,Extreme reading
As231,As,Lopac,H,4,2167.918,2717.341,756.2731,-0.73,Extreme reading
As231,As,Lopac,H,5,2178.062,2717.341,756.2731,-0.71,Extreme reading
As231,As,Lopac,H,6,1996.866,2717.341,756.2731,-0.95,Extreme reading
As231,As,Lopac,H,7,2249.659,2717.341,756.2731,-0.62,Extreme reading
As231,As,Lopac,H,8,2325.19,2717.341,756.2731,-0.52,Extreme reading
As231,As,Lopac,H,9,2233.0,2717.341,756.2731,-0.64,Extreme reading
As231,As,Lopac,H,10,2290.994,2717.341,756.2731,-0.56,Extreme reading
As231,As,Lopac,H,11,2002.918,2717.341,756.2731,-0.94,Extreme reading
As231,As,Lopac,H,12,2030.986,2717.341,756.2731,-0.91,Extreme reading
As231,As,Lopac,A,1,1871.74,2717.341,756.2731,-1.12,Extreme reading
As231,As,Lopac,A,2,1925.387,2717.341,756.2731,-1.05,Extreme reading
As231,As,Lopac,A,3,2147.346,2717.341,756.2731,-0.75,Extreme reading
As231,As,Lopac,A,4,1992.732,2717.341,756.2731,-0.96,Extreme reading
As231,As,Lopac,A,5,1970.847,2717.341,756.2731,-0.99,Extreme reading
As231,As,Lopac,A,6,2147.799,2717.341,756.2731,-0.75,Extreme reading
As231,As,Lopac,A,7,2196.188,2717.341,756.2731,-0.69,Extreme reading
As231,As,Lopac,A,8,2140.561,2717.341,756.2731,-0.76,Extreme reading
As231,As,Lopac,A,9,2305.514,2717.341,756.2731,-0.54,Extreme reading
As231,As,Lopac,A,10,2019.625,2717.341,756.2731,-0.92,Extreme reading
As231,As,Lopac,A,11,2283.419,2717.341,756.2731,-0.57,Extreme reading
As231,As,Lopac,A,12,2172.52,2717.341,756.2731,-0.72,Extreme reading
As231,As,Lopac,B,1,2142.12,2717.341,756.2731,-0.76,Extreme reading
As231,As,Lopac,B,2,1763.888,2717.341,756.2731,-1.26,Extreme reading
As231,As,Lopac,B,3,2083.948,2717.341,756.2731,-0.84,Extreme reading
As231,As,Lopac,B,4,2076.396,2717.341,756.2731,-0.85,Extreme reading
As231,As,Lopac,B,5,2345.78,2717.341,756.2731,-0.49,Extreme reading
As231,As,Lopac,B,6,2225.41,2717.341,756.2731,-0.65,Extreme reading
As231,As,Lopac,B,7,2332.185,2717.341,756.2731,-0.51,Extreme reading
As231,As,Lopac,B,8,2312.042,2717.341,756.2731,-0.54,Extreme reading
As231,As,Lopac,B,9,2449.725,2717.341,756.2731,-0.35,Extreme reading
As231,As,Lopac,B,10,2183.69,2717.341,756.2731,-0.71,Extreme reading
As231,As,Lopac,B,11,2212.253,2717.341,756.2731,-0.67,Extreme reading
As231,As,Lopac,B,12,2184.685,2717.341,756.2731,-0.7,Extreme reading
As231,As,Lopac,C,1,2147.657,2717.341,756.2731,-0.75,Extreme reading
As231,As,Lopac,C,2,1632.803,2717.341,756.2731,-1.43,Extreme reading
As231,As,Lopac,C,3,2289.073,2717.341,756.2731,-0.57,Extreme reading
As231,As,Lopac,C,4,2275.875,2717.341,756.2731,-0.58,Extreme reading
As231,As,Lopac,C,5,2228.791,2717.341,756.2731,-0.65,Extreme reading
As231,As,Lopac,C,6,2297.251,2717.341,756.2731,-0.56,Extreme reading
As231,As,Lopac,C,7,2424.793,2717.341,756.2731,-0.39,Extreme reading
As231,As,Lopac,C,8,2602.393,2717.341,756.2731,-0.15,Extreme reading
As231,As,Lopac,C,9,2394.47,2717.341,756.2731,-0.43,Extreme reading
As231,As,Lopac,C,10,2274.61,2717.341,756.2731,-0.59,Extreme reading
As231,As,Lopac,C,11,2328.741,2717.341,756.2731,-0.51,Extreme reading
As231,As,Lopac,C,12,2131.032,2717.341,756.2731,-0.78,Extreme reading
As231,As,Lopac,D,1,2041.84,2717.341,756.2731,-0.89,Extreme reading
As231,As,Lopac,D,2,2184.345,2717.341,756.2731,-0.7,Extreme reading
As231,As,Lopac,D,3,2229.298,2717.341,756.2731,-0.65,Extreme reading
As231,As,Lopac,D,4,1926.331,2717.341,756.2731,-1.05,Extreme reading
As231,As,Lopac,D,5,2486.701,2717.341,756.2731,-0.3,Extreme reading
As231,As,Lopac,D,6,2252.98,2717.341,756.2731,-0.61,Extreme reading
As231,As,Lopac,D,7,2471.54,2717.341,756.2731,-0.33,Extreme reading
As231,As,Lopac,D,8,2443.222,2717.341,756.2731,-0.36,Extreme reading
As231,As,Lopac,D,9,2353.065,2717.341,756.2731,-0.48,Extreme reading
As231,As,Lopac,D,10,2047.291,2717.341,756.2731,-0.89,Extreme reading
As231,As,Lopac,D,11,2456.998,2717.341,756.2731,-0.34,Extreme reading
As231,As,Lopac,D,12,2296.366,2717.341,756.2731,-0.56,Extreme reading
As231,As,Lopac,E,1,2163.969,2717.341,756.2731,-0.73,Extreme reading
As231,As,Lopac,E,2,2187.641,2717.341,756.2731,-0.7,Extreme reading
As231,As,Lopac,E,3,2332.534,2717.341,756.2731,-0.51,Extreme reading
As231,As,Lopac,E,4,2529.922,2717.341,756.2731,-0.25,Extreme reading
As231,As,Lopac,E,5,2438.108,2717.341,756.2731,-0.37,Extreme reading
As231,As,Lopac,E,6,2055.689,2717.341,756.2731,-0.87,Extreme reading
As231,As,Lopac,E,7,2812.769,2717.341,756.2731,0.13,Extreme reading
As231,As,Lopac,E,8,1024.641,2717.341,756.2731,-2.24,Extreme reading
As231,As,Lopac,E,9,2504.564,2717.341,756.2731,-0.28,Extreme reading
As231,As,Lopac,E,10,2319.69,2717.341,756.2731,-0.53,Extreme reading
As231,As,Lopac,E,11,2469.837,2717.341,756.2731,-0.33,Extreme reading
As231,As,Lopac,E,12,2357.572,2717.341,756.2731,-0.48,Extreme reading
As231,As,Lopac,F,1,1994.485,2717.341,756.2731,-0.96,Extreme reading
As231,As,Lopac,F,2,2165.148,2717.341,756.2731,-0.73,Extreme reading
As231,As,Lopac,F,3,2121.686,2717.341,756.2731,-0.79,Extreme reading
As231,As,Lopac,F,4,2311.791,2717.341,756.2731,-0.54,Extreme reading
As231,As,Lopac,F,5,2311.867,2717.341,756.2731,-0.54,Extreme reading
As231,As,Lopac,F,6,2452.886,2717.341,756.2731,-0.35,Extreme reading
As231,As,Lopac,F,7,2425.885,2717.341,756.2731,-0.39,Extreme reading
As231,As,Lopac,F,8,2549.991,2717.341,756.2731,-0.22,Extreme reading
As231,As,Lopac,F,9,2377.191,2717.341,756.2731,-0.45,Extreme reading
As231,As,Lopac,F,10,2435.227,2717.341,756.2731,-0.37,Extreme reading
As231,As,Lopac,F,11,1944.412,2717.341,756.2731,-1.02,Extreme reading
As231,As,Lopac,F,12,2265.897,2717.341,756.2731,-0.6,Extreme reading
As231,As,Lopac,G,1,2036.89,2717.341,756.2731,-0.9,Extreme reading
As231,As,Lopac,G,2,1985.794,2717.341,756.2731,-0.97,Extreme reading
As231,As,Lopac,G,3,2020.506,2717.341,756.2731,-0.92,Extreme reading
As231,As,Lopac,G,4,2230.984,2717.341,756.2731,-0.64,Extreme reading
As231,As,Lopac,G,5,2302.073,2717.341,756.2731,-0.55,Extreme reading
As231,As,Lopac,G,6,2337.036,2717.341,756.2731,-0.5,Extreme reading
As231,As,Lopac,G,7,2349.499,2717.341,756.2731,-0.49,Extreme reading
As231,As,Lopac,G,8,2552.51,2717.341,756.2731,-0.22,Extreme reading
As231,As,Lopac,G,9,2299.353,2717.341,756.2731,-0.55,Extreme reading
As231,As,Lopac,G,10,2368.663,2717.341,756.2731,-0.46,Extreme reading
As231,As,Lopac,G,11,1702.965,2717.341,756.2731,-1.34,Extreme reading
As231,As,Lopac,G,12,2244.18,2717.341,756.2731,-0.63,Extreme reading
As231,As,Lopac,H,1,1931.33,2717.341,756.2731,-1.04,Extreme reading
As231,As,Lopac,H,2,1973.827,2717.341,756.2731,-0.98,Extreme reading
As231,As,Lopac,H,3,2079.874,2717.341,756.2731,-0.84,Extreme reading
As231,As,Lopac,H,4,2167.918,2717.341,756.2731,-0.73,Extreme reading
As231,As,Lopac,H,5,2178.062,2717.341,756.2731,-0.71,Extreme reading
As231,As,Lopac,H,6,1996.866,2717.341,756.2731,-0.95,Extreme reading
As231,As,Lopac,H,7,2249.659,2717.341,756.2731,-0.62,Extreme reading
As231,As,Lopac,H,8,2325.19,2717.341,756.2731,-0.52,Extreme reading
As231,As,Lopac,H,9,2233.0,2717.341,756.2731,-0.64,Extreme reading
As231,As,Lopac,H,10,2290.994,2717.341,756.2731,-0.56,Extreme reading
As231,As,Lopac,H,11,2002.918,2717.341,756.2731,-0.94,Extreme reading
As231,As,Lopac,H,12,2030.986,2717.341,756.2731,-0.91,Extreme reading
As231,As,Lopac,A,1,1993.732,2717.341,756.2731,-0.96,Extreme reading
As231,As,Lopac,A,2,1997.437,2717.341,756.2731,-0.95,Extreme reading
As231,As,Lopac,A,3,2198.654,2717.341,756.2731,-0.69,Extreme reading
As231,As,Lopac,A,4,2174.975,2717.341,756.2731,-0.72,Extreme reading
As231,As,Lopac,A,5,2362.266,2717.341,756.2731,-0.47,Extreme reading
As231,As,Lopac,A,6,2253.295,2717.341,756.2731,-0.61,Extreme reading
As231,As,Lopac,A,7,2192.25,2717.341,756.2731,-0.69,Extreme reading
As231,As,Lopac,A,8,2313.983,2717.341,756.2731,-0.53,Extreme reading
As231,As,Lopac,A,9,2250.517,2717.341,756.2731,-0.62,Extreme reading
As231,As,Lopac,A,10,2256.751,2717.341,756.2731,-0.61,Extreme reading
As231,As,Lopac,A,11,2305.045,2717.341,756.2731,-0.55,Extreme reading
As231,As,Lopac,A,12,2044.61,2717.341,756.2731,-0.89,Extreme reading
As231,As,Lopac,B,1,1923.729,2717.341,756.2731,-1.05,Extreme reading
As231,As,Lopac,B,2,2296.931,2717.341,756.2731,-0.56,Extreme reading
As231,As,Lopac,B,3,2265.895,2717.341,756.2731,-0.6,Extreme reading
As231,As,Lopac,B,4,2175.138,2717.341,756.2731,-0.72,Extreme reading
As231,As,Lopac,B,5,2482.451,2717.341,756.2731,-0.31,Extreme reading
As231,As,Lopac,B,6,2380.303,2717.341,756.2731,-0.45,Extreme reading
As231,As,Lopac,B,7,2449.703,2717.341,756.2731,-0.35,Extreme reading
As231,As,Lopac,B,8,2415.085,2717.341,756.2731,-0.4,Extreme reading
As231,As,Lopac,B,9,2399.043,2717.341,756.2731,-0.42,Extreme reading
As231,As,Lopac,B,10,2375.951,2717.341,756.2731,-0.45,Extreme reading
As231,As,Lopac,B,11,2138.955,2717.341,756.2731,-0.76,Extreme reading
As231,As,Lopac,B,12,2443.933,2717.341,756.2731,-0.36,Extreme reading
As231,As,Lopac,C,1,2145.979,2717.341,756.2731,-0.76,Extreme reading
As231,As,Lopac,C,2,2307.414,2717.341,756.2731,-0.54,Extreme reading
As231,As,Lopac,C,3,2061.371,2717.341,756.2731,-0.87,Extreme reading
As231,As,Lopac,C,4,2356.153,2717.341,756.2731,-0.48,Extreme reading
As231,As,Lopac,C,5,2433.165,2717.341,756.2731,-0.38,Extreme reading
As231,As,Lopac,C,6,2421.752,2717.341,756.2731,-0.39,Extreme reading
As231,As,Lopac,C,7,2582.283,2717.341,756.2731,-0.18,Extreme reading
As231,As,Lopac,C,8,2470.211,2717.341,756.2731,-0.33,Extreme reading
As231,As,Lopac,C,9,2553.843,2717.341,756.2731,-0.22,Extreme reading
As231,As,Lopac,C,10,2481.253,2717.341,756.2731,-0.31,Extreme reading
As231,As,Lopac,C,11,2445.846,2717.341,756.2731,-0.36,Extreme reading
As231,As,Lopac,C,12,2369.899,2717.341,756.2731,-0.46,Extreme reading
As231,As,Lopac,D,1,2133.643,2717.341,756.2731,-0.77,Extreme reading
As231,As,Lopac,D,2,2280.698,2717.341,756.2731,-0.58,Extreme reading
As231,As,Lopac,D,3,2339.057,2717.341,756.2731,-0.5,Extreme reading
As231,As,Lopac,D,4,2494.1,2717.341,756.2731,-0.3,Extreme reading
As231,As,Lopac,D,5,2369.355,2717.341,756.2731,-0.46,Extreme reading
As231,As,Lopac,D,6,2543.293,2717.341,756.2731,-0.23,Extreme reading
As231,As,Lopac,D,7,2533.902,2717.341,756.2731,-0.24,Extreme reading
As231,As,Lopac,D,8,2508.427,2717.341,756.2731,-0.28,Extreme reading
As231,As,Lopac,D,9,2517.113,2717.341,756.2731,-0.26,Extreme reading
As231,As,Lopac,D,10,2613.922,2717.341,756.2731,-0.14,Extreme reading
As231,As,Lopac,D,11,2232.503,2717.341,756.2731,-0.64,Extreme reading
As231,As,Lopac,D,12,2455.301,2717.341,756.2731,-0.35,Extreme reading
As231,As,Lopac,E,1,2152.008,2717.341,756.2731,-0.75,Extreme reading
As231,As,Lopac,E,2,2116.166,2717.341,756.2731,-0.79,Extreme reading
As231,As,Lopac,E,3,2307.524,2717.341,756.2731,-0.54,Extreme reading
As231,As,Lopac,E,4,2441.079,2717.341,756.2731,-0.37,Extreme reading
