"","aat2-18","abp1-18","AneuploidWT-17","apc9-18","arc18-21","ard1-24","ard1-44","arf1-20","arl3-19","Arp1","arx1-19","asf1-24","atp4-18","Bck1","bck1-18","BCK1_ED","BCK1_FINOD","BCK2","BEM2","bem2-24","bik1-20","bim1-21","bmi1-18","BNI4","BRE1","BRE1-2nd-24h","ccr4-24","cdc73-26","cdc73-30","chs3-19","CHS5","chs7-19","CIN2","CIN8","cin8-19","CKA2","cla4-24","clb2-18","cln2-19","CLN2_ED","CLN2_FINOD","CNB1","CNB1-Ura3","cot1-18","ctf18-24","dbp3-24","dcc1-20","dcg1-19","DEP1","dia2-22","Disome1-18","Disome10-18","Disome10-2-20","Disome11-18","Disome12-2-24","Disome12-22","Disome13-19","Disome13-2-20","Disome14-21","Disome15-24","Disome16-2-26","Disome16-20","Disome2-18","Disome4-2-24","Disome4-22","Disome5-18","Disome8-18","Disome9-19","Disome9-2-20","dnm1-18","doa4-24","doc1-24","drs2-18","DUN1","elf1-18","elg1-19","faa2-18","fet3-18","FKS1","fks1-21","FUR4","GAS1-20hrs","GAS1-24hrs","gbp2-19","gcn3-18","gcn5-26","gcn5-72","GIM3","gim4-18","GPR1","gsy2-18","gyp1-18","hhf1-18","HOC1","HOG1_ED","HOG1_FINOD","hpr5-18","hsp104-18","hsp82-18","htz1-72","hxk2-19","hxt1-18","idh2-18","iki3-21","ire1-18","IRE1_ED","kap123-24","kar3-23","kem1-23","kgd1-18","KRE1","kre1-20","lat1-24","LCB3","LGE1","mad1-18","mck1-22","mcm21-18","MDH1-18","med2-24","met16-18","MKK1_ED","MKK1_FINOD","mms22-24","mrc1-18","mrt4-24","mrt4-44","msn5-18","mso1-19","MT1448","MT1448-18","MT1448-2","MT1448-FEN","MT14482-18","MT1448ssph-46","MT1448ssph2-24","MT1448ssph2-44","MT1448ssph3-44","MT2481","MT2481-18","MT2481-FEN","MT24812-18","n3B1noG418_F","n3B1noG418_S","n3B1wG418_F","n3B1wG418_S","nat1-18","NBP2","ndi1-18","NPR1_S12_9","nth1-18","NUM1","nup100-24","PAC10","paf1-18","PDE1","pdrn01-19","pdr_yCG196_EDCT","pdr_yCG196_FINOD","pep5-21","pep5-42","pex11-19","pfk2-23","pmr1-22","POL32","pom152-19","pop2-23","PPH21","PPZ1","pre9-21","qcr8-20","rad23-18","rad50-21","rad52-18","rad52-22","rbl2-18","ref2-24","ref2-40","ref2-42","rgp1-23","rgp1-24","RIC1-24h","RIC1-2nd-29h","RNR3","rom2-21","ROT2","rpa49-24","RPL9B","rpn1-18","rpn10-20","rrp6-18","rsa3-18","rsc2-24","rvs167-20","sac3-24","sac3-46","sam2-18","Sap30","sdh2-18","sec22-18","sec66-22","ser1-20","set2-20","SHM2","skt5-18","SLT2","SLT2_ED","SLT2_FINOD","SMI1","snc1-18","snf2-18","SPO22-26hrs","spt3-26","srl3-18","ssb2-18","sse1-24","sse1-42","sto1-24","sur2-18","swc5-19","SWE1","swe1-18","swi4-20","swr1-20","TEP1","tfp1-42","tif3-23","TOP1","TOP1-28h","TOR1_S12_9","tpk1-18","trk1-28","tub3-19","ubp6-18","ubp8-18","vam3-18","vba3-18","vid30-18","vph1-26","vps1-19","vps35-18","VPS5","whi5-18","wt1-18","wt2-18","wtAldrin-18","WTcer_EDCT","WTcer_FINOD","wtn01-18","wtOdoratone-18","wtSPE00100146-18","wtStrobane-18","WT_het_dip_FO12_5","WT_mata_FO12_5","YGL118C-18","YKL085W-18","YPT6","ypt6-24","YPT6-2nd-26h"
"SPE00100003","-1.17866","-0.465488","-0.940342","-0.931182","-1.68409","-0.163148","-2.05542","-0.715296","-1.89155","-0.431666","-1.46965","-0.831865","1.90618","0.0226082","-1.07553","-0.454409","-0.669279","-0.601668","-0.264266","0.374805","-1.00461","-0.530921","-1.17735","0.67742","-0.553792","-0.505829","0.801055","-0.171447","-0.64479","0.109646","-0.685586","0.612301","-0.801323","-0.290556","-0.849328","-1.58822","-1.06224","-1.14807","-0.950826","-0.124036","-1.17702","-0.557659","-0.423717","-0.969741","-1.72788","-1.15228","1.41055","-1.27543","-0.544519","-1.11968","0.638481","-1.6118","-0.656901","0.429441","-0.156658","-0.954426","0.115876","0.0902647","0.276277","-0.348101","-0.156898","-0.986683","0.6979","-0.317386","1.37979","1.15942","0.625015","-1.12184","-0.672344","-1.28734","-1.33074","-0.0297907","-1.2813","-0.494238","2.0716","-1.22044","-0.223482","-0.267289","-0.722063","-0.303516","0.60691","1.5613","0.355834","0.0349223","-0.902582","-0.279157","-1.88329","-0.582963","-0.81018","-0.644966","0.883105","-0.395371","0.221669","-0.588263","-0.155046","-1.51221","-1.33153","-0.88619","-1.36417","0.177505","-4.02179","-1.26652","-1.22666","0.164687","-1.36557","-0.615593","-0.765272","-0.678537","-1.30789","-1.29269","-0.279595","-0.349388","-0.0696081","-0.932088","-0.54536","0.486847","-0.767546","-0.488085","0.189826","-0.147741","-0.852348","-0.120824","-1.29942","0.0384482","-0.135395","-0.364658","-1.13826","0.0623058","-0.578446","-0.665202","-1.34706","-0.639355","-0.719669","-1.34706","-0.423937","-0.112219","-0.16502","-0.0843645","-1.45144","-1.20338","-7.00321","-1.14938","-3.06073","-0.471748","-1.28656","-0.0683501","-0.445939","-0.420379","0.975947","0.387062","-0.428843","-0.44835","-0.720663","-0.270561","-0.0520781","-0.172963","-1.49891","1.12172","-0.230987","-1.50405","0.371963","-1.23766","-0.00233924","-0.541051","-0.807286","-0.506431","-0.779658","-0.109386","-1.1084","0.883422","-0.0110407","-0.570201","-1.115","-1.46658","-1.59052","-0.50012","-0.702906","-1.0932","-0.425466","-0.626403","-1.06397","-1.00961","-1.03354","-0.779562","-1.26125","-2.03711","-2.14419","-0.223356","-1.43473","-1.60897","-2.34307","-0.936245","-0.579233","-1.2595","-1.02065","-0.407464","-1.05646","-0.982164","-1.41301","-1.44448","-1.71461","-1.49332","-0.333513","-0.770752","-0.613414","-0.438334","-0.658658","-1.28482","-0.0286142","-0.25827","1.83035","-0.069582","-0.48971","-0.201234","0.259059","1.0281","-1.78019","-0.272417","-0.201744","-1.12582","-0.331263","-0.543212","-1.26863","-1.39139","-1.40876","-1.84697","-0.786778","0.83455","-0.187676","-0.730359","1.22019","-1.20236","-0.713191","-1.16762","-0.30877","1.91001","-0.748469","-0.0772071","-2.34354","-0.302003","0.401804","-0.349759","2.45996","-0.00434722","-1.34706","-0.315874","-0.213623","-0.859068","-1.8024","-1.13765","0.961978","1.29621","-1.96737","-1.06464","1.64896","0.189826","-0.6628","-0.486609","-1.71453"
"SPE00100005","-3.07194","-2.48071","-4.916","-2.26034","-3.31117","-3.79502","-2.04618","-8.64129","-4.94567","-5.60432","-4.54859","-0.839167","-1.03054","-4.90066","-1.70101","-2.83155","-3.12501","-4.42631","-5.36296","-5.11392","-4.07206","-2.40788","-2.72764","-2.01665","-4.45248","-2.09251","-0.721172","-16.3807","-19.2645","-2.44672","-5.16081","-4.48522","-1.91047","-1.9259","-2.10422","-2.79673","-2.08984","-2.37639","-1.68067","-2.09654","-2.74415","-1.97487","-2.63698","-1.96505","-3.40054","-1.30176","-1.44348","-2.25574","-3.56573","-1.61388","-2.071","-0.39766","-2.5952","-5.56104","-10.0565","-5.74491","-8.03865","-6.20924","-0.599714","-0.986748","-4.85564","-4.99054","-0.0168233","-5.92779","-3.09374","-3.38715","-4.10628","-3.97258","-1.64033","-0.838652","-2.30564","-2.12145","-4.66861","-2.53182","-1.28489","-8.50302","-1.87978","-2.6435","-4.18024","-3.47629","1.1869","-3.92887","-5.12826","-5.24344","-1.7129","-4.46381","-5.79801","-2.32779","-3.40221","-2.45938","-2.44671","-2.82091","-5.78799","-2.3269","-2.34367","-3.39725","-2.67829","-2.28574","-2.41134","-1.31586","-5.9661","-2.26084","-2.97037","-2.13381","-2.5714","-2.02097","-1.88743","-2.01429","-3.09806","-2.0181","-2.05728","-1.85317","-12.9447","-2.33558","-3.35442","-9.21534","-18.187","-7.66401","-0.508907","-1.84795","-2.79509","-2.33739","-3.20648","-6.01","-2.04156","-1.99653","-3.63141","-1.52003","-2.01509","-4.21205","-3.38095","-3.21161","-2.4132","-3.38095","-0.307868","-0.116151","-0.183844","-0.127418","-29.2505","-41.1304","-26.4119","-37.5347","-4.76606","-12.9133","-51.3867","-0.603411","-2.74755","-8.45034","-1.80845","-1.46638","-1.63923","-1.37239","-2.60622","-4.20348","-1.76835","-2.40735","-40.6569","-28.3252","-64.3784","-4.03699","-0.15717","-10.6659","-3.64884","-1.99038","-0.833042","-1.2026","-5.50909","-2.81885","-2.71753","-1.73576","-5.23505","-2.04307","0.797863","-6.17319","-2.85352","-2.05598","1.03053","1.67167","-1.96245","-9.42252","-8.74704","-5.94993","-4.31831","-7.00027","-11.8942","-3.44062","-1.65141","-0.429864","-1.79445","-2.87054","-2.92967","-5.85547","0.827892","-2.71621","-6.50904","-1.32432","-5.29643","-1.28682","-1.33675","-5.82094","-2.66309","-8.10413","-2.27755","-2.37492","-2.35003","-1.30391","-3.11571","-2.3421","-4.48728","-1.80645","-2.01505","-2.32201","-11.0911","-1.6541","-1.43897","-0.698189","-2.7106","-1.51163","-2.3311","-2.65676","-1.27378","-2.51794","-2.67061","-1.53889","-2.30215","-2.88712","-11.4116","-1.99868","-2.41876","-2.08399","-3.50737","-5.50965","-2.22199","-1.81576","-3.20095","-1.75932","-2.31761","-1.72652","-4.02947","-7.43795","-0.747237","-1.68213","-0.788286","-1.26347","-3.38095","-3.05254","-2.74481","-3.01887","-5.49979","-3.31023","-1.68127","-1.15245","-4.55581","-2.22385","-3.93991","-0.508907","-5.28568","-9.25343","-10.0357"
"SPE00100006","0.133653","-0.430336","0.527434","0.179988","-0.435473","0.13864","-0.803329","-0.700259","-0.0462406","0.106709","0.115552","-0.473008","0.538875","0.396059","0.142503","-1.17828","-0.09309","-0.427456","0.735267","0.247137","0.280085","-0.971888","-0.0512707","1.1026","-0.261628","-0.614365","0.352734","1.81051","0.241317","0.072439","0.0151523","0.0384228","0.235775","0.14754","-0.254277","-1.36485","-0.230088","-0.191547","0.0219355","-0.462154","-0.297219","-0.0547324","-0.105147","0.278083","-0.101517","-1.05163","0.87491","0.0971926","0.16673","-1.05103","0.0784414","0.0614996","-0.6216","0.256663","0.185457","0.959511","0.391076","1.26906","0.818889","-1.11966","1.4554","0.168286","1.53824","0.418941","1.36605","1.12515","-0.654954","-1.66671","0.870197","0.62876","0.125843","-0.873934","-0.196702","0.0794301","0.611855","0.106317","0.617945","0.403685","-0.14237","-0.203437","1.53767","-0.730421","-0.377974","-0.498366","-0.219212","0.738819","-0.121373","0.637193","-0.237334","-0.688316","0.642692","-0.72197","0.382459","0.753394","0.352126","-0.923391","-0.151269","-0.778689","-0.551732","1.05991","-1.11652","-0.0975575","0.115264","-0.286803","-0.158383","-0.46097","-0.301774","-1.447","-0.137981","0.0160933","0.374115","-0.743014","-0.129146","-0.347324","-0.763228","0.557031","0.213543","-0.255442","5.34643","-0.812352","-0.35113","-0.549543","1.66079","-0.361834","0.0312358","-0.652331","-1.57281","-0.380609","-0.303537","-0.166056","-1.73605","-0.387735","-0.135751","-1.73605","-0.560158","-0.0944359","-0.109006","-0.090864","0.0462466","-0.194372","0.495172","-2.10191","-0.796819","-0.980315","-1.74515","-0.382546","-1.29959","-0.649412","-0.222371","-0.0760438","-0.0387098","0.0276357","-0.942246","0.120663","-0.249457","-0.0988261","0.447113","0.429191","0.544764","-2.3704","-0.47951","0.596384","-0.244873","-0.242555","-0.801627","-0.15346","1.08863","0.60644","-0.24348","2.26469","-0.709943","-0.166113","-0.506398","-0.763882","-1.21098","-0.320762","-1.17669","-0.16151","-0.723938","-1.23286","-1.21176","-1.69238","-0.295738","-1.08629","-0.438908","-2.14278","-0.381736","0.706289","0.994709","-0.211334","-1.96257","-0.348282","-0.082662","-0.32906","-0.636137","0.086018","1.36697","-0.277166","-0.682701","-0.486974","-0.237077","-0.40467","0.75526","-0.488927","0.272331","0.370402","-1.45557","-0.592291","0.0595509","-0.158931","-0.494185","-0.413426","1.35501","-0.228217","-0.346202","1.64499","-0.322775","0.219411","1.09721","-0.00853169","0.423475","0.414852","-0.696505","-0.354604","-0.689562","-1.85552","0.288633","-1.0936","-0.885571","-0.86649","0.62815","-0.778428","0.547803","-0.731753","0.795998","0.205094","-0.110349","-0.628475","-2.33783","0.173172","0.186979","0.137177","0.836775","-0.0349957","-1.73605","-1.7442","-0.784348","0.439726","0.122719","-0.831346","-1.49636","-0.308997","1.84285","1.04162","-0.30088","5.34643","-2.05981","-2.12007","-0.788345"
"SPE00100008","-0.00186757","-1.01345","-0.913956","-1.15163","-0.603797","-0.43656","-1.01724","-0.719988","1.46868","-0.673623","-0.716113","-1.51505","-0.574081","0.139065","-0.873321","-0.608742","-1.19141","-0.948835","-0.28458","-0.657585","-1.17006","-0.762641","-1.16802","0.602202","-0.83324","-1.10797","-1.42289","0.0694318","-0.749393","-0.454546","-0.847282","-0.51086","-1.13022","-1.18216","-0.853314","-1.29198","-1.6597","-0.576939","-0.690655","-0.779675","-0.0330169","-0.969202","-0.803001","-0.925365","-1.80921","-1.56808","-0.530952","-0.831478","-0.885032","-0.792906","-1.57016","-0.311221","-2.5841","0.329419","-0.506822","0.0699546","-0.602098","-1.14244","-1.84603","-3.71575","-1.6342","-0.304357","-1.65056","0.196852","-0.490266","-1.59322","-1.75273","-1.21941","-2.23273","-0.820323","-0.919769","0.0987022","-1.35923","-0.502177","-0.348139","-0.239699","-0.0959295","-1.27946","0.378519","-0.449611","-0.135576","0.159798","0.0808575","-0.517016","-0.746603","0.632407","-0.362097","-0.690188","-0.515864","-1.16282","-0.917183","-1.00311","-0.633065","-0.523153","0.138221","-1.53973","-0.929431","-1.02075","-0.88334","-0.308199","-0.864733","-1.60444","-1.47111","-0.841617","-1.69884","-0.568674","-1.44808","-0.579529","-0.752072","-1.04622","-1.02078","-0.212776","-1.01048","-1.67704","-1.01014","-1.39582","-0.961625","-0.966883","-0.789911","-0.981721","-0.887319","-0.466654","-0.705065","-0.577648","-1.21157","-1.53802","-1.28029","-0.811076","-1.18919","-1.15039","-0.598605","-1.11231","-1.08963","-0.598605","-0.553135","-0.106237","-0.241117","-0.143515","-0.832821","-1.608","-0.0535486","-0.391961","-0.727845","-0.0379699","-1.3566","-0.325937","-0.558513","-0.928219","-0.373872","0.506234","-1.27536","-0.858176","-1.43069","-0.296408","-0.211991","-1.02601","-0.714821","0.372091","-0.0365339","-1.74537","-0.412116","-1.81031","-0.751587","-1.09444","-1.53572","-0.35459","-0.510265","0.150512","-1.09991","1.64039","-0.473283","-0.765801","-0.777164","-2.29346","-1.9255","-0.797978","-0.81461","-1.2991","-1.36236","-1.37811","-1.50937","-1.16071","0.109459","-1.43346","-0.815468","-2.64708","-1.14099","0.237723","-1.0983","-0.935273","-1.42423","-0.334366","-0.614431","-0.678807","-0.779501","-1.89957","-0.235966","-0.583122","-1.21099","-0.0688238","-0.169632","-1.62976","-0.498979","-1.43136","-0.766292","-1.01235","-0.232448","-0.946658","-0.271515","-1.22865","0.251266","-0.525883","0.365981","-0.932794","-0.59366","-0.176108","-0.75528","-0.964255","2.53877","-0.0974769","-0.22091","-0.131925","-0.99667","-1.16109","-1.45086","-1.9231","-0.688169","-0.581264","-0.722511","-0.405123","-0.58899","-1.09988","-0.361856","-1.43968","0.162532","-0.306569","-0.519129","-0.470471","-1.3683","-0.834715","-0.495678","-0.678623","-0.270499","-0.893045","-0.598605","-1.69164","-1.22962","-0.884919","-1.34869","-1.87469","-1.06774","-2.06928","-1.47535","-0.199325","-1.11785","-0.789911","-0.863838","-0.523394","-1.41373"
"SPE00100009","-11.0613","-1.94767","-10.726","-1.80984","-1.85126","-4.09391","-0.517703","-12.4592","-7.96623","-19.5545","-7.76249","-1.30707","-2.27405","-12.4585","-11.3421","-12.9556","-2.76523","-9.83338","-23.2968","-5.45414","-5.30045","-3.31947","-1.96951","-9.13653","-11.2825","-12.0419","-0.213689","-17.2053","-20.5243","-4.26005","-17.4784","-6.4536","-3.89089","-7.93447","-2.31154","-5.53111","-3.438","-4.91125","-0.539925","-5.88987","-1.26536","-12.3294","-21.9647","-0.81856","-2.90939","-3.43213","-4.52463","-5.10619","-15.2879","-1.6398","-7.75534","-2.40305","-2.24687","-8.4682","-13.3247","-12.4437","-13.0916","-9.80397","-4.25246","-2.15787","-6.36441","-11.6168","-4.2656","-8.28515","-8.17616","-7.5215","-14.9376","-14.9982","-1.77539","-2.8121","-0.400931","-2.95014","-4.63315","-8.04302","-5.24762","-9.11475","-5.42581","-5.215","-8.09456","-5.23533","-0.189312","-4.98799","-5.98059","-7.58814","-1.72371","-4.55859","-4.58952","-7.02266","-6.91324","-10.1822","-5.62417","-10.5377","-14.2746","-3.51956","-6.15812","-4.36644","-1.89242","-3.19446","-7.7468","-1.56147","-5.76185","-1.31825","-5.47806","-1.31897","-1.52982","-4.90547","-0.868908","-1.87303","-5.24911","-4.23983","-7.77921","-0.813747","-27.4078","-1.87687","-9.61247","-13.3898","-21.0522","-11.6873","-6.5164","-1.9019","-7.58961","-8.39645","-1.84742","-11.8391","-5.16436","-3.8656","-2.21348","-1.50762","-1.8983","-13.56","-2.68996","-13.3126","-9.22237","-2.68996","-0.452497","-0.124418","-0.167563","-0.104444","-30.2656","-43.2597","-27.334","-39.0232","-9.87522","-30.1861","-51.2795","-0.577554","-2.55727","-19.2484","-5.37837","-3.41015","-1.70568","-1.6687","-3.97727","-13.1622","-5.33755","-8.42309","-40.2989","-26.725","-55.9372","-3.795","-0.157642","-11.4532","-10.4608","-2.14118","-6.10497","-1.66493","-6.40118","-14.0654","-5.73464","-5.54486","-10.4209","-1.78317","-1.1969","-7.98272","-3.08132","-4.62438","-6.21592","1.36721","-1.19241","-10.3804","-9.93403","-7.35893","-6.91485","-18.4851","-12.9665","-3.61712","-2.18831","-3.67871","-4.21374","-2.49609","-5.80868","-10.3502","0.902285","-0.983679","-13.3023","0.0859353","-8.48041","-3.60504","-0.520958","-7.37498","-3.12478","-16.1816","-0.886003","-8.08741","-5.75255","-14.9615","-12.793","-3.44467","-11.7259","-2.28041","-4.75978","-1.61015","-12.9467","-1.74113","-3.12598","-2.42743","-1.56362","-4.40194","-6.6081","-4.4695","-5.75223","-3.86236","-3.37679","-1.43704","-5.99554","-1.86644","-15.7282","-2.90004","-3.03186","-6.08977","-7.82072","-6.90208","-4.67075","-2.02387","-5.58117","-6.05313","-2.13488","-2.44312","-1.83952","-8.85601","-1.16975","-6.03765","-4.53336","-1.51182","-2.68996","-2.24628","-6.49827","-1.83106","-9.46966","-5.12294","-2.59498","-4.29768","-1.09206","-2.95801","-11.2123","-6.5164","-6.29664","-10.5103","-14.5887"
"SPE00100012","0.865586","-0.0431126","0.172424","-0.898543","-0.180903","0.368534","0.201631","-1.00921","0.931306","-0.630305","-1.48059","-0.147528","0.106199","0.263384","0.0190967","-1.56443","-1.36106","-1.15124","0.363224","0.141562","-1.36132","0.0387595","-0.774572","0.288064","-0.765386","-1.13925","-0.50139","-1.67617","-0.996543","0.612558","-0.642803","0.21551","-1.10783","-1.43654","-0.276344","-1.75276","-0.218646","-0.876153","-1.0301","-1.28193","-0.542461","-0.819295","-0.336258","-0.754857","-0.726144","-0.413541","0.217583","-0.462468","-0.605815","0.595019","-1.02411","1.48878","-2.16421","1.05538","-0.0430378","-0.454502","-1.04698","-1.59927","-0.843191","-3.29935","-1.32431","-0.0846429","-1.78708","-0.0740221","-0.295929","-1.10632","-0.620103","-1.4772","-0.781596","0.235137","0.388956","0.502798","-0.153795","-0.757468","0.0363699","-0.852334","-0.561047","-0.183531","0.371395","0.729546","0.000135338","-0.444278","-0.313693","0.221227","-0.184426","-0.592939","-0.920185","-0.440909","0.101391","-1.25117","1.18194","1.39423","0.193103","-0.636998","-0.207361","-1.26598","-0.0593207","0.230369","0.163439","-0.356965","0.00680532","-1.17573","-1.26064","0.0150893","-0.527075","-1.75151","-1.26865","-0.721934","0.330022","-0.889308","-0.712497","0.322953","0.198781","-1.09038","-1.43525","-0.696229","-0.465504","-1.38661","-1.53072","-0.0530533","-0.494105","-1.31517","-1.78342","0.370378","-0.0762383","-1.71327","-1.21094","-0.17392","-0.378142","-1.21562","0.514266","-1.16545","-0.846602","0.514266","-0.555247","-0.0708907","-0.189284","-0.0803256","-1.73108","-0.953765","-2.38952","-0.286125","-1.65369","-1.10188","-1.53613","-0.288118","0.294914","-1.25577","-0.00779123","0.253281","-0.798284","-0.314659","-1.84922","-0.740739","0.117225","-1.38308","-1.98271","-7.23084","-4.84782","-0.443866","0.00216403","-0.133081","-0.0308508","0.51106","-1.7626","0.456601","-0.358187","-0.148936","-1.00343","1.65773","0.498832","-0.25885","0.117391","-1.23154","-1.3649","0.536962","-0.397087","-1.39717","-0.373825","-0.409355","-0.187519","-0.317232","-1.35057","-1.8001","-0.450464","-2.87232","-2.84908","0.262776","-0.739918","-1.20232","-0.518783","0.157192","-0.92872","-0.188558","0.31735","-1.14311","0.0390718","-0.340467","-0.453514","-1.64827","-0.10071","-3.26636","-0.117739","-1.51418","0.129808","-0.641278","-0.939609","-1.10587","-1.0422","-0.265347","0.251746","-0.880332","0.598572","-0.648321","0.0785728","0.796111","-0.43968","-0.574076","0.200539","0.576379","0.0586039","1.3284","0.120515","-0.2024","-1.28906","-1.93657","-0.931758","-1.04036","-1.07697","-0.572817","0.143757","-0.277283","-0.629296","-0.653434","-0.122945","-0.102534","-0.0987914","0.27692","-0.541427","-1.46874","-0.382011","-0.461855","0.32504","0.640442","0.514266","-0.872694","-1.10408","-1.14332","-1.59165","-1.29742","-0.457445","-1.21685","-0.846581","-1.00614","-0.270428","-1.53072","-0.371756","-0.231071","-1.00314"
"SPE00100013","0.590336","0.548129","0.968865","-0.893139","-0.0232312","0.370641","-0.132684","-1.44061","0.985572","-0.338363","-1.29191","0.105429","-0.10871","0.622479","0.273559","-0.039917","0.0565755","-0.488528","0.831137","0.586639","-0.720387","0.211062","-0.538357","0.173891","-0.856523","-1.31923","0.754764","-0.529417","-0.581336","0.628601","-0.389153","-0.00946162","-0.326028","-1.27547","0.245786","-1.22189","-0.32636","-0.848446","-0.644154","-1.30314","-0.535919","0.0979399","-0.113026","-0.586556","-0.5386","-0.884218","-0.154131","-0.457103","-0.281019","-0.091708","-0.635326","-0.154388","-1.69698","0.0948542","-0.0955365","0.764398","0.26488","0.00547529","-0.256057","-3.51023","-0.883741","0.197779","0.302096","-0.383106","-0.68791","-0.210983","0.0917832","0.0560026","-0.379651","-0.0398419","0.53611","0.0499433","0.245355","-0.514501","0.241619","-0.675645","0.478784","0.352011","-0.186238","0.638868","0.789248","-0.356729","-0.0887956","-0.046436","0.594586","-0.577654","-0.323728","-0.137923","0.223377","-0.467002","0.0183018","0.78093","-0.117833","0.319276","0.564345","-0.128481","0.612176","0.348277","0.48766","-0.527196","0.822639","-1.10086","-1.04033","-0.0500137","-0.518593","-0.719488","-1.21583","-0.64138","0.399664","-0.982536","-0.871149","0.675061","0.158927","-1.20576","-0.996852","-0.179009","-0.203594","-0.784991","-1.47933","0.035021","-0.653986","-0.458607","0.35685","0.600651","0.50316","-1.50709","-1.85164","-0.212076","-0.0688751","-0.49176","-0.0415192","-0.476217","-0.60086","-0.0415192","-0.279183","-0.079904","-0.131403","-0.0899833","-0.349784","0.896077","-0.332786","0.36071","-0.801236","-0.0199204","-0.891754","-0.327457","0.0411896","-0.576875","0.237067","-0.333297","0.511692","-0.264225","-1.64083","0.0569806","-0.0833386","-0.879384","-0.0151322","0.824961","0.128125","-0.661398","-0.00747253","-0.542587","0.169419","-0.0700076","-1.50604","1.41406","-0.623502","0.372999","-1.24254","1.05282","-0.0455445","-0.159014","0.635707","-0.379748","-1.09202","0.192542","-0.445039","-0.103608","0.184336","0.0759094","-0.22532","0.478944","-0.909325","-1.301","-0.521033","-2.46776","0.117744","0.587532","0.540962","-0.511302","0.997889","0.450132","0.964275","0.273377","0.473843","0.145342","0.594223","-0.0477456","-0.0581675","-0.800478","0.403631","-1.03528","-0.161615","-1.21567","0.0566393","-0.663309","-1.32176","-1.06805","-0.467655","0.0299134","0.196178","0.539631","0.776861","0.301547","-0.29578","0.494445","0.00208665","0.00459556","0.279724","-0.102248","-0.0330179","-0.223497","0.801021","0.227898","-1.39552","-1.26204","-0.827089","-0.101431","-0.233665","-0.864294","0.250482","0.455207","-0.816254","0.403586","-0.363352","0.0415067","0.202038","0.209215","-0.600617","-0.657997","0.107588","-0.131768","0.490056","0.0723428","-0.0415192","0.553265","-0.779837","0.343086","-1.31045","-0.631292","-0.327152","-0.633773","1.31662","0.532621","-0.229327","-1.47933","0.250896","0.133852","-0.676748"
"SPE00100014","0.541136","-0.867043","-0.203798","-1.46051","-1.2058","-0.0521245","-1.8886","-1.13538","-0.96079","-0.600147","-2.27314","-0.170977","0.792643","0.560298","-1.38464","-0.733245","0.0525966","-0.211566","0.856948","0.629707","-1.26785","-1.15235","-0.829675","0.759016","-1.10423","-1.27473","2.00783","-0.589409","-0.666216","0.0222395","-0.404262","-0.748335","-0.866423","-0.914863","-0.861889","-1.21607","-0.338415","-0.124417","-0.869781","-0.164194","0.347796","-0.219173","0.254036","-0.593277","-1.31453","-1.16861","1.44017","-0.630435","-0.480233","-0.943915","1.37084","0.665709","-1.54055","0.170442","-0.307835","-0.165106","1.44175","1.04328","2.85321","-0.0136392","0.619055","-1.30158","-0.405654","-0.23873","2.14172","1.08921","0.818933","-0.0516975","-0.168202","-1.16028","-0.741367","-0.933593","-0.661749","-0.290824","1.81037","-2.2878","-0.204532","-0.0453896","0.0345704","0.350044","0.268962","0.093061","1.09677","-0.189173","2.39545","-1.00565","-0.996756","0.172392","-1.08148","-1.01561","-0.379675","1.01216","0.0977762","0.203171","0.484202","-0.0895061","-0.490183","-0.348596","-0.909298","-0.120758","-4.59176","-1.31292","-1.48164","-1.37331","-0.750099","-0.0362626","-1.32025","-0.798039","-1.53016","-0.673994","-0.721187","-0.556686","-0.751538","-1.25861","-1.02945","-0.167257","-0.42602","-0.874956","-0.775499","0.378098","-0.630002","-0.517444","-0.600054","-0.691382","0.453048","-1.50513","-1.55442","-0.505344","-0.463037","-1.07712","-1.2972","-0.608955","-1.015","-1.2972","-0.363163","-0.111525","-0.16324","-0.0714111","-0.398889","-0.641936","-0.387358","-1.25885","-1.34274","-1.89072","-2.67441","-0.460516","-1.43997","-1.26141","0.418421","-0.405329","-0.570302","0.278336","-2.12176","0.165747","-0.243969","-1.05441","0.0622273","-0.309142","-0.890994","-1.60689","-1.08691","-0.116693","1.7059","0.0247129","-1.62086","-0.696248","-0.0477624","0.109561","-1.56011","1.49977","-1.85349","-0.575645","-0.710621","-2.00838","-1.40085","0.282263","-1.87457","-1.62115","-0.911697","-0.333963","-0.414279","-0.363347","1.18872","-1.95577","-0.600144","-2.49596","-1.31598","0.901336","-0.700354","-1.04764","-2.39124","-1.32415","1.09617","-0.551773","-1.80687","-1.23912","-0.215242","0.320224","-0.600224","-1.59489","-1.51115","-1.58686","-0.320264","-0.986401","-0.411161","-0.389516","-0.493072","0.525775","-0.830356","-0.288497","1.07573","-1.31828","-0.0832181","0.0718914","-0.0790428","0.615767","-1.90388","0.226024","-0.406648","-1.05193","0.208487","-0.706811","-1.11563","-0.297135","-1.23112","-1.84144","-0.672886","-0.404546","-0.420538","-0.632954","0.712924","-1.23229","-0.493718","-1.51655","-0.921694","0.563702","-1.63701","-0.688401","-2.85884","-0.874913","-0.262935","0.0285514","1.57759","-0.549082","-1.2972","-0.647968","-1.15577","-0.182232","-1.08831","-0.0594063","0.209156","0.27806","-0.872906","-0.715493","0.867267","-0.775499","-0.558024","-0.426993","-0.546945"
