"","Alg12-18h","Alg12-20h","Alg12-22h","ARP6-18","ARP6-20","But18","But24","CHRA18","CHRA24","cin2-18","Cin2_16hrs","Cin2_18hrs","Cin2_20hrs","Cin2_22hrs","CIN8-18","CIN8-20","CLA4-18","CLA4-20","CLA4-22","CNB1","CTF4-16","CTF4-18","CTF4-20","CTF4-22","DEP1-18","DUN1-18","ESC1-18","Gas1","GAS1-42h","Gim3-18","GIM5-18","GIM5-20","GIM5-22","HOC1-18","KRE1-18","Leo18h","Leo24h","LGE1-19","MRC1-18","MT1448","MT1448sspH-24","MT1448sspH-45","MT1448sspH-48","MT2481","MT2481-24hours","MT2481-Camptothecin","MT2481-Cantharidin","MT2481-cyclosporine","MT2481-Fenbendazole","NUM1-18","Pac10-18","Peu18","POL32-18","PPH21","Ric1-27h","Rot2-18","SAP30-18","shm2-21","SLT2-18","SLT2-20","SLT2-22","Smi1","Swe1-18","TEP1","TOP1","WT-CAMP","WT-Ciclosporin","WT-Fen","YHR087W-18","Ypt6-27h"
"SEW 02722","0.11904","-1.62965","0.220354","1.82691","1.00469","1.85323","0.349474","1.0985","0.428172","1.03776","9.01732","1.12175","-1.13087","-0.468404","0.197673","-0.739766","1.13127","0.687164","-0.217089","0.144329","0.450541","0.407148","-0.102515","-0.050281","-0.335506","-1.30991","-0.654465","2.30845","0.664356","0.87621","-0.539917","-0.32763","-0.536625","1.09445","-0.218514","1.83135","0.32955","0.467248","1.10426","-0.439859","-0.0374487","-0.0794988","0.362063","0.618959","-2.34584","0.795728","0.298538","-0.694742","5.06915","1.02955","-0.07583","0.501292","0.333779","-0.361605","0.044327","-1.00692","1.59934","-0.562215","-0.546253","-1.52598","-1.9339","0.891573","0.0882933","-0.526751","1.58771","-0.054571","2.06143","0.698327","-0.637462","-0.00731416"
"SEW 02826","-0.460171","-0.0955273","0.058818","-1.98529","-4.07977","-6.94803","-32.2922","-4.31486","-15.1975","-2.38787","-1.61447","-0.589244","1.15406","0.102622","1.94194","0.777373","-2.78278","-2.41117","-1.69593","-0.761239","-7.27964","-8.84229","-16.315","-17.7356","0.4471","1.90166","-0.164707","-3.58374","-0.791182","1.5956","3.61405","0.755071","-0.179823","0.520977","0.327596","-3.94594","-21.2147","0.510277","0.30262","-1.26025","-0.0384055","-0.0460239","-0.0855737","-0.754015","-1.89002","-0.299601","-0.291904","-0.717509","-2.44991","-1.15557","-0.382055","-6.57409","2.21884","-0.94918","-0.397481","0.980792","-3.52082","-0.36213","-0.684792","-2.52318","-0.418915","-1.52119","0.0303664","-0.797587","-3.64003","0.407166","-1.77308","-1.35316","1.96268","-0.609805"
"SEW 03075","-1.10597","-0.440823","-0.598315","-2.90524","-5.69359","-0.565622","-0.338377","-1.97953","-1.70219","-4.15375","-2.36148","-2.50304","0.215585","-0.375545","-0.292128","0.256887","-3.01147","-3.30598","-1.26012","-0.0898737","-1.31591","-2.03833","-1.55387","-0.651775","-3.84849","1.49182","-0.564418","-4.2437","-1.75797","-1.51687","-0.882055","-0.885714","-0.373214","-0.834737","0.121814","-0.335996","-1.40393","-3.82575","-1.92728","-0.137859","0.211521","0.167621","0.139067","0.424932","-0.40424","-9.85179","0.23878","0.892893","-7.15699","-1.08511","-1.12886","0.657635","-3.94731","-0.147553","-0.942565","-0.0970261","-3.83005","-0.648317","-3.48324","-9.12772","-2.91799","0.0313591","-2.62903","-0.019172","-0.311212","-0.941487","-1.55068","-2.41534","-1.14628","-0.0176877"
"SEW 03166","0.845717","0.408646","0.443629","-1.98684","-3.82674","-1.99908","-3.83123","-2.98151","-4.86289","-10.1826","2.46905","0.12341","0.791575","0.451237","0.827704","0.489516","0.447954","0.468313","1.15758","0.617947","-0.133283","-0.483388","0.310817","0.555482","0.533897","-1.98167","-0.286323","0.308843","1.09828","-2.83022","0.723792","1.03732","-0.103053","-0.376205","0.661551","-1.7271","-5.00265","-0.166328","-0.653224","0.567487","-0.00589344","-0.0126566","-0.111813","-0.173051","1.13201","1.26972","-0.193924","0.0671441","4.52217","-1.33985","-1.37452","-2.69993","0.0915079","0.119102","-0.00620108","0.859876","0.51937","-0.14382","1.05579","0.425082","0.255705","0.788054","-1.01948","0.173313","-2.10831","0.67744","-0.488816","2.46463","1.06652","-0.516627"
"SEW 03416","0.933205","0.851212","0.856782","0.378037","0.783428","0.309159","0.685984","-0.290426","0.291191","-2.16218","0.0126815","0.552557","0.435105","0.799208","0.520254","0.79565","0.493414","0.792079","0.728634","1.30907","0.461182","0.152521","0.654246","0.7645","0.317807","-1.47289","0.283394","1.05005","0.536135","-2.4101","0.139621","0.372183","0.264238","0.439221","1.32558","0.603242","0.437699","-1.32524","-1.49955","1.56255","0.0387668","0.0396792","-0.0475736","1.00006","1.89093","0.620343","1.38451","1.49057","3.72739","0.175235","0.2992","0.875452","-1.77382","1.16579","-1.09595","-0.389285","0.344087","0.89013","1.7725","1.24193","0.846628","-1.13445","-0.234902","1.18503","1.13576","0.302096","-0.205553","1.22196","1.17345","-0.180555"
"SEW 03638","1.19225","0.0356149","0.703706","1.7205","1.93468","0.956359","0.614071","0.598573","0.9392","-0.0869504","-2.67261","1.10612","0.224226","0.255379","1.16557","0.265272","1.62645","-0.218005","-0.0847623","0.71917","1.27676","0.943266","0.797494","1.09261","-1.82658","-2.45281","-3.08709","0.651627","0.68607","-3.60289","1.10541","0.796877","0.478127","-4.69288","-3.90449","1.70665","1.29347","-2.66686","-2.81506","0.472021","-0.0229565","-0.0180796","0.0323237","1.12661","0.710943","1.32019","0.557578","0.245775","3.56499","-1.20895","-4.03458","0.995362","-1.93748","0.353585","0.855654","-3.96176","-2.00846","-3.45814","2.08607","1.28076","0.229154","0.708512","-2.22741","0.357642","2.18494","1.17526","1.06282","2.11943","-6.14661","0.302052"
"SEW 03816","-2.96354","-3.24997","-1.09366","-0.00779823","0.819629","-4.20087","-11.9356","-4.14742","-13.6442","1.60553","-1.77345","-0.599865","-0.251197","-0.536364","-1.81473","-0.0822738","0.393608","1.54808","1.32225","0.0866474","-1.04536","-0.208987","0.154075","0.595458","0.180455","-0.00477636","1.07377","-0.795284","0.17855","-0.131339","-0.0817906","0.019786","0.521628","-1.29123","-0.599005","-3.98272","-20.332","-1.01687","0.498516","0.139793","-0.00311245","-0.0132095","0.0464231","-4.20192","0.836932","-1.37572","-1.91674","-1.09819","-8.3702","0.393376","-0.889719","-7.99013","0.627411","-0.201566","-0.068344","-0.28827","0.343034","0.440741","0.180425","0.458165","0.3868","1.34669","0.942494","0.856742","1.24508","-1.31005","-0.690195","-1.53451","-1.15988","-0.404462"
"SEW 03901","-9.27627","-12.8265","-7.66833","-7.31693","-18.3084","-1.24353","-5.39323","-0.961716","-3.44673","0.706714","-4.38402","-7.06016","-6.5525","-7.34765","-4.25102","-6.10706","-7.26843","-12.9437","-10.901","-9.05859","-1.24954","-1.39997","-1.83514","-2.46804","-4.66739","-5.27862","-13.4746","0.163484","-3.16209","-5.71427","-2.82164","-5.00084","-5.21871","-15.1335","-10.5354","0.0507762","-5.16055","-5.64976","-4.57734","-6.87888","-0.11776","-0.154428","-0.299162","-6.79086","-7.45612","-2.56074","-12.497","-8.99608","-0.253191","-4.13015","-15.9397","-1.70057","-4.41035","-7.14374","-5.87824","-12.0643","-3.83136","-10.7102","-2.00373","-5.66446","-7.57015","-7.40179","-7.87258","-7.2364","-3.90551","-8.11447","-8.46566","-6.25222","-11.3572","-7.46103"
"SEW 03999","0.299571","-1.43145","0.643411","1.60882","1.10948","1.66821","0.4245","1.17561","0.399645","1.77213","2.10222","0.66425","-1.06862","-1.25303","0.254625","-0.718511","-0.00388365","0.540283","-0.0611134","0.143048","-0.0528953","0.166626","0.19208","0.129052","-0.52709","-1.12864","-0.130848","2.19383","0.924985","1.18376","-0.93017","-0.69593","-0.221802","0.302684","0.0204048","2.40267","0.753244","0.26719","0.809304","-0.420169","-0.0608311","-0.0576033","-0.0893878","0.273389","-2.19665","0.82254","0.767302","-0.509122","3.07795","0.470399","-0.559676","0.385478","0.304952","0.549868","0.0650819","-1.4878","1.0099","-0.750011","0.729762","0.848017","-0.728444","0.870281","0.0932061","-0.768354","0.742865","0.00285323","1.57918","-0.0896634","-1.16866","-0.0411754"
"SEW 04112","-3.98666","-3.99689","-1.48396","-4.91788","-9.64852","0.362595","-0.119335","-0.199552","0.498723","-5.9949","-3.32344","-4.90438","-0.282434","-2.06109","-0.851216","-1.06514","-5.06946","-5.02841","-4.44102","-1.78576","-1.3805","-2.7997","-2.97389","-0.832829","-1.8956","1.56279","-0.742806","-5.54152","-2.79279","-1.12787","-1.29633","-1.19833","-0.92769","-3.49189","-0.376086","-0.685707","-4.20858","-3.43972","-3.62471","-2.31627","0.0333396","0.0617428","-0.106226","-2.73196","-1.85844","-22.4169","-2.63158","-1.45816","-10.7105","-0.920814","-2.86844","1.41581","-3.70392","-1.73537","-3.02145","-0.834698","-3.67792","-1.93677","-3.2255","-8.1597","-3.17633","-2.81662","-3.46848","-1.9776","-4.1135","-2.54972","-5.55038","-3.12984","-2.63972","-1.13724"
"SEW 04192","-1.7395","-1.95331","-2.03999","-7.1929","-14.1172","-2.17931","-3.987","-2.57519","-4.07644","-4.08516","-4.87691","-2.91667","-1.19728","-2.03365","-0.0676152","-1.63333","-3.67415","-3.63951","-2.1577","-1.27872","-3.45529","-3.892","-4.52981","-2.75662","0.174901","0.141805","-1.0259","-3.11187","-2.12799","0.0227761","-0.749317","-0.933185","-2.7499","-2.31529","-2.15408","-1.70525","-4.60372","-0.346459","-0.667525","-1.19087","-0.0253629","0.107241","0.0824394","-0.318222","-1.31455","-3.81102","-0.84311","0.231903","-0.27617","-1.6762","0.507936","-2.08814","-0.420563","-1.17324","-2.97531","-0.825074","-1.59629","-1.58408","-4.35782","-9.71371","-3.61674","-0.664417","-1.48103","-0.340475","-1.98133","-2.2671","-3.39281","-2.26913","0.4564","-2.08327"
"SEW 04256","1.56829","0.479616","-0.105883","-0.531924","-0.0907223","-0.27773","-0.270626","-0.912823","-0.158792","-15.4668","3.63601","0.979477","0.332072","0.593306","0.308094","0.607952","0.481658","0.386328","0.120399","0.495223","-0.108896","-0.426256","-0.0703813","-0.130781","0.973122","1.43246","1.07631","-1.3914","0.197329","-0.124786","1.11075","0.968255","-0.112337","0.561644","0.761434","-0.465557","-0.582691","0.529198","0.510523","0.315247","-0.00725281","0.0550964","0.170729","0.409189","1.32728","0.266667","0.310839","0.749864","1.29543","0.173166","0.824547","0.921047","0.512366","0.035928","-1.79528","0.992063","0.295736","0.729962","0.521658","0.393477","0.640633","0.0182337","0.646105","0.353438","-0.867785","0.392076","-0.538823","2.5509","1.49389","-1.44438"
"SEW 04342","1.47607","-0.354931","0.362676","-0.848844","-0.352435","0.155888","0.0319946","-0.419969","-0.355483","1.32434","-2.02604","0.899897","0.169283","0.296675","0.0939118","-0.104152","0.517766","-0.0812593","-0.126021","0.782214","-0.253211","-0.160356","-0.298174","0.165916","-0.312834","-0.199475","-0.315501","-0.118897","0.798784","-0.496711","0.410992","-0.119362","-0.369928","-1.99829","0.461859","0.125309","-0.0732674","0.000882355","-0.164707","-0.000849873","0.0942193","0.0122688","0.00194325","0.635181","1.83529","0.731119","1.18235","0.986045","1.75011","-0.0644995","-0.955437","0.31795","0.0413219","0.32271","0.421255","0.486413","-0.123223","-0.182385","0.31664","0.198606","-0.880984","0.502615","0.374562","0.464644","0.50787","0.579725","0.778672","1.28639","-0.87832","0.244495"
"SEW 04472","1.06788","-0.542129","0.315311","1.35156","1.89385","0.178929","0.176759","0.00826335","0.323516","-0.942315","4.11335","1.46142","0.698695","0.791987","0.945357","1.31968","1.47484","0.494206","0.330583","0.825323","0.999992","0.811955","0.555173","0.829588","0.748676","0.0136938","1.15948","0.8132","0.945353","-0.283213","1.13522","0.760995","0.466272","-0.461987","0.944289","0.41578","0.350047","0.631755","0.471189","0.592661","-0.0254448","-0.00938281","-0.179989","1.17918","1.56381","1.14397","0.336502","0.229445","1.94014","-0.248559","-0.307197","0.48461","0.289853","0.068938","0.785499","0.442913","0.654475","1.14156","1.77039","1.55513","0.678648","0.328576","1.17545","0.484265","1.86049","0.0515092","0.850246","2.40885","-0.150564","0.450137"
"SEW 04522","0.575903","-0.202457","0.269116","1.21178","1.744","1.0157","0.832785","0.498738","0.645103","1.75673","0.337241","1.07254","0.507061","-0.0364608","1.206","0.632156","1.21558","0.420939","0.80527","1.34874","0.730815","0.711656","0.286248","0.402609","-0.715177","-1.21197","0.650989","1.73917","2.00973","-0.569566","0.460864","0.426144","0.452751","2.99745","0.312849","0.872999","0.604608","-0.00417466","0.436243","1.01125","-0.00627187","0.0702688","0.135629","1.32002","0.657265","1.63523","1.46472","0.619862","2.18614","-0.186879","0.588752","0.400798","0.169408","1.00682","0.719436","0.145142","0.782131","1.05591","1.43492","0.806992","0.835669","0.949005","0.546607","0.986731","1.30428","-0.390479","1.50887","-0.559881","-0.211374","0.66031"
"SEW 04563","0.427512","-0.799727","0.547346","-0.687286","-1.66899","-0.723745","-1.49085","-0.978678","-1.58871","-5.14516","3.00969","-0.0768028","-0.476712","-0.260975","-1.53599","-0.406725","-0.598423","-0.51022","-0.195298","-0.988402","-0.498697","-0.29872","-0.218354","0.0681512","-5.88428","-0.981499","-0.274171","-0.12886","-1.33188","0.345994","-1.11607","-1.34995","-0.662529","0.81272","0.660784","-0.928245","-1.28055","-0.92878","0.159563","-0.80296","-0.0345788","-0.0525656","0.34134","-1.35343","-3.17414","-0.0255988","-1.17064","-1.87689","-1.85702","-1.8518","0.578567","-1.85328","-2.01664","-0.636239","-0.810598","-0.779465","0.673824","0.242695","0.426201","0.30679","-0.565336","-0.667251","0.404976","-1.63293","-0.403805","-1.31809","-0.508576","0.339378","-0.450315","-0.548765"
"SEW 04649","-3.44909","-4.89676","-2.87034","-1.58914","-4.9436","-0.193826","-2.40829","-0.281358","-2.04214","-0.150078","1.86388","-3.79565","-3.14394","-2.90746","-3.40357","-1.94465","-2.53354","-0.837935","-2.39506","-1.08061","-0.589296","-0.773285","-0.643442","-0.411901","-3.21083","-2.01295","-2.22765","2.20041","-2.30178","-3.29659","-3.06537","-4.47005","-3.54918","0.292716","-2.48791","0.257827","-4.57987","-1.56771","-2.24854","-1.51569","0.0702529","-0.00313817","0.10534","-1.40496","-3.86041","0.014789","-1.60318","-1.89859","-0.98613","-0.70507","-4.10555","-3.0575","-2.0876","-1.52727","-4.65798","-4.64874","-1.18656","-1.79241","-0.737048","-2.76438","-3.04341","-2.27294","-2.16048","-1.07654","-0.0481547","-4.31014","-2.28158","-5.02629","-2.70642","-3.65836"
"SEW 04697","-2.76462","-3.14069","-1.27342","-11.9653","-33.6522","-1.75254","-3.84554","-2.96966","-7.4399","-3.76665","-1.81611","-2.57194","1.10749","-1.76636","-2.61233","-1.5897","-5.98115","-7.61234","-6.31974","-1.55595","-2.49039","-3.72768","-3.85312","-1.9343","-1.76422","1.46055","-0.0990625","-5.13593","-4.36261","-1.25176","-2.34824","-2.16583","-1.84789","0.661583","3.80493","-2.33084","-12.2036","-0.869519","-1.33632","-3.52998","-0.0375056","-0.0389766","-0.174341","-7.67948","-2.69099","-7.04539","-5.05459","-4.33156","-4.58855","-0.869918","-0.0966683","-1.43767","-1.01249","-0.859543","0.91498","0.69325","-3.50916","-0.385885","-2.8598","-8.04615","-3.64805","-3.6682","-1.76037","-2.25775","-9.05319","-6.41472","-8.21809","-9.98873","3.53602","0.794979"
"SEW 04746","-2.52445","-1.516","-1.00242","-3.21668","-3.5192","3.73703","1.02958","3.268","1.45012","-2.83722","-4.72506","-1.60658","-0.906985","-1.14482","0.494465","-0.333431","-2.04134","-0.342042","0.458049","-1.89939","-1.2838","-1.76291","-1.05785","-1.20028","0.0579395","0.295597","-1.1552","-3.14391","-0.952895","0.200454","0.264978","0.813436","-0.962763","-3.23483","-0.945421","4.10218","2.02135","-0.54267","-1.79975","-1.84606","-0.0251572","-0.0741659","-0.16822","-1.71794","-0.898384","-6.76002","-1.73528","-0.860863","1.94038","-1.9961","-2.19558","2.43436","-0.769889","-0.416892","0.133169","-0.74922","-1.3701","-1.73894","-6.15145","-13.8923","-9.5706","0.086892","-1.94413","-0.207514","-2.94911","-0.473451","-2.5521","-2.98723","-1.83583","-1.23141"
"SEW 04829","2.7901","1.8059","1.04889","0.601821","0.962583","1.37686","0.882559","0.688104","1.06788","0.887081","0.431617","1.98183","1.21274","1.96888","0.592737","3.29497","1.15181","1.66027","1.51705","0.789187","1.88271","0.725106","1.07233","0.725338","1.35414","2.13134","2.23037","-0.519492","0.689696","1.13327","1.98176","1.91136","0.984403","0.749482","4.09755","1.57774","0.979484","0.878729","0.819996","0.800615","0.392075","0.409068","0.465684","1.69335","1.69342","1.03915","0.717449","2.07776","2.70882","0.0337053","0.578649","1.11747","0.505684","0.736988","0.362097","2.12135","-0.439648","1.856","1.57648","0.94364","1.32285","0.422608","1.72468","0.873206","0.329865","1.87285","0.0911251","2.09311","2.62253","0.539765"
"SEW 04885","1.07125","0.628759","-0.905793","1.16347","1.18221","0.393132","0.323529","-0.212575","0.0201639","0.80889","1.80155","1.41683","-0.677907","0.480058","0.359111","0.724514","1.26741","-0.613703","-0.0185233","0.705848","0.499027","0.587853","0.207307","-0.500511","0.614159","0.290262","0.0570179","0.770025","0.171916","-0.265721","0.787723","0.770345","-0.308155","-0.461071","-0.515305","0.592206","0.208912","0.369701","-0.362304","0.645115","0.0116435","0.0389944","0.0363546","1.16857","2.17431","1.028","0.97307","0.86407","2.48128","-0.401016","0.374474","0.586646","-0.440152","0.667033","0.360549","0.278096","0.0844302","0.136228","1.14514","0.584758","0.376931","0.769699","0.0661112","0.816923","0.810228","1.20388","0.246076","0.429194","0.702484","0.315544"
"SEW 04929","0.52022","0.74714","-0.92383","-0.215494","-0.554802","0.0689308","0.154926","-0.298796","0.276034","1.60649","2.41322","0.278325","-0.609104","0.658369","-1.1377","-0.0678315","0.38777","-0.263405","-0.515692","0.0675328","-0.592443","-0.0884898","-0.495609","-1.58468","-0.21199","-0.476085","0.219174","0.908074","0.680778","-0.709563","-0.470954","-0.407413","-0.886194","-0.522068","-1.1569","0.585673","0.319281","-0.414038","-0.0556328","0.130723","-0.019656","-0.0872268","-0.0424581","0.336668","1.74236","0.821991","0.54095","0.220959","1.8894","-0.528403","-0.75976","0.0760731","0.145437","0.00566973","-0.325734","0.060065","0.769636","0.264728","0.062518","-0.115014","-0.0756416","0.625433","-0.21122","-0.0477343","0.232867","0.463972","-0.43051","0.700901","0.0858664","-0.0764895"
"SEW 04954","-0.0944453","0.688688","0.560409","0.114241","0.319674","-2.3047","-2.51148","-3.29427","-6.05124","1.20022","-0.316556","0.275889","-0.300125","0.525778","0.156765","0.503533","0.295965","0.989018","0.598163","1.13321","-0.513954","-0.0779912","0.273594","0.462283","-0.0687754","-0.620661","0.614648","0.776206","0.765717","-0.166783","-0.761082","-0.383869","0.251213","-0.570646","0.278494","-2.51224","-5.69442","-0.505291","-0.0944284","0.972596","-0.00698404","0.217771","0.0939424","-1.30644","0.775637","0.456236","1.35107","0.664453","1.99442","-1.79653","-0.169897","-1.91222","0.483732","0.867024","0.22423","-0.155334","0.323871","0.647851","-0.00653304","0.243652","0.468489","1.63295","0.701108","0.852978","0.705794","-0.0898355","1.14753","-1.04343","-0.772588","0.470629"
"SEW 04990","-2.44354","-2.67897","-1.22204","-0.532964","0.00505434","-3.80132","-10.9739","-4.34299","-13.5354","0.0659209","-0.132146","-1.19854","-2.01443","-1.64621","-1.15834","-1.82927","-0.654773","0.683829","-0.871629","-0.792119","-0.549659","-0.69261","-0.504718","-0.314451","-1.41945","-1.2541","-0.577836","-2.27974","-1.78609","-0.349416","-1.4254","-1.67182","-1.74095","-0.904047","-0.409209","-3.65689","-14.8425","-1.23055","0.378957","-1.11028","-0.0457974","-0.0421587","-0.178341","-6.22626","-3.16981","-14.3043","-2.60703","-3.77887","-10.9158","-0.394795","-0.0281953","-6.98957","-0.300657","-1.32514","-1.53799","-1.46449","0.40592","-0.614098","-0.356243","-0.312983","-0.837778","-1.55978","-0.00183386","-1.23998","-0.736609","-2.89306","-0.880375","0.0194977","-1.83506","-1.65109"
