,ADK1_FO12_5,ARK1_BA,ARK1_F_BA,AVO1_FO12_5,BCK1_EDBA,BCK1_FODBA,BW25113_Ecoli_FO12_5,BW25113_Ecoli_S12_5,BW25113_S27_9,CAK1_FO12_5,CBK1_FO12_5,CCL1_FO12_5,CDC14_FO12_5,CDC15_FO12_5,CDC28_FO12_5,CDC28_het_F_BA,CDC28_he_BA,cdc34_FO12_5,cdc4_FO12_5,cdc53_FO12_5,CDC5_FO12_5,CDC7_FO12_5,CKA2_BA,CKI1_BA,CKI1_F_BA,CKS1_FO12_5,CLN2_EDBA,CLN2_FODBA,DAK1_BA,DAK1_F_BA,DBF20_FO12_5,DBF2_BA,DBF2_F_BA,DBF4_FO12_5,DUN1_FO12_5,ELM1_BA,ELM1_F_BA,FAB1_BA,FAB1_F_BA,FAR1_BA,FAR1_F_BA,FCP1_FO12_5,FMP48_EDBA,FMP48_FODBA,GLC7_BA,GLC7_F_BA,HOG1_EDBA,HOG1_FODBA,HRR25_het_F_BA,HRR25_he_BA,HSL1_BA,HSL1_F_BA,ILV3_F12_9,ILV3_S12_9,IPL1_FO12_5,IRE1_EDBA,IRE1_FODBA,ISR1_FO12_5,J_WT_Gal_FO12_5,J_WT_Gluc_FO12_5,KIN28_FO12_5,KSP1_EDBA,KSP1_FODBA,KSS1_het_F_BA,KSS1_he_BA,LST8_FO12_5,MCK1_BA,MCK1_F_BA,MEC1_FO12_5,MG1655_Ecoli_FO12_5,MG1655_Ecoli_S12_5,MG1655_S27_9,MKK1_EDBA,MKK1_FODBA,MPS1_FO12_5,NNK1_FODBA,NPR1_EDBA,NPR1_FODBA,PBS2_FO12_5,pdryCG196log_FODBA,pdryCG196_FODBA,pdryCG200_FODBA,PFK27_BA,PFK27_F_BA,PFK2_BA,PFK2_F_BA,PHO85_het_F_BA,PHO85_he_BA,PKC1_FO12_5,PRR2_BA,PRR2_F_BA,RAD53_het_F_BA,RAD53_he_BA,RIO1_EDBA,RIO1_FODBA,RIO2_FODBA,SCD5_FO12_5,SCH9_F12_9,SCH9_S12_9,Sc_mata_F12_9,Sc_mata_S12_9,SDS22_FO12_5,SFP1_F12_9,SFP1_S12_9,SLN1_FO12_5,SLT2_EDBA,SLT2_FODBA,SNF1_het_F_BA,SNF1_he_BA,SSU72_FO12_5,TOR1_EDBA,TOR1_FODBA,Tor1_GFP_BA,Tor1_GFP_F_BA,TOR2_EDBA,TOR2_FODBA,Tor2_GFP_F_BA,Tor2_GF_BA,TSCII_FO12_5,WT-TB50_BA,WT-TB50_F_BA,WtandRap_BA,WtandRap_F_BA,WTScer1448log_EDBA,WTScer1448log_FODBA,WTScer1448_EDBA,WTScer1448_FODBA,WTScer1450_FODBA,WT_hetdip_FO12_5,WT_mata_FO12_5,WT_pombe_FO12_5,YCK3_BA,YNK1_BA,YNK1_F_BA,YPI1_FO12_5
S 00827,0.573087,-14.0306,-24.8139,-15.0503,-7.60313,-36.191,1.62824,-2.12123,-4.85793,-14.2421,-0.474054,-0.421777,0.388029,-9.50162,-0.551902,-0.583622,-10.228,-16.6714,-20.2562,-16.1275,-0.654313,-1.15091,-12.7151,-15.1834,-20.0379,-0.509475,-24.0121,-25.359,-13.2722,-32.7381,-0.566923,-7.05282,-22.2772,-0.770011,-19.9006,-10.5628,-3.56082,-19.2213,-34.243,-13.3429,-19.4673,-4.0498,-8.93817,-14.98,-11.7211,-0.686171,-24.7844,-19.4509,-0.494446,-9.44502,-10.4547,-1.03848,-0.212619,-12.399,-0.52395,-7.72398,-32.6316,-0.630236,-29.786,-4.81754,0.13605,-9.12305,-27.7285,-0.791415,-8.10523,-4.64544,-9.78999,-12.0299,-0.407993,-0.0283218,-0.269722,-2.90873,-9.55314,-32.9799,-0.802958,-1.2292,-8.54074,-23.244,-0.474357,-13.9541,-7.30733,-2.31768,-13.2107,-36.8923,-14.6962,-19.8131,-0.749735,-9.58237,-0.373652,-12.2449,-6.78285,-0.614133,-10.949,-9.13131,0.260891,-0.431743,-0.879555,-27.2001,-9.31424,-8.16178,-9.80791,-5.16352,-1.86179,-11.4306,-0.54751,-23.2767,-31.2289,-0.0660737,-8.40994,-0.75097,-6.86766,-29.8879,-7.34817,-10.4678,-9.23371,-0.20277,-20.334,-6.49674,-16.7064,-8.12441,-12.8379,-4.11567,-4.04551,-8.48325,-24.5575,-22.9538,-2.23198,-0.0276567,-0.00312525,-25.0005,-0.0828564,-10.8489,-14.2368,-15.0126,-1.39779
S 00988,-4.97101,-4.00805,-3.85298,-5.81276,-5.01731,-2.73757,-1.64102,0.439652,-0.100228,-6.66419,-5.52781,-5.54227,-5.01058,-6.29703,-4.67971,-6.87863,-5.88657,-2.58793,-6.01667,-3.03066,-5.79797,-5.61103,-2.81688,-3.82787,-3.58873,-4.69089,-15.5615,-1.71118,-4.06257,-3.99161,-2.28455,-5.49275,-11.5295,-6.15121,-3.77361,-2.58237,-2.94404,-3.13311,-2.87445,-4.13993,-4.64165,-5.01535,-2.39763,-3.38001,-6.03378,-6.98993,-14.3424,-2.31479,-5.38369,-6.67324,-3.07049,-3.47616,-6.53023,-4.98194,-6.61374,-5.51256,-4.98921,-3.95277,-11.4681,-6.24384,-5.3579,-3.42508,-2.74564,-5.14049,-4.49589,-6.05303,-3.1746,-2.19042,-5.07754,-2.24869,-0.270557,-0.213901,-5.62189,-3.82137,-4.95929,-3.57196,-4.59654,-2.74571,-2.17014,-17.3097,-9.23169,-9.7309,-4.44173,-3.55328,-4.00573,-4.38906,-6.75902,-6.60336,-5.483,-3.61374,-3.2141,-7.52632,-6.56117,-5.18338,-7.24299,-7.30962,-6.94118,-0.875685,-1.16963,-3.28429,-3.61834,-5.9084,-7.00401,-5.4213,-5.33137,-19.3881,-10.6169,-5.18587,-4.74392,-5.34955,-4.15943,-5.17557,-10.5834,-31.1942,-4.97534,-6.70772,-27.4054,-7.22291,-5.72565,-9.9808,-34.838,-3.05777,-2.92951,-3.27298,-3.44875,-15.2001,-3.42398,-7.14499,-5.93221,-2.99793,-1.08801,-5.55509,-3.84187,-3.49995,-5.86162
S 02187,-0.33006,0.547855,-0.331039,0.0541649,0.406889,-0.946266,-0.657623,0.282957,0.317946,-0.743702,-0.420411,-0.105163,-0.111116,-0.330349,-0.252225,-0.182219,0.540588,-0.345925,-0.0331174,-0.0771111,-0.0435895,-0.520225,0.344644,0.501407,-0.265659,-0.0239514,-3.31067,-1.33573,0.514246,-0.505937,-0.157283,0.690132,-0.0106943,-0.733736,-0.921183,-0.247897,-0.831287,0.659421,-0.240405,0.825527,0.496354,0.50866,0.648612,-0.489957,0.730339,0.762019,-3.70062,-1.35471,0.224357,0.798251,0.104841,-1.20524,-0.231552,0.55683,-0.445808,0.0958324,-0.990894,-0.729712,0.140544,-0.224249,-0.27684,0.126975,-1.08234,0.206644,0.425286,0.103774,0.847853,0.197898,-0.154917,-0.0281931,0.402793,-0.0664173,0.154139,-0.998899,0.115015,-0.738793,0.123621,-0.551986,-0.885634,0.209177,0.0371604,0.208708,0.58327,-0.661588,0.165597,-1.053,0.470785,0.656167,-0.0457926,0.560519,-0.149082,-0.628353,0.367919,0.00620399,-0.344372,-0.206947,-0.703498,-0.85106,0.103286,-1.056,0.420411,-0.275622,-0.565182,0.407056,-0.315018,-1.10406,-0.551777,0.0999329,0.367724,-0.0132531,0.127538,-0.440683,0.645077,-0.119774,0.308268,-0.0210012,0.0323857,0.447693,-0.3141,0.803966,0.107472,-1.33325,-1.395,0.183608,-0.667925,-0.388825,-0.295183,-0.417023,-0.313691,-0.664947,-0.00777048,0.598829,0.397637,-0.277001,-0.293131
S 02337,0.108923,0.395633,0.59865,0.209098,0.339478,0.406247,-1.45866,-3.42623,-3.01057,-0.323301,0.0505588,-0.0609535,-0.411126,0.00692675,0.192254,0.282131,0.47374,-0.0531195,0.269618,0.464302,-0.52039,-0.406259,-0.0904056,0.23261,0.234008,0.217017,-2.82294,-0.108971,0.267481,0.196209,0.48405,0.467464,0.125844,-0.423688,-0.170547,0.535499,0.243447,0.302046,0.863467,0.443191,0.261984,0.334661,0.592561,0.00423008,0.195398,0.470571,-2.95258,-0.523847,0.763696,1.03032,-0.127291,-0.406226,0.319402,0.362095,0.361842,0.232851,0.014559,-0.411895,-1.81,0.00904062,-0.033412,0.057525,0.0872961,0.409207,0.2007,0.175962,0.664906,0.781196,-0.154939,-2.94223,-2.28475,0.38966,0.249003,0.0261771,0.100795,-0.259283,0.200223,0.11711,-0.233524,0.636468,0.323942,0.259021,0.539464,0.666646,0.221139,0.238205,0.437357,0.338511,-0.286744,0.221164,0.335537,0.256029,0.696528,-0.279371,-0.410199,0.034293,-0.459144,-0.396104,0.135951,0.435799,0.450707,0.153539,0.0128338,0.120845,-0.508016,-2.07833,0.198966,0.536663,0.313573,0.135434,-0.0632037,-0.00412894,1.15354,0.880098,-0.0413919,0.185064,1.02644,0.741062,-0.132388,0.994736,0.832188,-1.0579,-1.116,0.191365,-0.00305487,-0.337202,0.100441,-0.755398,0.486962,0.499623,-0.058135,0.351388,0.109752,0.0140308,-0.307784
S 02347,-0.493807,0.0203253,-0.365644,-0.039804,0.287597,-0.446907,-0.680757,-0.530074,0.62354,-1.19798,-0.763504,-0.561476,-0.684813,-0.355614,-0.0848747,-0.445457,0.132324,-0.599211,-0.0722118,-0.0512222,-0.303747,-0.750153,-0.028885,0.153989,-0.292444,-0.0767631,-3.41058,-0.764983,0.405111,-0.494657,0.110183,0.25521,-0.414821,-0.643404,-0.746322,0.311387,0.00608938,0.394197,0.26952,0.494294,0.0252991,-0.264706,0.521995,-0.222892,0.145067,-0.56938,-3.21522,-0.784138,-0.0424266,0.346745,-0.132661,-0.599884,-0.622522,0.159645,-0.108634,-0.115543,-0.973965,-0.211309,-1.67819,-0.3721,0.0548532,-0.082905,-0.562375,-0.232423,0.0985494,0.407231,0.654998,0.372662,-1.37016,0.146835,-0.815927,-0.985326,0.0262606,-0.724247,-0.104418,-0.721094,-0.0966913,-0.739886,-0.262635,0.311438,0.156606,0.0937162,0.390859,0.000513983,0.0677711,-0.240376,-0.239969,-0.0348983,-0.72982,0.0252507,-0.358816,0.025835,0.391488,-0.491297,-0.915877,-0.200574,-0.507,-1.02174,0.13305,-0.569237,0.188064,0.0203226,-0.831008,0.0516051,-0.803641,-3.00093,-0.359679,0.0487182,0.159863,-0.363616,-0.205998,-0.643303,-0.265257,-0.168107,-0.42806,-0.748076,0.454819,0.451633,-0.475352,0.192738,0.261386,-4.37653,-4.32451,0.0320807,-0.884849,-0.904734,-0.783066,-0.54861,0.0678043,0.0577763,-0.830166,0.401892,0.308564,-0.184317,-0.928013
S 02357,0.285203,0.817001,0.805994,0.662624,0.862371,0.454546,-0.766569,0.535258,0.400999,0.266869,0.216407,0.473809,0.463756,0.386631,0.559329,0.489354,0.701937,0.254269,0.667468,0.802173,0.521832,0.0574728,0.598675,0.726661,0.713535,0.894497,-1.55539,0.0948448,0.915549,0.666375,0.659386,0.75459,0.401451,-0.00145837,0.331197,0.663825,0.804392,0.830559,1.1858,0.84213,0.638593,0.698159,1.0859,0.746916,0.664603,0.62953,-1.99969,-0.186909,0.84796,0.979168,0.597616,0.68594,0.675742,0.816765,0.555324,0.644226,0.211306,0.285798,0.585943,0.242985,0.729194,0.387031,0.36176,0.562166,0.52762,0.794904,1.02589,0.756907,-0.640483,-0.42649,-1.74189,-1.57988,0.85944,0.695209,0.662655,0.697964,0.502874,0.35763,0.194282,0.528125,0.072938,0.208708,0.826554,0.418707,0.656783,0.26943,0.780049,0.704358,0.558109,0.752088,0.828231,0.455529,0.772441,0.234207,0.815507,0.48689,-0.0600448,-0.379766,0.159643,0.220676,0.672089,0.749819,0.276095,0.710208,0.220973,-0.340331,0.370773,0.954468,0.646045,0.89909,0.239199,0.424111,0.428097,0.257453,0.4101,0.77426,0.753193,0.373605,0.449816,0.840327,0.968481,-0.608656,-0.697502,0.35409,-0.0778294,0.727236,0.234774,0.679789,0.402566,0.734799,-0.199062,0.978765,0.665599,0.573814,0.574221
S 02362,-1.22186,0.44322,-0.639797,-1.03854,0.691198,-1.0964,-0.0862935,0.394664,-1.13274,-1.47835,-1.07782,-1.13706,-1.32449,-1.38601,-0.481792,-0.732108,0.664816,-1.09625,-0.719065,-1.22308,-1.36658,-0.493313,0.156319,0.725747,-0.0808834,-0.803136,-1.57638,-0.988108,0.817044,-0.733071,0.024849,0.564479,-0.947062,-0.525103,-1.80574,0.386351,-0.518574,1.04507,-0.563026,0.521479,-0.899384,-1.0577,1.05382,-0.470725,0.283156,-1.41568,-2.10284,-1.19415,-0.490792,0.822213,0.570697,-0.554165,-1.26295,0.242043,-1.04938,0.476827,-0.824099,-0.426354,-1.24656,-0.458518,-0.00395215,0.189083,-1.26976,-0.89524,0.354183,-0.560376,0.761767,-0.648665,-0.0766475,0.974664,0.198803,-0.209539,0.802636,-0.491997,-0.54922,-0.510777,0.377068,-0.749113,-0.63557,-0.00446776,0.120828,0.0937162,1.21019,-0.260799,0.416518,-1.00921,-0.757043,0.397217,-1.22714,0.475552,-0.356763,-1.11995,0.489864,-0.0497112,-1.03267,-0.5052,-1.55998,-1.07434,0.120325,-0.676701,0.342278,-0.993239,-1.45557,0.366307,-0.327382,-0.640444,-0.588655,-0.706928,0.379523,-0.875267,0.0960114,-0.904704,0.202837,-0.365584,0.216226,-0.835317,-0.390048,-1.50611,-1.2683,0.692165,-0.1729,-2.07233,-2.09251,0.177899,-1.60991,1.16983,-0.300071,0.392187,-0.584028,-0.369799,-0.367745,1.25376,0.554164,-0.395558,-0.260545
S 02850,-1.0923,-0.198309,-0.435558,-0.886921,-0.242432,-1.30872,-0.329313,-0.469724,-0.904733,-0.869213,-0.940256,-1.05603,-0.832562,-0.644865,-0.777617,-1.01155,-0.164061,-1.34354,-1.05028,-1.12232,-1.11096,-1.01018,-0.476168,0.0237336,-0.0910933,-0.922346,-2.22656,-0.11874,0.745612,-0.0381504,-0.148659,-0.547522,-1.12726,-1.0976,-1.12635,0.314366,-0.241771,1.12676,-0.401572,-0.277772,-0.9263,-0.570092,0.637265,-0.000854013,-0.108384,-1.19367,-2.34449,-0.0574659,-0.682472,0.115816,0.442182,0.196248,-1.04729,-0.18562,-1.19682,-0.422642,-0.0491175,-0.864883,-5.12489,-2.87654,-0.211873,-0.024163,-0.140102,-0.920888,-0.233826,-0.801965,-0.239618,-0.863596,-0.639684,0.948567,0.643807,-0.371598,-0.0631453,0.101143,-1.12538,-0.309584,0.0662259,0.541612,-0.428301,-0.750705,-1.72917,-1.23952,0.605616,0.168435,0.19953,0.279667,-1.43649,-0.549093,-1.30085,0.109772,-0.591252,-0.906571,-0.165884,-0.820282,-1.00029,-0.982317,-1.2157,-0.130878,-0.218695,-0.0496457,0.0181307,-1.00571,-1.95213,-0.708466,-0.627716,-5.4199,-0.79809,-0.938438,-0.255713,-0.764181,-0.571323,-1.15798,-0.13908,-1.59704,-0.513558,-1.1122,-1.09829,0.126651,-1.21191,0.285958,-1.11614,-4.21712,-4.04551,0.233434,-0.371528,-0.413658,-1.10708,-1.47713,-0.953382,0.0598525,0.818305,0.693446,0.255836,-0.402937,-0.902543
S 02991,-1.09864,-0.903584,-0.665912,-6.28798,-7.06788,-23.7052,0.0757726,-2.25526,-2.62585,-14.5218,-2.48716,-1.53827,-1.29003,-2.44967,-2.60259,-0.323921,-6.61692,-11.9696,-1.12707,-1.64798,-7.6765,-7.04035,-1.61719,-0.872378,-0.864629,-9.0993,-4.90537,-0.477256,0.027159,-0.262914,-0.206134,-0.331692,-1.13905,-5.54709,-1.5272,-2.46679,0.0440261,0.465051,-0.421333,-0.245385,-0.509005,-5.14011,-0.658634,0.465825,-10.7295,-3.89092,-2.52742,-0.350624,0.0704983,-3.12204,-1.27906,0.202219,-13.2206,-12.7586,-1.41793,-0.876897,-0.6775,-1.34378,-1.54276,0.345438,-20.1535,-1.59612,-0.841102,-1.19133,-7.20049,-0.821707,-0.608293,0.52842,-9.46482,0.623436,0.434711,-1.581,-0.53367,-0.0947806,-13.5733,-0.576118,-0.9898,-0.343258,0.183942,0.314479,-0.0817244,-0.916124,0.123593,-0.052785,-1.06248,-1.242,-1.89081,-5.20297,-9.00541,-0.452111,-0.116642,-1.1282,-4.45471,-9.47533,-4.94647,-1.45004,-1.67529,-1.11773,-2.01011,-0.68904,-1.96783,-2.75046,-1.28784,-7.01504,-12.4728,-17.7735,-6.45347,-0.278318,-8.19469,-1.50955,-1.35492,-0.326137,-0.380152,-1.40739,-9.52629,-8.48002,-1.24748,-0.129464,-3.83105,-0.238775,-1.69026,-1.91292,-1.95301,-2.95175,0.0291799,-3.9592,-0.136786,-8.67553,-6.74524,-0.00910784,-0.0494075,-0.12349,-0.210615,-0.361418,-3.27454
S 03341,-2.43317,0.364845,0.754131,-2.05086,-5.77374,-9.54963,-1.64052,-1.45226,-0.769709,-2.49584,-0.716008,-1.33314,-2.30358,-2.45169,-0.816286,-1.3709,-6.47702,-1.04947,-0.30717,-1.87523,-2.18471,-0.21295,0.11066,-4.24726,-0.0764243,-1.27738,-24.7055,-24.9788,-6.50954,-3.49405,-11.3904,0.557353,0.0154638,-1.2977,-14.5553,-0.254491,-0.1998,-13.1315,-14.1297,-6.49253,-12.6949,-2.20823,-9.27732,-26.6285,-12.8121,-6.4062,-24.7238,-19.8773,-0.677599,-4.56672,-4.28907,-0.0213296,-0.301189,-4.31152,-0.716631,0.271291,0.492283,-2.46366,-31.3258,-4.87772,-1.18523,-9.29499,-27.5443,-2.60139,-12.2502,1.12086,-3.94516,-0.282931,-1.9736,-2.0163,-0.396761,0.184943,0.0367652,0.105028,-0.90472,0.104742,-8.61031,-31.9085,-15.1228,-6.40889,-5.82553,-3.06152,-6.04312,-6.93721,-0.10993,0.307973,-2.11284,-6.00702,-1.00883,-13.2778,-19.264,-1.33884,-4.93067,-10.0258,-3.06536,-0.351806,0.575536,-9.29738,-4.31208,-14.7094,-5.10075,-1.73333,-0.324034,-4.06421,0.30764,-16.2655,-4.81227,-3.05823,-12.2634,-1.45532,-6.93729,-30.9722,-6.08856,-16.6529,-9.47976,-2.29717,-22.8057,-6.68241,-1.81481,-5.52796,-11.6107,-4.17364,-4.04551,-4.97339,-17.1259,-23.1713,-2.01384,-4.55574,-2.16595,-16.4499,-0.0293925,-8.4829,-6.8907,-9.2324,0.611655
S 03463,0.791235,0.48357,0.515351,0.759017,0.0803017,0.0238932,-2.48019,-0.579595,1.37185,0.323036,0.807814,0.698461,0.962345,0.317868,0.689263,0.132748,0.535708,0.791871,0.81478,0.685232,0.928955,0.579229,0.0333164,0.355551,0.713886,0.532401,-2.43317,0.190361,0.363684,0.226158,0.719497,0.608292,0.173565,0.427365,0.960952,0.0292163,-0.169821,0.279202,0.520049,0.658028,0.580339,1.01932,0.59427,0.480676,0.488918,0.784518,-4.18594,-0.762423,0.546633,0.766061,0.131569,-0.0233375,0.917378,0.538759,0.697563,0.0746374,0.0865516,0.696134,0.524704,0.198813,0.079771,0.0437573,0.0590844,0.471682,0.392247,0.75423,0.526978,0.592006,0.086761,0.320155,0.636067,0.413267,-0.0659406,-0.0878915,0.340081,0.313747,-0.0170293,0.301772,0.296424,0.744811,0.562832,0.14403,0.753588,0.838302,0.127156,0.346342,0.192281,0.409611,0.828417,0.366442,0.605478,-0.00995248,0.340545,-0.19782,-0.00977371,0.397429,0.516686,0.0704394,-0.330841,0.743489,0.489176,0.916666,1.00589,0.285866,0.41893,-2.11529,0.712287,0.414221,0.387763,0.698666,0.0814288,0.498534,0.242337,0.0128212,0.357254,0.626177,0.604006,0.630765,0.672951,0.56931,-0.0178736,-0.507213,-0.558002,0.373205,0.667159,-0.541738,0.694825,-0.377244,1.007,0.754545,0.06223,0.383609,0.299788,0.676921,0.622037
S 03549,0.847924,0.375341,0.77983,0.710855,-0.299261,-0.187173,-0.11508,1.48067,0.332407,0.0552169,0.56258,0.45464,0.905212,0.23605,0.852662,0.601847,0.523778,0.813587,0.766146,0.965331,0.726341,0.527805,-0.196665,0.362867,1.00216,0.511796,-3.00519,0.00298409,0.302464,0.469037,0.78903,0.320482,0.503527,0.519607,0.818893,0.148206,0.385969,0.247063,0.727872,0.747906,0.812348,0.980865,0.540109,0.736462,0.484133,1.03398,-4.44858,-0.764516,0.915796,0.732389,-0.183248,-0.286498,0.955867,0.457929,0.591134,-0.169497,-0.154157,0.589874,0.395717,0.134462,0.365139,0.134012,0.506884,0.661575,0.397171,0.710419,0.348941,0.819291,0.0234052,-0.30406,0.129576,0.534496,-0.141635,-0.0992727,0.269061,0.757913,0.0512332,0.523784,0.446891,0.74177,0.443387,0.3237,0.543476,0.425944,0.324856,0.918852,0.811081,0.343665,0.778102,0.362932,0.612595,0.212287,0.169242,0.00458754,0.435873,0.636581,0.373978,-0.0316723,-0.379046,0.47361,0.292434,0.780266,0.708639,0.168934,-0.553311,-3.31711,0.537748,0.873103,0.303774,0.736242,0.0278323,0.697237,0.125538,0.422061,0.262078,0.818686,0.604006,0.633779,0.856452,0.483454,0.550082,-0.507213,-0.558002,0.111226,-0.0186971,-0.581985,0.534737,-0.0710348,1.02722,0.894626,0.224874,0.234552,0.380677,0.943401,0.66816
S 03773,0.986486,0.680914,1.04871,1.07436,0.499432,0.903232,0.0661521,0.202479,0.128545,0.29214,1.31949,1.00176,1.16324,0.429811,1.05422,0.587436,0.71965,0.908974,0.909542,1.29721,0.957623,1.0057,0.197671,0.566061,1.03486,0.716638,-1.1338,0.341006,0.531319,0.710641,0.78636,0.752196,0.829998,0.80177,1.15897,0.643642,0.93387,0.542105,1.12428,0.862101,0.829412,1.17105,0.794254,0.762939,0.750424,1.53675,-2.60944,-0.22538,1.08192,0.924887,0.0913809,0.204016,1.17991,0.54654,0.90779,0.512743,0.613051,0.648775,0.759427,0.597072,0.331402,0.256391,0.716855,0.866266,0.472215,0.564626,0.589118,0.876562,0.715222,-0.481008,-0.732796,-0.0772545,0.550514,0.502946,0.542314,0.268818,0.35044,0.970905,0.592346,0.744811,0.682278,0.348856,0.742727,0.893547,0.602165,1.2169,1.00413,0.545925,1.03707,0.485415,0.847659,0.644616,0.512456,-0.0229487,-0.0307016,1.30735,0.853664,0.48406,-0.270515,0.983343,0.000459031,1.19641,1.19518,0.221696,0.823567,-1.32248,1.28307,1.10596,0.548149,0.79244,0.285177,1.10768,0.431733,0.824782,0.84604,0.817175,0.889817,0.738435,1.07665,0.631137,0.747077,0.31882,0.279001,0.35769,0.840806,0.133078,1.15341,-0.0328425,0.943374,0.934314,0.305001,0.736078,0.647217,0.976092,1.07082
S 03882,0.491582,0.934257,0.573048,0.737389,0.676762,0.455655,-0.049044,0.434504,0.364277,0.375072,0.272473,1.04891,0.922471,0.347988,0.746725,0.112438,0.860662,0.469609,0.722472,1.0488,0.469785,0.28247,0.850753,0.92325,0.809329,1.02293,-1.64532,0.0126339,0.806833,0.718804,1.17875,0.778626,-0.00524289,0.584242,0.794738,0.913024,0.68384,0.473185,0.763822,0.995272,1.05719,0.961026,1.04498,0.557288,0.826371,0.795425,-1.96023,-0.20749,0.769649,1.00461,0.684519,0.449784,0.725267,0.875745,0.59514,0.566221,0.39736,0.834178,0.475705,0.226692,1.08861,0.521036,0.705945,0.440151,0.646757,0.20845,1.03445,1.11054,0.0719213,0.150585,-0.103719,0.037989,0.615998,0.292779,0.47812,1.1913,0.18637,0.117403,0.740587,0.422823,0.479164,0.3237,1.01778,0.919991,0.830937,0.504756,0.343522,0.616642,0.608949,0.852825,1.08358,0.174738,0.583911,0.426036,0.717721,0.606117,0.256141,0.230169,0.475233,0.389195,0.617302,0.517821,0.398528,0.906259,0.398845,-0.57933,0.725862,0.624451,0.647854,0.796137,0.338905,0.659004,0.639537,0.814522,0.554103,0.553261,0.889817,0.717062,0.585035,0.685919,0.566207,-0.31882,-0.418501,0.467148,0.43126,0.447141,0.218413,0.525771,0.849545,0.896598,-0.130318,0.94392,0.995765,1.26669,0.650569
S 04283,-0.335715,-7.18558,0.126848,0.195958,-6.28793,-4.88323,-1.30412,-4.10699,-3.88463,-0.192162,-0.841125,-0.368918,-0.0862013,-0.0774829,-0.275015,-0.163612,-8.71747,0.251398,0.260295,0.6788,-0.416438,-0.514733,-5.60661,-7.69429,0.0737824,-0.260778,-20.7516,-7.94777,-10.2998,-1.36349,0.453101,-6.42761,-13.4845,0.115422,-9.22894,-11.0414,-1.16063,-15.2499,-19.2635,-8.28025,-0.21891,-0.0895403,-6.69327,0.351337,-8.20786,0.288196,-23.3487,-10.2742,0.207381,-7.51347,-10.0689,0.418771,0.328204,-7.10959,-0.458288,-5.99418,-4.40528,-0.176033,-19.3622,-1.21465,0.230018,-5.95832,-0.208757,-0.596054,-7.49929,-0.251668,-7.93748,-1.81368,-0.100147,-0.224639,-1.65533,-2.00076,-7.52706,-3.13354,-0.162217,0.00960939,-6.32009,0.35598,0.285827,-6.1941,-0.654165,-0.218955,-8.99241,-2.90769,-7.85162,0.294292,-0.535298,-7.90439,-0.0372084,-7.91995,-0.0998047,-0.525212,-9.54653,-7.7036,0.010484,0.10924,-0.73621,-4.3485,-4.0768,-0.160829,-7.39716,-0.0804681,-0.320145,-6.46371,-0.133916,-21.6495,-17.5079,-0.0697007,-6.80549,-0.0031194,-5.884,-3.86467,-10.7931,-32.3713,-7.31067,0.0516265,-26.8212,-7.2056,0.002995,-9.74967,-28.6287,-3.81135,-3.76651,-6.59356,0.852515,-20.702,-1.26727,0.295281,0.482367,0.370704,-39.3585,-9.33109,-9.42619,0.0817531,0.00983021
S 04361,0.310777,1.05669,0.407759,0.186145,0.394119,-0.665404,-0.689651,-1.38193,-1.73242,-0.019464,0.116287,0.143327,0.457648,0.350752,0.307712,-0.188023,0.551202,0.0132169,0.151138,0.19073,0.264445,0.0192873,0.931355,1.20217,0.364489,0.205932,-1.14908,-0.160507,1.04632,0.266304,0.820777,0.450738,-0.159339,-0.288397,0.266622,0.751097,0.413799,0.794939,0.22865,0.899779,0.437301,0.44618,0.886282,0.392399,0.609894,-0.449893,-1.1516,-0.339479,0.213778,0.695812,0.846762,0.158675,0.512759,0.938139,0.5473,0.606881,0.160231,0.502748,0.0379471,1.0492,0.669265,-0.00764183,0.0139822,-0.0195712,0.619351,0.506296,0.953363,0.379125,0.300036,-0.350126,-0.652839,-1.94201,0.675465,0.266019,0.390318,0.475117,0.157139,-0.489499,0.268002,-0.326456,-0.10595,-3.20881,1.10339,0.522882,1.11956,0.355415,0.275736,0.643672,0.3361,1.01765,0.373769,-0.563812,0.429547,0.221091,0.489296,-0.159139,-0.0501955,0.178894,0.350455,0.028031,0.395921,0.26589,-0.0700649,0.79392,0.416241,-0.702926,0.53686,0.144681,0.698869,0.334325,0.050953,-0.015245,0.687434,0.180699,0.395192,-0.19054,0.181573,0.407187,0.142695,0.612077,0.0242826,-4.14466,-4.04551,-0.0174067,0.00337735,-1.18438,0.926151,-0.453789,0.22211,0.425186,-1.28073,1.0232,1.20175,0.354964,0.382801
