"","BCK1_EDCT","BCK1_ED_FODCT","CLN2_EDCT","CLN2_ED_FODCT","FMP48_EDCT","FMP48_ED_FODCT","HOG1_EDCT","HOG1_ED_FODCT","IRE1_EDCT","IRE1_ED_FODCT","KSP1_EDCT","KSP1_ED_FODCT","MKK1_EDCT","MKK1_ED_FODCT","NNK1_EDCT","NNK1_ED_FODCT","NPR1_EDCT","NPR1_ED_FODCT","pdryCG196_EDCT","pdryCG196_ED_FODCT","pdryCG200_ED_FODCT","RIO1_EDCT","RIO2_EDCT","RIO2_ED_FODCT","Sc_hdip2uM_F12_9","Sc_hetdip2uM_S12_9","Sc_mata2uM_F12_9","Sc_mata2uM_S12_9","SLT2_EDCT","SLT2_ED_FODCT","TOR1_EDCT","TOR1_ED_FODCT","TOR2_EDCT","TOR2_ED_FODCT","WTScer1448_EDCT","WTScer1448_ED_FODCT","WTScer1450_ED_FICT","WT_het_dip_FO12_5","WT_mata_FO12_5"
"SPB 02371","-0.469199","0.870928","-4.05176","0.691515","-0.639303","1.62315","-1.87329","0.83369","-1.58346","1.29142","-1.29431","1.1745","-0.751247","1.36775","-0.915165","1.7608","-0.889876","1.40698","-29.6267","-45.9203","-36.2643","-0.425552","-0.747819","1.23595","-0.880463","0.0684411","-0.631332","0.555299","-4.34418","1.32698","-1.7105","0.721867","-1.98669","0.650616","-2.63459","1.44702","-1.47407","0.848906","0.472604"
"SPB 02483","-0.0816077","0.0570953","-1.63648","0.170329","0.120647","0.387637","-1.59026","-0.305237","1.26005","0.433236","-0.0324553","0.0495506","-0.0865273","0.215941","-0.25725","0.189644","-0.131233","0.0968096","0.157853","-0.290635","-1.362","-0.175173","-0.0497768","0.621503","-0.111442","1.02164","0.118619","1.11079","1.15415","-1.00858","0.176739","0.368381","-0.89356","-0.242186","-1.52799","0.0341983","-0.334136","0.235428","0.0892406"
"SPB 02714","-0.674933","0.239595","-2.84472","0.121237","-0.861149","0.179076","-2.53557","-0.41507","-0.195713","0.35973","-1.07595","0.139889","-0.635722","0.215941","-0.635351","0.323564","-1.56025","0.263219","-29.9289","-46.2109","-36.4602","-0.344632","-0.686657","0.522416","0.115279","1.05727","-0.0769138","1.13707","-2.86018","-0.735883","-1.20444","0.18958","-1.50183","-0.499167","-3.41725","0.254507","-0.812731","0.162681","0.120857"
"SPB 02854","-4.52375","-0.0823269","-19.4099","-0.547224","-5.39352","0.00483988","-6.06877","-1.94856","-25.2713","-1.46506","-13.0763","-0.312092","-5.39477","-1.42667","-10.8599","-0.706589","-11.8727","-0.0833993","-27.6456","-32.2605","-28.8855","-5.23151","-6.31583","-1.77703","-1.32979","-4.89626","-15.4825","-7.97323","-24.7896","-18.1403","-16.1382","-0.464652","-25.729","-1.52709","-20.2858","-0.411202","-19.3703","-2.412","-1.23818"
"SPB 02912","-1.11381","-0.414438","-7.20882","-0.0638107","-1.57717","-0.482238","-1.93824","-0.3415","-8.01938","-0.533372","-5.45869","-0.241765","-1.45754","-1.02959","-4.36028","-1.83496","-2.79159","-0.319078","-29.7297","-45.0484","-34.3164","-1.66493","-1.99262","-2.01267","-1.78929","-0.269591","-0.992861","-1.4662","-9.26041","-4.55106","-5.69275","-0.517392","-8.23528","-2.17618","-9.48461","-0.33936","-6.94541","-0.517344","-0.0425536"
"SPB 03066","-5.88544","-5.80972","-21.4824","-1.69922","-6.16481","-0.39512","-6.59487","-4.00033","-27.6761","-4.54314","-15.3542","-0.241765","-5.92747","-5.47773","-12.1769","-0.988011","-12.7991","-3.34123","-30.4652","-47.0828","-36.4602","-6.17329","-9.53526","-2.88383","-0.3377","-1.6463","0.310629","-1.21245","-28.2551","-40.8292","-19.2075","-3.86522","-33.196","-3.01593","-23.1773","-2.54713","-25.1272","-7.35956","-2.26481"
"SPB 03159","-5.90009","-6.3549","-24.5501","-6.42004","-7.53009","-11.0435","-6.8524","-5.58396","-29.7606","-8.96823","-20.0269","-9.27168","-6.22215","-11.5168","-16.046","-8.51675","-13.5282","-8.4366","-30.5651","-47.6641","-36.8502","-7.0762","-10.378","-17.2036","0.952507","-1.73855","1.47814","-0.519758","-28.4266","-42.776","-20.6089","-8.67151","-35.7189","-20.6788","-25.5154","-11.7042","-28.6468","-8.94494","-4.17893"
"SPB 04020","-3.49208","0.196517","-14.7421","0.430922","-4.45488","0.387637","-4.28448","-0.662494","-19.2277","0.0859137","-12.2002","0.290549","-3.3117","0.298568","-4.41642","0.538704","-7.0877","0.062175","-30.3821","-46.7922","-36.4602","-2.40235","-4.38891","0.638004","1.99091","-0.299295","1.274","0.0195082","-20.6372","-3.73297","-9.55626","0.246436","-9.64566","0.785738","-15.8225","0.254507","-8.08618","0.279531","0.216438"
"SPB 04137","-5.95307","-6.39798","-24.5913","-6.43517","-7.7152","-11.7048","-6.83227","-5.67887","-30.4853","-9.24205","-20.9653","-10.1656","-6.37963","-11.9521","-14.5816","-8.6071","-13.6824","-8.69311","-30.0047","-47.0828","-36.4602","-7.29944","-10.6675","-15.5634","0.593747","-0.915594","0.865303","-0.492203","-28.4204","-42.5816","-20.8443","-8.78933","-36.4453","-19.9477","-25.2803","-9.10857","-29.144","-8.74926","-4.22175"
"SPB 04158","-0.137344","0.15344","0.0262354","0.344058","-0.415293","0.300519","-1.33844","-0.451333","-0.155496","0.398322","-0.768976","0.200211","-0.220347","0.486012","-0.467763","0.725397","-0.315221","0.152279","-0.439241","-1.16254","-0.388057","-0.36833","-0.487654","0.677516","1.05204","1.02822","0.991586","1.33187","-0.348117","-0.268771","-0.438482","0.246436","0.0232433","0.271776","-0.196021","0.177882","-0.717147","0.328753","0.19753"
"SPB 04159","-0.246473","0.143251","-0.685002","0.034373","-0.549607","0.370474","-1.8347","-0.699802","-0.190774","0.174127","-0.840005","-0.0107716","-0.529945","0.133314","-0.553639","0.336267","-1.07604","0.0968096","0.00257847","-0.58127","-1.55984","-0.289044","-0.163847","0.661365","0.483863","1.22792","0.432652","1.40871","-0.148778","-1.28128","-0.595201","0.254668","-0.766614","0.0147947","-0.930055","-0.119051","-0.170737","0.0763301","0.0738893"
"SPB 04383","0.177837","0.216895","-4.10995","-0.0902637","-0.0141284","0.370474","-0.518953","-0.385224","-4.00799","-0.0500677","-1.98173","-0.10111","-0.138621","0.133314","-1.24057","0.327705","-0.103877","0.062175","-4.54168","-1.74381","-1.36581","-0.0750603","-0.370642","-0.118718","0.206005","-0.296247","-1.59055","-0.803542","-4.04243","-1.94281","-1.87451","0.18958","-1.49657","0.528757","-5.84974","-0.190893","-1.75359","0.00129686","-0.0244183"
"SPB 04386","-5.15804","-0.416761","-22.144","-3.39861","-6.51333","-0.325164","-5.68987","-2.18211","-26.315","-2.61913","-16.9273","-0.653725","-5.20725","-1.0185","-10.715","-0.914553","-9.97744","-0.700331","-24.5323","-22.3789","-21.6418","-5.16433","-8.24794","-0.340353","-1.23781","-2.19537","-2.38182","-2.60884","-26.3474","-25.1797","-16.2446","-0.102934","-25.692","-0.607764","-22.1644","-1.32592","-20.3095","-0.034359","-0.48797"
"SPB 04433","-5.82058","-6.30163","-24.9412","-6.81658","-7.43716","-11.6005","-6.56527","-5.62769","-30.5763","-9.46624","-20.7139","-10.1656","-6.32376","-11.9521","-16.8142","-20.1439","-13.3427","-8.51291","-30.4301","-47.0828","-36.6543","-7.25641","-10.5806","-17.8989","-0.659826","-0.655096","0.0140973","-0.292028","-28.5731","-43.0487","-21.13","-8.96402","-36.2602","-21.1928","-25.2484","-11.4839","-29.1176","-9.33545","-4.28913"
"SPB 04446","-0.361979","0.0140175","-4.76161","-0.188447","-0.648567","-0.0994407","-1.12811","-0.626231","-4.96546","-0.200756","-2.61421","-0.0207769","-0.503491","-0.30201","-1.62997","-0.520743","-1.04527","0.062175","-20.3473","-18.31","-28.4822","-0.235576","-0.55545","-0.473533","-1.08991","-0.463816","-0.498269","-0.392734","-4.87138","-2.13722","-2.59484","-0.163906","-2.51747","-0.485905","-2.63868","-0.0424263","-1.62015","-0.298214","-0.0758991"
"SPB 05119","-0.412191","-0.135593","-4.9511","-0.22622","-0.583185","-0.0994407","-1.7816","-0.728603","-3.80887","-0.200756","-2.314","-0.241765","-0.784659","-0.489454","-1.53504","-0.42148","-1.0894","-0.228974","-30.5657","-47.0828","-36.6543","-0.623966","-0.826868","-0.199596","-0.583542","-0.347593","-0.218269","0.0699258","-4.03896","-2.40992","-2.14039","0.00666319","-2.17887","0.0147947","-3.07051","-0.190893","-1.61661","-0.14125","-0.0999523"
"SPB 05385","-0.0310783","0.100173","-1.26973","0.0834648","-0.159018","0.0919578","-0.773885","-0.334038","-0.813666","0.212718","-0.38056","0.129884","-0.182168","0.0506875","-0.27985","0.496884","-0.309628","0.0968096","-2.17744","-0.290635","-0.975849","0.136737","-0.0304472","0.602235","0.879115","0.802631","0.464194","0.821007","-0.800241","-1.28128","-0.450762","0.303293","0.0409072","0.393635","-0.244621","0.101258","0.321485","0.397003","0.166645"
"SPB 05912","-5.95837","-6.45124","-25.3367","-6.90345","-7.7426","-11.7919","-6.79624","-5.67887","-31.0755","-9.46624","-21.0234","-10.236","-6.40866","-12.1285","-11.1263","-0.05834","-13.8036","-8.74858","-30.6856","-47.3735","-36.4602","-7.1321","-10.6259","-9.50278","1.14744","1.17257","0.367176","0.732917","-28.6043","-43.0487","-21.137","-8.96402","-34.8006","-7.60928","-25.6304","-11.5558","-14.2452","-9.14364","-4.27815"
"SPB 05914","-5.95338","-6.45124","-24.4801","-6.68063","-7.73287","-11.7919","-6.6395","-5.67887","-30.4033","-9.35415","-20.8777","-10.246","-6.39037","-12.1285","-16.6459","-20.0394","-13.8167","-8.74858","-30.3089","-47.0828","-36.0703","-7.31019","-10.7111","-18.1592","-0.49964","-0.665653","-1.41181","-1.20296","-28.1367","-42.5816","-20.9875","-8.90716","-36.3113","-21.4497","-25.1045","-11.9964","-29.246","-9.37409","-4.35446"
"SPB 06132","-3.38804","0.196517","-7.76512","0.0834648","-1.4241","0.666153","-3.60938","-0.151679","-10.272","0.135536","-3.74889","0.44121","-2.28811","0.486012","-3.43843","0.31152","-4.14293","0.207749","-24.4082","-23.5414","-17.5919","-1.45276","-1.97427","-0.0671522","0.498619","-0.341309","-0.234747","-0.44355","-18.7337","-1.28128","-5.9054","0.246436","-9.05874","-0.120327","-6.42639","0.177882","-7.49905","0.100592","0.178945"
"SPB 06166","-4.99413","-1.18752","-18.181","-0.955092","-5.76704","-0.186559","-5.15681","-1.13063","-27.9016","-5.83318","-15.0524","-0.221754","-5.55863","-5.10284","-10.5011","-0.634454","-12.1486","-3.14722","-25.2007","-24.1227","-24.7843","-5.15527","-7.62208","-2.41686","-0.976982","-1.93945","-6.76352","-4.97854","-26.703","-33.863","-17.3747","-2.52048","-27.9365","-2.93386","-20.6912","-1.68513","-22.907","-6.60582","-2.32335"
"SPB 06240","-5.94309","-6.39798","-21.1639","-3.06653","-6.40048","-1.2676","-6.41098","-4.46101","-27.4771","-4.12784","-17.7712","-2.31041","-5.7342","-6.6456","-15.1821","-6.19145","-13.0506","-6.32929","-30.921","-47.3735","-36.8502","-7.08839","-10.1819","-8.35609","-0.603087","-1.38393","-0.59359","-0.941947","-28.5887","-43.0487","-19.8473","-6.03965","-35.9587","-20.0165","-20.8751","-3.00688","-27.529","-8.34712","-3.24468"
"SPB 06343","-2.57668","0.303051","-6.33279","0.208102","-1.37239","0.561872","-1.95368","-0.107954","-5.73228","0.321139","-3.89447","0.421199","-1.00974","0.744987","-2.71152","0.131891","-2.51561","0.277018","-29.9315","-44.4671","-35.2866","-0.876334","-1.30103","0.110387","0.695516","-0.369649","0.223037","-0.540384","-16.6196","-5.4801","-5.91623","0.128608","-6.88504","-0.0938017","-5.65986","0.541875","-7.30367","-0.0662168","0.177217"
"SPB 06520","-2.61659","-0.424626","-15.0313","-0.426401","-4.90604","-0.969315","-3.43574","-0.728603","-21.197","-0.877017","-10.1867","-0.764074","-3.20435","-1.46492","-11.6848","-2.43624","-10.4017","-2.16284","-29.7376","-39.817","-35.2923","-2.8439","-4.98419","-3.33493","-9.1088","-11.3461","-19.0376","-9.3566","-25.4845","-23.4326","-13.4413","-0.988707","-21.8921","-3.58294","-17.7939","-0.78476","-18.3207","-1.9594","-0.474024"
"SPB 06705","-0.0104847","0.163628","-2.49036","0.109918","-0.130303","0.196238","-1.04472","-0.254051","-1.34412","0.209042","-0.519098","0.210216","-0.102632","0.381194","-0.407152","0.689547","-0.325788","0.0968096","-6.13515","0.290635","-0.388057","0.0458781","-0.386797","0.18502","0.136847","0.567707","0.895498","1.1545","-1.75088","-1.47569","-0.625122","0.421122","0.250678","0.785738","-0.432692","0.398191","0.0226159","0.365959","0.239353"
"SPB 06981","-5.95806","-6.45124","-24.656","-6.68063","-7.74438","-11.7919","-6.82806","-5.67887","-30.9033","-9.53975","-21.0399","-10.3163","-6.36432","-12.1285","-16.8018","-20.4246","-13.7486","-8.74858","-30.7933","-47.0828","-36.0722","-7.28868","-10.6584","-18.1607","-4.24492","-10.3402","-2.58262","-6.06556","-28.2396","-42.5816","-21.1171","-8.96402","-36.4682","-21.4497","-25.7305","-12.1449","-29.2161","-9.41506","-4.34953"
"SPB 07000","-2.1446","-0.252315","-5.74129","-0.177128","-2.3129","-0.465075","-3.80248","-1.13063","-5.96782","-0.309177","-4.1235","-0.241765","-1.98846","-0.500549","-1.98694","-0.809462","-3.8135","-0.339913","-17.8997","-9.59095","-2.92184","-1.21238","-1.55601","0.217001","0.137384","0.828997","0.370793","0.66837","-8.6085","-2.40992","-4.15318","-0.102934","-2.97062","-0.499167","-7.02058","-0.559669","-2.14956","0.0405976","-0.01358"
"SPB 07023","-2.479","-0.0925156","-11.3757","-0.313084","-2.34392","-0.203721","-3.94399","-0.910963","-13.8204","-0.312854","-6.59702","-0.151427","-2.03755","-0.0430344","-4.9444","-0.618385","-4.0842","-0.228974","-18.4638","-9.00968","-1.17558","-1.34151","-1.94957","0.331244","0.311556","-0.0975884","-0.46753","-0.223828","-16.1427","-2.87703","-6.6648","-0.0460775","-6.81769","0.650616","-10.6882","-0.344142","-4.93159","0.276546","-0.0246011"
"SPB 07027","-0.642452","0.0570953","-6.38097","-0.0902637","-0.930932","0.179076","-1.46207","-0.3415","-7.60054","-0.309177","-3.49536","-0.0107716","-1.06205","-0.3242","-2.4856","-0.0067266","-1.62334","-0.0833993","-27.3315","-24.9946","-29.441","-0.858709","-1.18691","-0.311333","0.0412158","-0.455047","-0.230506","-1.0239","-10.2611","-3.34414","-3.71014","-0.0501933","-4.31928","0.0147947","-6.10718","-0.0519915","-2.98626","0.0786549","0.040361"
"SPB 07028","-0.418034","0.206706","-5.25401","0.170329","-0.693646","0.179076","-1.31578","-0.107954","-5.55392","0.0620296","-2.78928","0.360877","-0.570295","0.133314","-2.17302","0.29292","-1.12079","0.117645","-13.8697","-5.52206","0","-0.615706","-1.01999","-0.306225","0.126513","-1.33958","-0.344416","-1.33318","-7.52105","-2.13722","-3.7567","0.246436","-3.38662","0.258513","-4.1927","0.321567","-3.01621","0.173377","0.170243"
"SPB 07110","-0.0248164","0.15344","-5.5066","-0.0902637","-0.131616","0.387637","-1.3704","-0.202865","-4.35062","-0.0500677","-1.5373","0.119878","-0.301279","0.133314","-1.45297","-0.0796437","-0.236899","0.117645","-28.1129","-29.9354","-35.2923","-0.155914","-0.399779","0.0785947","0.393674","-0.0891197","0.153393","-0.201498","-3.68969","-2.60433","-1.95568","0.185464","-1.52829","0.271776","-2.60261","0.0246331","-1.35124","0.137023","0.0693346"
"SPB 07120","-0.871224","0.15344","-4.43652","0.0834648","-0.573922","0.770434","-1.27016","0.0381426","-2.75557","0.247633","-1.29161","0.44121","-0.750453","0.298568","-2.62645","0.305498","-1.24543","0.297854","-13.7413","-0.871905","0","-1.15991","-1.6095","0.180992","0.304638","-0.306298","1.0742","0.560876","-5.22647","-1.28128","-2.3443","0.368381","-7.54112","0.0413202","-1.76454","0.249725","-8.12757","0.17109","0.189742"
"SPB 07211","-5.96304","-6.45124","-25.2301","-6.81658","-7.76028","-11.7919","-6.92562","-5.67887","-30.7591","-9.46624","-21.0029","-10.3163","-6.41403","-12.1285","-16.7227","-20.3131","-13.7616","-8.74858","-30.9542","-47.0828","-36.4602","-7.29944","-10.6746","-18.1638","-9.93608","-25.4066","-51.0234","-18.7337","-28.1867","-42.5816","-21.0784","-8.96402","-36.4295","-21.4497","-25.7334","-12.073","-29.2546","-9.41277","-4.352"
"SPB 07212","-5.95806","-6.45124","-25.0063","-6.77881","-7.74924","-11.7919","-6.92701","-5.62769","-30.8484","-9.46624","-20.7794","-10.3163","-6.3689","-12.1285","-16.5815","-20.2102","-13.7377","-8.74858","-30.79","-47.0828","-36.0703","-7.29944","-10.6807","-18.1669","-1.08259","-23.1797","-48.3103","-18.6417","-28.1398","-42.3089","-20.9743","-8.96402","-36.4488","-21.4497","-25.371","-11.9245","-29.2845","-9.41808","-4.35086"
"SPB 07218","-5.61463","-6.45124","-23.3152","-5.70617","-7.44866","-10.0178","-6.16608","-5.67887","-28.5124","-7.32354","-19.5516","-9.814","-6.3689","-11.9521","-14.0961","-5.91246","-13.6199","-8.47827","-30.0328","-44.4671","-35.8763","-6.03811","-9.03339","-1.92288","-2.49523","-1.77367","-14.0093","-6.74214","-26.9928","-41.4529","-19.6812","-8.61876","-22.1615","-2.14965","-19.9516","-0.861385","-17.1829","-0.63497","-2.96727"
"SPB 07449","-4.3695","-0.629827","-19.2302","-1.11369","-5.17484","-0.569355","-5.76477","-1.56892","-29.4394","-7.2978","-12.0009","-0.322098","-4.37334","-0.924778","-5.3752","-0.552754","-8.86512","-0.485487","-30.6262","-45.9203","-36.0722","-4.7213","-6.56059","-2.74899","-0.654978","-0.942506","-5.64273","-3.96944","-22.1772","-13.3883","-14.5462","-0.704425","-21.4836","-2.04105","-19.9121","-1.38819","-2.34343","-4.11788","-2.67231"
"SPB 07517","0.18018","0.346128","-5.26909","0.294966","0.27395","0.666153","-1.57624","0.030681","-1.97026","0.471828","-0.631259","0.662198","0.0492889","0.66236","-0.908029","0.91884","0.632074","0.498898","-22.8509","-21.7976","-19.1213","-0.0746848","-0.011581","0.583964","0.24796","-0.476028","0.13865","-0.569696","-3.10098","-0.541469","-0.957137","0.595807","-0.607952","1.2997","-2.44039","0.546658","-0.613658","0.428163","0.289329"
"SPB 07561","-3.10513","-0.53116","-13.7504","-0.165809","-4.14842","-0.952152","-5.69633","-2.37402","-11.6832","-0.239348","-10.4408","-0.322098","-2.48924","-0.891492","-6.45564","-1.80261","-8.35479","-0.901375","-28.4374","-32.2605","-35.0944","-2.92906","-4.40911","-3.49602","-0.707609","-2.27062","-4.45321","-3.83143","-19.8737","-8.28796","-11.6487","-0.639337","-15.1558","-2.28477","-15.5856","-1.01463","-11.6943","-3.20563","-1.02672"
"SPB 07594","-3.58574","-0.21156","-11.2892","-0.00339942","-4.75868","-1.52504","-5.24405","-0.859777","-9.70474","-0.0886591","-8.11089","-0.131126","-4.03989","-1.27747","-11.426","-2.54107","-11.0267","-4.38785","-29.2595","-43.8859","-33.5346","-5.52297","-7.22482","-3.565","-0.160878","-1.4324","1.05438","-0.295804","-22.009","-17.4581","-16.8932","-4.03991","-24.4679","-3.37901","-20.9386","-6.99157","-21.8256","-3.8668","-1.98578"
"SPB 07691","-1.27464","-0.0823269","-8.42484","-0.263992","-0.222625","-0.082278","-3.26935","-0.669956","-5.52175","-0.162165","-1.57288","-0.171437","-1.53194","-0.3242","-1.12682","-0.237196","-1.58761","-0.464652","-9.24011","-2.61571","0.389959","-0.156599","-0.419858","-0.356545","0.193744","-0.232539","-0.593187","-0.550744","-8.20332","-2.40992","-1.57897","0.00666319","-0.756016","0.136654","-3.11715","-0.415985","-0.690729","-0.0313359","-0.0658756"
"SPB 07700","-0.5209","0.303051","-5.73319","0.468694","-0.361875","0.353311","-2.07875","0.030681","-3.15225","0.545334","-0.385702","0.792847","-0.71427","0.557543","-0.94529","0.346291","-0.723607","0.297854","-20.3606","-14.8224","-15.2141","-0.606828","-0.794325","-0.298191","0.227021","-0.0248619","0.576378","0.469397","-5.89978","-0.347055","-1.80301","0.534835","-1.18623","0.785738","-0.655917","0.987276","-1.14306","0.0930339","0.371105"
"SPB 07780","-0.147222","0.485551","-5.50065","0.208102","-0.116176","0.857551","-2.85944","-0.0130435","-0.710507","0.545334","0.451746","0.812858","-0.282577","0.309663","0.0500515","0.865159","-0.535573","0.734576","-29.254","-42.7233","-34.3164","0.0158643","-0.0292347","1.30796","0.621529","0.617079","0.662871","0.715116","-1.07118","-0.463185","-0.014891","0.534835","1.30683","1.04272","0.282858","0.608935","1.23104","0.566098","0.29425"
"SPB 07789","-0.264203","0.399395","-4.3513","0.219421","-0.224326","1.03179","-2.61727","0.0594823","0.211691","0.394645","0.554704","0.732525","0.00514085","0.838709","0.048552","0.675465","-0.142419","0.498898","-29.5812","-43.8859","-35.4863","-0.204436","-0.186119","0.869639","-0.37658","0.739198","-0.125392","0.614141","-0.52919","-1.00858","0.179293","0.599923","-0.0525161","0.393635","-23.2816","-1.98206","0.112479","0.489515","0.3414"
"SPB 07894","-2.22439","-6.28318","-17.0331","-6.48084","-3.46577","-11.5083","-3.02078","-5.40975","-20.5514","-7.50848","-8.90949","-9.65895","-4.06777","-8.72876","-16.2278","-13.877","-9.94449","-8.64949","-6.32896","-30.1001","-31.7433","-6.7074","-10.007","-16.8759","-1.9843","-1.71444","-4.65188","-2.83325","-19.9815","-41.9854","-20.2128","-8.31913","-34.5477","-13.0304","-17.2785","-11.4365","-27.9273","-9.12714","-4.19848"
