,CIN2,Cln3,dep1,ESC2,GAS1,Gim3,HOC1,KRE1,LGE1,MRC1,MT1450,MT2481,MT2544,NOP13,NOP16,NUM1,Pac10,SAP30,SAP30-SC,smi1,Tep1,whi3,whi5,WT,WT-20uM,WT-20uM-SC,ynl224c
LOPAC 00324,0.155958,0.29207,-0.393554,-0.382683,-0.786351,0.158269,-0.398606,-0.615663,-0.102638,-0.000881595,0.58996,-0.189186,0.479151,-0.0962809,1.14486,0.511642,0.0274891,-0.113131,0.45403,-0.559002,-0.338826,-0.647328,0.408537,0.30727,0.480849,-0.460159,-0.546032
LOPAC 00325,0.686478,3.00708,0.349639,-0.553047,1.95375,0.492736,0.22453,0.0161297,-0.252475,0.655757,0.419117,-0.145345,0.518459,0.19932,0.24368,0.879606,-0.897015,0.238625,-0.471799,-0.319536,1.04765,0.0593178,-1.36959,-0.422691,-0.374801,-0.0361739,-0.0895721
LOPAC 00326,0.473741,3.06995,0.489896,-0.112771,0.115558,0.561083,-0.141234,0.453741,0.698229,-0.162585,1.39287,-0.498909,1.4298,0.605547,1.41307,0.496078,-0.516324,0.523834,2.32847,0.219704,0.0925155,0.574021,0.388054,0.382477,-0.0299407,-0.0442098,0.402986
LOPAC 00327,-0.573098,0.382432,-0.26949,2.80525,-0.883976,0.126141,0.0202859,-0.004699,-0.761435,0.249822,0.031615,1.00552,0.134853,0.373443,-0.277875,-0.48999,0.982376,0.0997266,-0.00872716,0.426479,0.416732,0.0865781,0.166806,-0.188548,1.0842,0.630397,0.772242
LOPAC 00328,1.22126,0.734413,0.738629,-0.428072,1.18538,1.34713,0.774039,0.188229,0.030524,1.44136,0.906167,0.55509,0.586802,0.622333,0.550441,1.13744,0.823427,0.668709,-0.53818,-0.263742,0.834971,0.0406119,-0.419021,0.0806295,1.26034,-0.212446,0.981158
LOPAC 00329,1.31207,1.13457,0.455853,-0.782968,-1.53673,0.474704,0.132913,-0.0978377,0.183326,0.867514,-0.0957341,1.68778,0.682559,0.188254,0.0783304,0.614745,0.815609,0.511884,-1.0677,0.0214974,0.160903,-0.147274,0.0320608,-0.480348,1.65756,-0.0131007,-0.275424
LOPAC 00330,-0.519756,0.138148,0.674206,1.37475,2.17628,0.0322419,0.982621,0.0147672,0.737516,0.148218,0.280472,0.184606,0.0125103,0.526939,0.308232,-0.935555,0.541157,0.32599,0.48936,0.947651,-0.314046,0.781179,0.321304,0.115007,1.19318,0.419968,0.87059
LOPAC 00332,-0.473371,0.235313,-0.475244,-0.518854,-0.425685,0.588303,-0.394787,0.0214321,-0.374132,0.238586,0.113881,-0.108905,0.336784,0.637996,0.277829,0.883552,-0.28158,-0.490828,0.0903861,-0.433291,-0.1389,0.963417,-0.333277,0.107178,0.251104,0.110191,0.124961
LOPAC 00333,0.118233,-0.25188,-0.012199,-0.626387,0.716299,-0.50065,-0.395248,-0.239291,-0.242682,-0.388286,-0.145138,-0.0383383,0.0194544,0.238611,0.219172,-0.635521,0.258487,-0.474707,-2.21424,-0.442903,-0.255541,-0.163548,-0.566045,0.000507055,-0.216865,-1.61474,-0.850128
LOPAC 00334,0.0604565,0.29796,0.335524,-0.28764,-0.352676,0.23132,-0.208469,0.13658,-0.234615,0.0376456,1.0254,-0.582835,0.591485,0.107793,0.0862576,-0.803761,0.15309,-0.303697,0.290913,0.418011,-0.102754,0.315918,0.584102,0.220129,0.0352387,-0.0646359,0.599012
LOPAC 00335,-0.246683,-0.714221,-0.141347,0.429391,-0.405367,0.414286,-0.225599,0.796434,0.0480729,-0.588108,-0.00468007,-0.29496,0.265392,-0.294715,-0.99518,-0.662237,0.59575,0.00356735,-0.00966292,0.00438226,-0.782782,0.0956071,-0.0874771,-0.331351,0.000132588,0.515178,-0.45739
LOPAC 00337,-1.44404,-1.96618,-0.566348,1.75312,1.63947,-0.283673,-0.377228,-0.522447,-0.0622962,-1.19001,-0.717133,-1.18563,-1.29406,-0.44911,-0.560008,-1.47038,-1.24851,-1.27966,0.368885,-0.484174,-1.07715,-1.24273,-0.841284,-0.937396,-2.02944,0.21595,-1.68316
LOPAC 00338,-0.59306,2.65121,0.931385,0.77498,1.39351,-0.157855,0.685228,-0.569463,0.753436,0.0280418,-0.0188795,0.186248,-0.101713,0.142941,0.232228,-1.41311,0.452006,-0.215683,-0.557579,-0.357438,-0.111981,1.1322,0.754165,-0.52944,-0.345506,0.267528,-1.02823
LOPAC 00339,0.693181,-1.40049,0.543477,0.108238,0.989079,-0.303069,1.01388,0.479247,-0.628376,-0.148469,0.198705,-0.492995,0.0319868,-0.57815,-0.151152,-0.688615,0.451806,0.12543,-0.476377,-0.000118739,-0.0651884,0.0330809,-0.201132,-0.340622,0.259604,0.267073,0.361788
LOPAC 00340,-1.19556,-0.823025,-0.708082,-1.04042,0.18563,4.04128,-0.538046,-1.32053,-1.65151,-0.481218,0.0933992,-2.29637,-0.141222,-1.21678,-1.16593,0.081242,-1.56166,-0.581141,0.0476946,-0.832906,0.780203,-0.375081,0.992356,0.961399,-0.763071,-0.989159,-0.550486
LOPAC 00342,-2.92931,-1.05443,-0.940514,-1.84444,3.0695,-4.25408,-3.28016,-0.244927,-1.74364,-4.97855,-0.671873,-0.173214,0.217179,-0.212533,-0.0914878,-8.2581,-0.79539,-0.70463,-1.17959,-10.6641,0.80703,-0.384851,-3.41169,0.528158,-1.17047,-3.02091,0.730381
LOPAC 00343,-0.117167,-0.441663,0.410732,2.01058,0.515075,-0.318711,1.34235,0.817448,1.97233,-0.679571,0.157167,-1.12396,-0.0146045,-0.348965,-0.722681,0.332578,-1.02532,0.178831,0.34807,0.359257,-0.416117,-0.781953,-0.250676,-1.32283,-0.135877,0.819864,0.0792301
LOPAC 00344,-1.09568,-0.590522,-0.552075,1.24294,1.23371,0.0021058,-0.581052,-1.21089,0.197925,-1.14322,-0.267958,-1.79962,-0.163415,0.00395206,0.615387,-0.789172,-0.353985,-1.29209,-1.80941,0.0784049,2.37949,0.203862,0.116747,-0.0645221,-0.868623,-0.973994,-0.710372
LOPAC 00345,0.0148721,-0.0615722,0.63998,0.642043,0.404405,-0.171406,0.927972,0.197883,-0.224468,0.293166,0.203384,0.488199,0.612266,-10.3283,-0.813663,0.383288,0.274905,0.582984,0.961151,0.155665,-0.385568,-0.000122457,0.289079,-0.346203,1.10219,0.79239,-0.686846
LOPAC 00346,0.515166,-0.164128,0.0356443,0.639142,0.226117,0.377304,-0.0385975,0.81229,0.731779,0.70773,-0.00678963,0.461819,0.203758,0.762043,-0.568136,0.05328,0.457277,0.397004,0.433996,1.3478,0.901673,0.586007,1.29524,1.36461,0.911777,0.220884,0.164166
LOPAC 00347,-2.43987,-2.57168,-0.974485,-2.24949,-18.8733,-1.28399,-7.55977,-4.86835,-3.20035,-3.60375,-1.54918,-51.993,-0.0958029,-4.47088,-0.225776,-4.1499,-0.885811,-0.282941,-1.12236,-2.43454,-0.906319,-5.57766,-2.75536,-3.84205,-1.31197,-2.73228,-3.89604
LOPAC 00348,-0.358027,-0.425615,-0.557139,-0.751217,-0.678912,-1.56766,-0.465025,0.290644,-0.133507,-0.387551,0.0486604,-0.135148,-0.535659,1.00207,0.0584949,-0.297602,-1.29039,0.0681575,-0.0856645,-0.600137,-0.916606,-0.301697,-0.065981,-0.853882,-0.661955,2.54491,0.114095
LOPAC 00349,-0.137732,0.632323,-0.0760769,0.700381,-0.0682245,-0.0199795,-0.396366,-0.417345,-0.0953945,0.307018,0.486501,0.868578,-0.588234,0.776523,-0.107818,-0.0873793,-0.279658,0.033344,-0.198814,0.956179,0.436981,0.102251,0.882778,0.326823,1.35042,2.06372,0.281346
LOPAC 00350,-14.1246,3.0276,-15.995,-3.73355,-16.5914,-3.0607,-13.0659,-0.341608,-15.3495,-23.1164,-0.924981,-2.13318,2.63296,-0.126269,0.268298,-21.096,-0.245089,-0.531354,-6.09116,-23.9136,-1.02482,-0.855426,-3.11869,0.207672,0.620883,-8.30545,-0.210215
LOPAC 00351,0.933243,1.15133,0.634931,0.162523,-0.721676,0.995843,0.529158,0.986638,0.601257,0.515394,1.51164,0.486294,0.844709,-0.0496185,-0.000132412,0.00113051,0.549075,0.74464,0.809004,-0.177198,-0.0863597,0.0113564,0.733283,0.823832,0.910213,1.28678,1.52097
LOPAC 00352,0.673782,0.409041,0.349486,-0.68761,0.602192,1.16934,-0.742528,-0.45836,-0.693516,0.425505,-0.120784,1.29043,-0.284956,1.0484,0.147024,0.225668,0.87736,0.659324,-0.378877,-0.134934,0.237712,-0.286767,0.57598,-0.465401,0.444186,0.528114,0.197534
LOPAC 00353,-1.06747,-0.917347,0.096676,1.05595,1.02231,-0.575046,-0.57125,-0.686949,-0.0826222,-0.552758,-0.812493,-0.916762,-0.324505,-1.18137,-0.323091,-0.547865,-0.780038,-1.00262,0.756154,0.469245,-0.0564049,-0.559393,-0.133766,-0.722336,-2.12053,-0.563881,-1.01479
LOPAC 00354,-0.554004,2.25976,-2.13898,-1.13949,-0.0931013,0.816118,-1.27023,-1.61812,-0.679418,-1.30117,1.64443,-1.36334,-0.133117,1.30574,0.605584,0.454135,-0.125513,-1.73931,0.303079,-0.791397,0.389822,0.0296495,0.0906493,1.35809,-0.554427,0.929077,0.278624
LOPAC 00355,0.0617957,-0.400706,-0.596391,0.438422,-0.440931,-0.414024,0.187993,0.0773578,1.58252,-0.138873,0.019145,-0.138789,0.465446,-0.237813,0.511713,-0.424623,-0.962291,-0.714365,0.685343,0.582866,-1.16947,-0.29412,-0.235879,-0.855431,0.304997,0.576131,-1.05715
LOPAC 00357,0.182617,1.05134,-0.0675265,-0.427612,-0.245028,0.291297,-0.52196,-0.58756,-0.435216,0.319332,-0.272857,0.420027,-1.20335,0.390566,-0.117875,0.168471,0.187796,0.393886,-0.442397,-0.602489,0.273347,-0.367166,-0.966234,0.305315,-0.0785666,-0.515547,-0.436572
LOPAC 00358,0.102436,0.204429,0.654147,0.996778,0.553176,0.287024,0.556828,0.898154,-0.0604013,0.150203,1.12407,-0.464885,0.568103,0.581416,-0.101121,-0.13374,1.27595,0.35349,0.910547,1.01304,0.346358,1.47257,-0.349182,0.733339,0.297824,0.205051,0.788308
LOPAC 00359,0.504093,3.78324,-0.293173,-1.02815,0.642332,1.33393,0.229532,-1.0401,-0.028725,0.726625,-0.229661,0.0159591,-0.31835,-0.180929,-0.127727,1.45471,1.93622,0.0316928,-0.413788,-0.133943,-0.315357,-0.736724,-0.45843,0.0617286,0.141681,0.00457072,0.149356
LOPAC 00360,0.28882,-0.158277,-0.0489357,-0.825407,0.309835,-0.0694929,-0.716012,-0.285129,-0.273157,-0.156393,0.242502,0.0834309,0.543762,-0.159849,0.0406748,-0.173093,0.119292,0.235449,-0.994244,1.30557,-0.113394,0.597075,-0.2418,-0.111755,0.00608323,-0.166594,-0.259769
LOPAC 00361,0.466998,0.288311,0.388989,0.905055,0.66977,0.356682,0.609386,1.24087,1.07322,0.857692,0.845526,0.979933,-0.696457,0.341695,0.45671,0.458365,2.06763,0.601475,0.806536,1.35237,0.87437,0.0204346,0.64871,0.697483,1.83374,-0.241344,0.185788
LOPAC 00362,-0.467784,-1.06192,-0.0536549,-0.553444,1.46265,-0.220564,0.75791,-1.21113,0.689422,-0.716819,-0.402686,-0.230082,-0.409463,-2.18566,-1.537,1.04116,-1.30545,-0.0328772,-1.84244,-0.36766,-0.932167,-2.07259,-1.0747,-0.674417,-1.53915,-1.75886,-1.27753
LOPAC 00363,0.633786,-0.0118602,-0.0634205,0.204562,0.163132,-0.187107,0.0548231,0.298014,0.134004,0.248163,-0.199265,-0.139956,-0.583694,0.0236443,-0.150227,0.334011,-0.74674,-0.0657604,-0.718777,-0.165697,0.212231,-5.88804,-0.511952,-0.130331,-0.0575662,0.0329369,0.570864
LOPAC 00364,-1.50483,-0.837023,-1.14698,1.05282,0.236063,-0.455804,0.20858,-0.137232,-0.0427924,-0.611855,-1.00424,-0.467582,-0.876132,-0.0159429,-1.24068,-0.652303,-1.41652,-1.15882,-0.31753,-0.0506323,-0.768874,-0.287346,-0.49227,-0.589038,-1.33861,0.341807,0.351139
LOPAC 00365,0.731013,0.349475,0.865715,0.794001,0.73705,0.520786,0.360375,1.11253,1.71792,0.679608,0.302517,0.530315,0.304599,0.970154,0.672862,0.844052,0.77266,2.6469,0.646061,1.55338,0.371327,0.681693,0.498252,-0.069748,0.553942,0.668805,0.232669
LOPAC 00366,0.691459,-0.235471,0.697368,0.573444,0.754091,0.16749,0.584383,0.592146,0.781265,0.640874,0.161556,0.463061,0.754069,0.108822,-0.701588,0.764178,0.418419,0.553177,0.927766,0.4318,-0.232998,0.584852,-0.206785,0.636612,0.510832,0.802136,-1.51628
LOPAC 00367,0.02289,-0.00633014,0.782902,0.464884,0.0294331,-0.154653,0.478052,0.617867,1.04164,0.222747,-0.30852,-0.250995,0.234781,-0.174855,1.16521,-0.0461705,-0.686088,-0.26825,0.700913,1.07236,-0.46982,-0.103616,0.289466,-0.286516,-0.688758,0.501249,-0.378957
LOPAC 00369,0.563718,-0.403645,0.263342,-0.404484,-0.160027,-0.0603958,-0.0621049,0.219601,0.0397994,0.536417,1.54843,-0.659835,-0.146273,-1.28993,-1.17097,0.0427053,-0.996347,-0.171994,1.12722,0.122377,-0.585641,-0.927328,1.64951,-0.474565,-0.285939,0.429866,-0.403563
LOPAC 00370,-0.894547,-1.05748,-0.442597,-0.426151,0.0401411,-0.986097,-0.549172,-0.610191,-0.538608,-0.663776,-0.0417673,0.565442,-1.84316,-1.46507,-1.55895,-0.758117,-0.614838,-0.35375,0.381353,0.0385536,-0.668936,-1.32246,-1.95648,-1.09138,0.0285481,-0.709113,-0.449717
LOPAC 00371,0.38983,0.653616,0.298863,1.00424,0.105865,0.308897,-0.322394,0.379688,0.582414,0.238451,-0.620347,-0.143829,0.66738,1.00706,0.534075,-0.235596,0.915347,0.774367,-0.625517,0.568992,0.209067,0.660455,0.840481,0.289568,0.562148,-0.0622901,0.0777568
LOPAC 00372,-0.374959,-0.0890377,0.332718,-0.630673,0.686716,0.293836,1.12228,0.147514,0.292061,-0.532409,0.709866,0.0854445,0.874594,-1.0643,-0.980052,0.438851,-0.760504,-0.379939,0.37004,0.395588,-1.2816,-0.764934,0.629467,-0.398986,-0.174881,0.577497,-0.670285
LOPAC 00373,2.11427,0.749726,0.850998,0.0348448,0.783827,0.750927,1.01689,0.509161,0.650851,1.2285,0.449385,0.487614,0.334918,0.53759,0.150685,1.62827,1.12785,0.761485,1.10124,0.515866,0.0973998,0.175078,1.53498,0.100339,0.856016,0.756628,0.39113
LOPAC 00374,-0.70735,1.42351,-0.470561,-1.47221,0.207142,-0.478152,-0.450069,-0.714303,0.119986,-0.850813,-0.321414,-0.0399376,0.486783,-0.872237,-1.72503,0.0113045,-1.22803,-0.561375,0.726901,-0.302572,-0.347639,-1.52809,-0.166611,-0.32088,-0.244324,-0.181281,-1.04472
LOPAC 00375,0.478536,0.34741,0.524602,0.305834,0.298551,0.115295,0.273028,0.444464,0.53398,0.507605,1.26201,0.474164,0.833162,0.185136,-0.234937,0.057485,0.696076,0.28416,0.287888,0.385506,-0.166914,0.0427135,0.149887,-0.165746,-0.0201598,0.0248956,0.168975
LOPAC 00377,0.145629,2.15876,-0.703588,-1.27424,-1.37888,4.57878,-0.705509,-0.479524,-0.186979,-0.446276,0.658459,0.184285,-0.717129,-0.281624,0.91872,0.192985,-1.37683,-0.786036,0.84262,-0.0175192,1.48679,-0.0627804,0.968928,0.00515403,-0.769527,0.014507,0.0885113
LOPAC 00378,0.163312,-0.0631438,-0.118515,-1.53616,-1.30551,-0.113549,-0.581723,-0.378539,-0.592473,-0.218873,0.212793,0.453102,0.133641,-0.154883,0.833056,-0.342807,-0.967383,-0.72478,0.397235,-0.439342,1.88334,0.787027,0.146959,0.664883,-0.554689,-0.0159372,0.29535
LOPAC 00379,-1.48179,2.49645,-0.406169,0.772376,0.67486,-0.3087,-0.581495,-1.06933,-0.511463,-1.65919,-1.2113,-1.43264,-0.208862,-0.204755,-0.33082,-1.30961,-0.412363,-1.77098,-1.72657,-0.0285157,-0.539893,-0.734387,-0.333171,-0.845398,-0.728386,-1.0103,-1.17756
LOPAC 00381,-0.346826,-0.802776,-1.87814,-0.893727,-0.567305,0.740372,0.114301,-0.742018,0.290672,-1.31613,1.30396,-0.876669,-0.652781,0.139584,-0.404539,0.119383,-0.176083,-1.995,-0.497351,-0.764503,-1.38648,-0.521043,-2.55894,-0.121795,-0.626638,0.789273,-0.902435
LOPAC 00383,0.546592,0.489058,0.810574,1.16493,0.453321,0.685866,0.738053,0.267243,0.927239,0.287195,0.0188181,1.61754,0.265694,0.7494,0.282768,0.12689,0.813925,0.155811,0.952142,1.04602,-0.520018,-0.00343276,0.278363,0.121484,0.172974,0.960395,-0.166224
LOPAC 00385,-0.160428,0.225252,-0.93483,0.237121,0.137584,-0.994717,-0.728164,-0.198499,-0.958434,0.211711,-0.35304,0.154267,-0.851118,0.125891,-0.205296,-0.872602,0.586297,-0.119085,-1.12372,-2.19265,0.848748,0.558503,-0.777694,0.522428,-0.0483929,-1.22029,0.628697
LOPAC 00386,-0.449743,2.77821,0.0957946,0.240617,-0.125721,0.0753649,0.711625,-0.0747126,0.141629,-0.1764,0.0888578,0.104567,0.296586,-0.575315,-0.0683139,0.033801,-0.240984,0.40033,0.156363,0.403855,0.148591,0.245762,0.304096,0.241083,0.400764,0.530641,0.0993592
LOPAC 00387,-0.304238,2.10905,-1.56976,-0.367429,-0.415612,3.62884,-2.26769,-0.766045,0.123213,-1.00105,0.0176364,-0.375838,0.120713,0.038784,-0.362596,0.822952,-0.111,-0.81356,0.501218,-1.32599,-0.209456,-0.666746,-0.457066,-0.41922,-0.344949,0.387843,-0.16993
LOPAC 00388,-0.189507,-0.256202,-0.395603,0.242548,1.31303,0.298661,-0.745851,0.457988,0.437283,-0.813579,0.217517,-0.84232,-0.477474,0.464469,-0.0519733,0.387949,0.242805,-1.23993,-0.951303,-0.0947841,0.397035,-0.672063,0.135302,-0.262323,-0.604599,-1.10917,-0.488689
LOPAC 00389,-3.76598,-1.92267,-2.32285,-1.20186,-1.93254,-0.974512,-3.49155,-1.13057,-3.02562,-1.39718,-1.5739,-2.35685,-0.955202,-1.76247,-2.4091,-2.3422,-5.7917,-1.4933,-4.05827,-0.731948,3.78481,-2.22457,-1.6966,-0.515433,-3.1837,0.525878,-2.76283
LOPAC 00390,0.10762,-1.02988,0.326291,0.0593655,0.475035,0.157064,0.998518,-0.326829,0.926978,0.583738,-0.695278,0.142073,-0.379495,0.685995,0.261883,0.897585,0.781663,-0.304184,0.161705,-0.0414359,1.6694,0.802973,-0.288563,0.73945,-0.446197,1.03616,1.27037
LOPAC 00391,0.440878,-0.0603574,0.5588,-0.845873,0.145214,0.105011,-0.0203065,0.446032,-0.0185764,-0.963235,0.0555552,-0.0844527,0.0180003,1.23286,-0.624539,-0.404803,0.180851,0.168331,-1.88002,0.27028,-1.01363,-0.0134053,0.654601,0.174732,0.00686314,-1.9831,0.771715
LOPAC 00392,0.0980499,0.167975,-0.0743948,-0.590481,-0.531184,0.561904,0.0274587,0.205651,0.122155,0.0664087,1.24689,-0.516355,-0.176378,-0.0940315,1.02829,0.336082,0.872263,0.171085,-0.301677,0.240293,-0.195487,-0.16317,-0.311782,0.062946,0.51816,-0.0855621,0.0742076
LOPAC 00393,0.684485,-0.130861,0.765106,0.261893,0.224363,-0.20603,0.318794,-0.00523115,0.389161,0.602076,0.495313,0.779314,-0.0516947,0.202852,1.4242,0.951918,0.313563,0.37519,0.244691,0.959441,0.535656,0.578008,0.664803,0.326756,0.488944,0.196502,0.329489
LOPAC 00394,-0.693842,-0.831599,0.49306,-0.920123,0.93213,-0.15795,0.331896,-0.381769,0.0809356,-0.6667,0.682364,-0.462409,-0.441235,-0.450422,-0.945709,-0.25035,-0.946154,0.700828,-0.722254,0.0106082,-0.28691,-1.0472,-1.14235,-0.422943,0.0148217,-0.600208,-0.604158
LOPAC 00395,0.764671,1.50206,0.739277,1.20724,-0.347416,0.516808,2.89562,1.41003,0.44389,0.188917,-0.226543,0.498058,-0.557871,0.826678,-0.213305,1.08021,0.24618,-0.434758,1.11341,0.205445,0.299145,0.484841,0.755592,-0.0224282,-0.00934949,1.43506,-0.104647
LOPAC 00397,-1.41589,-0.538637,-2.60775,-1.79102,-6.90734,-1.9525,-3.80266,-2.05648,-5.8739,-1.45515,-1.25828,0.00788279,-1.95003,-1.16602,-1.00104,-2.8052,-0.228254,-1.0815,-1.99574,-1.98749,-0.84297,-0.487288,-1.87443,-0.777208,-0.771861,-2.30056,-1.09435
LOPAC 00398,0.0990492,-0.118569,0.715532,0.578563,0.359192,0.132883,-0.471244,0.587725,-0.669367,0.54858,-0.706572,-0.466314,-0.254434,-1.04204,1.0328,0.561748,0.598441,-0.483339,-1.20662,0.401132,-1.42013,-0.306648,-0.143165,-0.96864,0.149299,-0.360657,-0.66809
LOPAC 00399,0.605689,0.203282,1.08133,0.776061,0.0160005,0.158491,0.473597,0.062659,0.602993,0.118299,-1.39231,0.303631,-0.0966492,-0.191306,-0.620335,0.0877372,0.964175,-0.200404,0.251756,0.581552,-0.0177223,-0.0394223,-0.0841575,-0.445216,0.503642,0.0480419,-0.060064
LOPAC 00403,0.758306,2.03447,-0.484926,0.0502808,-1.06404,0.865987,-1.50368,-1.06644,-0.0576248,0.0485094,-2.05193,-1.04959,0.148046,-0.199272,-0.201322,-0.081694,0.657546,-0.0382177,0.720667,-0.183728,0.109512,0.112382,0.334384,-0.121192,-0.05075,0.560714,0.519242
LOPAC 00404,-0.183273,-0.0236644,0.480846,0.866636,0.23562,0.0355716,0.874394,1.06973,0.632016,0.24964,0.0484704,0.591766,0.706858,0.0933692,0.00546952,-0.0703672,0.635696,0.416317,0.42798,0.428783,0.657923,0.361033,0.49419,0.0963877,-4.49E-05,0.569182,0.597495
LOPAC 00405,0.793842,0.0920136,-0.0167635,0.342142,-0.687885,0.588403,1.03068,0.653927,0.45823,0.302798,0.598688,-0.324446,0.0699316,0.0151544,-0.464512,0.780798,0.679155,0.235252,-0.245122,0.12298,-0.482537,-0.172599,0.038948,-0.162326,0.403493,1.05664,0.0795785
LOPAC 00406,0.969884,0.19616,0.321692,-0.334226,-2.03592,0.669415,-0.132837,-0.372167,-0.126803,0.698407,-0.205754,0.660726,0.655365,1.29484,-0.440378,1.18341,0.105211,0.151403,-0.251368,-0.0670017,0.616243,0.612862,-0.0482519,0.343222,1.2713,0.231881,0.963091
LOPAC 00408,0.585266,-0.47523,1.38556,0.800851,0.631346,0.0835686,0.664751,0.535163,-0.119302,0.107086,1.14313,-0.155626,0.748049,0.982238,1.4134,0.144648,-0.815221,0.917525,1.82466,0.797237,-0.122383,0.278515,0.551135,0.362085,-0.0036436,1.90604,-0.314166
LOPAC 00409,-0.0903638,3.0919,0.519083,-1.56419,0.486453,0.223937,0.863883,-0.697128,0.836698,0.0109749,-0.0366168,-0.414535,-1.11568,-0.86588,0.540718,1.51486,-0.611762,1.17695,0.0401448,-0.526525,-0.537965,-0.372358,-0.74741,-0.135695,0.182515,-0.157342,-0.134792
LOPAC 00410,-0.658572,2.76432,-1.57191,-0.942535,-0.353355,0.66297,-0.155034,-0.673287,-0.0860419,-1.32985,0.222968,-1.01713,-0.74923,0.719543,0.0537754,0.378964,-0.757835,-1.2993,-1.37815,-1.53912,0.297056,0.935716,3.62733,0.359841,-0.790833,-1.0295,-0.521641
LOPAC 00411,1.00191,3.47143,0.454767,-0.117684,0.12638,0.358211,0.363026,0.239713,0.152814,0.501945,0.250611,0.554722,-0.0635141,0.286615,1.20092,1.25804,-0.70415,0.640307,0.707253,0.376182,0.0280497,0.20589,0.0903642,0.433275,0.25581,0.507723,0.12025
LOPAC 00412,-1.67122,-0.772284,-0.118662,1.72281,0.889218,-1.05289,-0.22123,-0.293549,0.909517,-0.610711,-0.646434,-0.849738,-0.751844,-0.422197,0.118288,-0.875981,-0.183606,-1.26965,1.46377,0.593707,-1.39069,-0.472148,-1.1102,-0.0632485,-1.77698,0.620127,0.816721
LOPAC 00413,-2.40466,-0.000277775,-1.2759,0.533676,1.20913,-0.854045,-1.96231,-1.79815,-1.63233,-2.74502,-0.244966,-2.14532,0.341057,0.0676234,-0.194164,-2.76953,-0.634023,-1.57471,-2.03393,-1.01938,1.04395,-0.828272,0.22248,0.203034,-1.36558,-2.32883,0.0799459
LOPAC 00414,-0.0660046,-0.418883,0.530134,-0.356474,0.333731,-0.361273,0.508006,0.255432,-0.275841,-0.288185,-1.25817,-0.0258087,0.978145,0.614332,0.230143,-0.41135,0.356259,-0.426928,-0.164198,0.50055,0.595939,1.2957,-0.179399,0.633957,-0.524651,-0.838809,1.95885
LOPAC 00415,-0.149901,-0.469348,0.00756118,0.125221,0.0105532,0.332576,0.12025,0.271174,0.50923,0.0597541,-0.868197,0.119467,-1.09392,-0.509528,-0.196433,-0.0845013,0.51877,-0.109641,0.898609,0.0807728,-0.134899,0.84659,0.621374,-0.665347,0.887049,0.0717444,-0.00250179
LOPAC 00416,0.585359,-1.75678,1.13757,-0.205075,-0.0903317,0.985477,0.0372119,1.05838,0.158089,-0.101229,0.656134,0.684623,0.598973,1.00953,0.962628,0.193092,-0.097911,0.631397,1.21801,0.580674,1.37516,0.159077,0.697337,0.713921,0.477648,0.803845,0.694658
LOPAC 00417,0.263617,2.01194,0.460518,0.285082,0.1497,0.416143,0.556244,0.716847,1.33813,0.400008,-0.432895,0.715711,0.34664,0.23855,0.0297889,-0.0452856,-0.00998965,0.509016,0.452358,0.769493,0.471258,0.169335,0.337974,0.32142,0.365171,0.406204,0.379294
LOPAC 00418,-72.4216,-32.3414,-38.4184,-28.9651,-44.83,-12.2656,-42.9357,-40.2159,-31.5084,-69.3544,-25.5944,-52.5233,-35.376,-44.0548,0.687027,-58.154,-42.9536,-81.6772,-38.6348,-25.6043,-36.8506,-36.172,-28.0865,-32.0589,-82.5628,-37.7222,-46.6437
LOPAC 00419,0.0849708,-0.631104,0.132114,0.313031,0.201735,0.448037,-0.115759,-0.155177,-0.165312,-0.041182,-0.363583,0.482139,-0.0292728,0.373778,-0.741837,-0.0574481,0.488844,0.465358,-0.00318816,-0.0795082,1.01972,0.543334,0.626488,0.399165,0.555106,0.523944,-0.271433
LOPAC 00420,-0.00282847,1.11309,0.26354,1.18931,-0.944669,-0.199162,0.00996174,0.444071,0.331428,0.0270753,-0.667431,-0.696314,-0.737014,-0.00779207,-0.458553,-0.496922,0.605417,-0.296474,1.28548,0.0371202,0.728929,0.209754,1.16681,0.27486,-0.165618,0.721443,0.24584
LOPAC 00421,0.0615771,-0.520944,-0.0415787,-0.183967,-0.066103,0.237541,-0.37845,-0.0493267,0.67962,0.643387,-0.36933,0.590548,-0.367665,0.338781,-1.4657,-0.00597494,0.67064,-0.0911354,0.550352,-0.47966,0.189057,0.348296,1.31408,0.144101,0.18957,0.254025,0.396086
LOPAC 00422,0.136173,-0.0340121,-0.00611519,1.34473,0.391957,0.0326276,0.317651,0.172605,1.12027,0.505805,0.638173,-0.165175,0.61782,0.195323,-0.988389,-0.197052,-0.491407,0.512771,1.4105,0.112681,-0.462178,0.514139,-0.295236,-0.0283572,-0.467756,0.782703,-0.754286
LOPAC 00423,-1.92861,1.44369,-0.556036,-0.0880149,0.410161,-0.140777,-0.513061,0.0899527,-1.00996,-1.23346,-1.55175,0.344817,-3.87417,-1.57799,-1.54454,-0.692759,0.368249,-0.831118,1.62851,0.188195,-1.08822,-1.6489,-3.84503,-2.37021,-1.30893,0.28509,-1.5976
